Beat,Block Range,Date,Hour,Number of Records,Offense Type,Offenses,Premise,Street Name,Suffix,Type
10H30,2500-2599,12/26/2017,11,1,AutoTheft,1,"Road, Street, or Sidewalk",DALLAS ST,-,ST
10H30,2000-2099,12/27/2017,18,1,Theft,1,"Road, Street, or Sidewalk",COMMERCE ST,-,ST
10H30,1700-1799,12/28/2017,13,1,Theft,1,Residence or House,HUTCHINS ST,-,ST
10H30,1400-1499,12/29/2017,16,1,Theft,1,Residence or House,PALMER ST,-,ST
10H30,1400-1499,12/29/2017,23,1,Robbery,1,"Road, Street, or Sidewalk",EMANCIPATION AVE,-,-
10H30,9000-9099,12/30/2017,20,1,Theft,1,Other Parking Lot,IRON SPRINGS,-,-
10H30,6900-6999,12/31/2017,02,1,Theft,1,"Road, Street, or Sidewalk",OAK VILLAGE,-,DR
10H30,3600-3699,12/31/2017,16,1,Theft,1,Service or Gas Station,DENNIS STREET,-,-
10H40,2100-2199,12/01/2017,06,1,Robbery,1,Other Parking Lot,FANNIN ST,-,ST
10H40,2000-2099,12/01/2017,06,1,Robbery,1,Service or Gas Station,FANNIN ST,-,ST
10H40,1700-1799,12/02/2017,02,1,Theft,1,"Road, Street, or Sidewalk",WINBERN,-,-
10H40,1700-1799,12/02/2017,01,1,Theft,1,"Road, Street, or Sidewalk",WINBERN,-,-
10H40,2600-2699,12/02/2017,10,1,Theft,1,Commercial Parking Lot or Garage,LOUISIANA ST,-,ST
10H40,12900-12999,12/02/2017,03,1,Theft,1,"Road, Street, or Sidewalk",LAGUNA VISTA,-,LN
10H40,1000-1099,12/02/2017,07,1,AutoTheft,1,"Road, Street, or Sidewalk",LOOP,N,-
10H40,2200-2299,12/02/2017,23,1,Theft,1,"Road, Street, or Sidewalk",JACKSON ST,-,ST
10H40,3400-3499,12/03/2017,10,1,Theft,1,"Road, Street, or Sidewalk",TRAVIS ST,-,ST
10H40,1100-1199,12/04/2017,19,1,Robbery,1,Restaurant or Cafeteria,HOLMAN,-,-
10H40,2600-2699,12/04/2017,19,1,Theft,1,Residence or House,CRAWFORD ST,-,ST
10H40,900-999,12/04/2017,13,1,Theft,1,"Road, Street, or Sidewalk",WINBERN,-,-
10H40,400-499,12/04/2017,12,1,Theft,1,"Road, Street, or Sidewalk",VELASCO,-,ST
10H40,3700-3799,12/04/2017,21,1,Theft,1,"Road, Street, or Sidewalk",TRAVIS ST,-,ST
10H40,2400-2499,12/05/2017,01,1,Theft,1,"Road, Street, or Sidewalk",SAN JACINTO ST,-,ST
10H40,2800-2899,12/05/2017,08,1,Robbery,1,Private School,CAROLINE ST,-,ST
10H40,2300-2399,12/05/2017,13,1,Theft,1,"Road, Street, or Sidewalk",AUSTIN ST,-,ST
10H40,2700-2799,12/06/2017,16,1,Theft,1,Residence or House,CRAWFORD ST,-,ST
10H40,2400-2499,12/06/2017,16,1,Theft,1,"Road, Street, or Sidewalk",LOUISIANA SUITE 400 HOUST,-,ST
10H40,3900-3999,12/06/2017,21,1,Theft,1,Restaurant or Cafeteria Parking Lot,LA BRANCH,-,-
10H40,1500-1599,12/06/2017,23,1,Theft,1,"Road, Street, or Sidewalk",ISABELLA,-,-
10H40,2900-2999,12/07/2017,08,1,Theft,1,Residence or House,CRAWFORD ST,-,ST
10H40,2900-2999,12/07/2017,12,1,Theft,1,Commercial Parking Lot or Garage,MILAM,-,-
10H40,900-999,12/07/2017,19,1,Theft,1,"Road, Street, or Sidewalk",STUART,-,-
10H40,2600-2699,12/07/2017,21,1,Theft,1,"Road, Street, or Sidewalk",TRAVIS ST,-,ST
10H40,2100-2199,12/08/2017,13,1,Theft,1,Bus Station,MAIN ST,-,ST
10H40,3200-3299,12/08/2017,21,1,Theft,1,"Road, Street, or Sidewalk",TRAVIS ST,-,ST
10H40,3700-3799,12/09/2017,08,1,Theft,1,Restaurant or Cafeteria Parking Lot,TRAVIS ST,-,ST
10H40,3700-3799,12/09/2017,19,1,Theft,1,Restaurant or Cafeteria,TRAVIS ST,-,ST
10H40,3000-3099,12/10/2017,00,1,Theft,1,Other Parking Lot,TRAVIS ST,-,ST
10H40,1000-1099,12/10/2017,19,1,Theft,1,Convenience Store,ALABAMA,-,ST
10H40,3900-3999,12/11/2017,21,1,Theft,1,"Road, Street, or Sidewalk",LA BRANCH,-,-
10H40,1700-1799,12/11/2017,22,1,Theft,1,"Road, Street, or Sidewalk",WINBERN,-,-
10H40,2300-2399,12/11/2017,09,1,Theft,1,"Road, Street, or Sidewalk",FANNIN ST,-,ST
10H40,4500-4599,12/11/2017,15,1,Robbery,1,"Road, Street, or Sidewalk",MAIN ST,-,ST
10H40,1000-1099,12/11/2017,17,1,Theft,1,Service or Gas Station,ALABAMA,-,ST
10H40,1400-1499,12/11/2017,15,1,Theft,1,"Road, Street, or Sidewalk",TRUXILLO,-,-
10H40,27400-27499,12/12/2017,02,1,Robbery,1,"Road, Street, or Sidewalk",MYRTLE LAKE,-,LN
10H40,2200-2299,12/12/2017,03,1,Burglary,1,Drug Store or Medical Supply,LOUISIANA,-,ST
10H40,2600-2699,12/12/2017,06,1,Theft,1,Light Rail Platform,1/2 MAIN ST,-,ST
10H40,1000-1099,12/14/2017,13,1,Theft,1,Service or Gas Station,ELGIN ST,-,ST
10H40,2000-2099,12/14/2017,14,1,Theft,1,Restaurant or Cafeteria Parking Lot,MAIN ST,-,ST
10H40,900-999,12/14/2017,22,1,Theft,1,"Road, Street, or Sidewalk",PO BOX 49699,-,-
10H40,UNK,12/14/2017,18,1,Theft,1,"Road, Street, or Sidewalk",ALMEDA RD/WINBERN,-,-
10H40,1500-1599,12/15/2017,00,1,Theft,1,"Road, Street, or Sidewalk",STUART,-,-
10H40,1100-1199,12/15/2017,12,1,Theft,1,"Road, Street, or Sidewalk",HADLEY ST,-,ST
10H40,1300-1399,12/15/2017,14,1,AutoTheft,1,Miscellaneous Business (Non-Specific),GRAY,-,ST
10H40,4200-4299,12/15/2017,17,1,Robbery,1,Department or Discount Store,MAIN,-,ST
10H40,2900-2999,12/16/2017,07,1,Burglary,1,Jewelry Stores,MAIN,-,ST
10H40,2300-2399,12/16/2017,10,1,Theft,1,Bar or Night Club,MAIN ST,-,ST
10H40,26700-26799,12/16/2017,16,1,Burglary,1,Apartment,WESTWOOD,-,DR
10H40,1400-1499,12/17/2017,02,1,Theft,1,"Road, Street, or Sidewalk",GRAY ST,-,ST
10H40,2500-2599,12/17/2017,02,1,Theft,1,"Road, Street, or Sidewalk",BOLSOVER,-,ST
10H40,1400-1499,12/17/2017,03,1,Theft,1,"Road, Street, or Sidewalk",HADLEY ST,-,ST
10H40,11600-11699,12/17/2017,08,1,Robbery,1,Convenience Store Parking Lot,JASPER DRIVE,-,-
10H40,2300-2399,12/17/2017,10,1,Burglary,1,Rental Storage Facility,LOUISIANA ST,-,ST
10H40,2300-2399,12/17/2017,11,1,Theft,1,Bar or Night Club,MAIN ST,-,ST
10H40,2300-2399,12/17/2017,14,1,Theft,1,Bar or Night Club,MAIN ST,-,ST
10H40,2400-2499,12/17/2017,15,1,Theft,1,Residence or House,CHENEVERT ST,-,ST
10H40,2900-2999,12/17/2017,17,1,Theft,1,"Road, Street, or Sidewalk",CHENEVERT ST,-,ST
10H40,1300-1399,12/17/2017,20,1,Theft,1,Apartment,ISABELLA,-,-
10H40,3700-3799,12/17/2017,22,1,Theft,1,"Road, Street, or Sidewalk",LA BRANCH,-,-
10H40,4300-4399,12/18/2017,06,1,Theft,1,"Road, Street, or Sidewalk",CAROLINE ST,-,ST
10H40,16600-16699,12/18/2017,09,1,Theft,1,Commercial Parking Lot or Garage,COTTONWOOD CIRCLE,-,-
10H40,6800-6899,12/19/2017,06,1,Theft,1,Grocery Store or Supermarket,KNOLL,W,-
10H40,6500-6599,12/19/2017,16,1,Robbery,1,"Road, Street, or Sidewalk",HOLLISTER,-,ST
10H40,3100-3199,12/20/2017,10,1,Theft,1,Residence or House,AUSTIN ST,-,ST
10H40,6300-6399,12/20/2017,20,1,Theft,1,"Road, Street, or Sidewalk",AMELIA SPRINGS,-,-
10H40,4300-4399,12/20/2017,18,1,Robbery,1,Bus Station,BISSONNET,-,-
10H40,2600-2699,12/20/2017,13,1,Theft,1,Bar or Night Club,TRAVIS ST,-,ST
10H40,2600-2699,12/20/2017,16,1,Theft,1,Bar or Night Club,TRAVIS,-,-
10H40,3800-3899,12/20/2017,22,1,Theft,1,"Road, Street, or Sidewalk",DACOMA,-,ST
10H40,2600-2699,12/21/2017,08,1,Theft,1,Bar or Night Club Parking Lot,MILAM,-,-
10H40,4500-4599,12/21/2017,10,1,Theft,1,Bus Station,MAIN ST,-,ST
10H40,2100-2199,12/21/2017,16,1,Theft,1,Bar or Night Club,CHENEVERT ST,-,ST
10H40,6900-6999,12/21/2017,14,1,Robbery,1,Commercial Building,BRETON BAY,-,PASS
10H40,1700-1799,12/22/2017,02,1,Robbery,1,"Road, Street, or Sidewalk",ELGIN ST,-,ST
10H40,19100-19199,12/22/2017,09,1,Theft,1,Apartment Parking Lot,CANNON HILLS,-,LN
10H40,2400-2499,12/22/2017,10,1,Theft,1,Apartment,MILAM,-,ST
10H40,4500-4599,12/22/2017,16,1,Theft,1,Bar or Night Club Parking Lot,ALMEDA,-,RD
10H40,2400-2499,12/23/2017,19,1,Robbery,1,"Road, Street, or Sidewalk",GREEN TEE,-,DR
10H40,3600-3699,12/23/2017,15,1,Theft,1,Residence or House,CHENEVERT ST,-,ST
10H40,2100-2199,12/24/2017,18,1,Robbery,1,Restaurant or Cafeteria,MAIN ST,-,ST
