Beat,Block Range,Date,Hour,Number of Records,Offense Type,Offenses,Premise,Street Name,Suffix,Type
10H40,2500-2599,06/23/2017,18,1,Theft,1,"Road, Street, or Sidewalk",MAIN ST,-,ST
10H40,5800-5899,06/24/2017,03,1,Theft,1,"Road, Street, or Sidewalk",GULFTON ST APT 1722,-,-
10H40,4500-4599,06/24/2017,19,1,Robbery,1,Light Rail Platform,MAIN ST,-,ST
10H40,4200-4299,06/25/2017,03,1,Theft,1,"Road, Street, or Sidewalk",ANNAWOOD,-,CIR
10H40,200-299,06/26/2017,00,1,Robbery,1,"Road, Street, or Sidewalk",HOLLYVALE,-,DR
10H40,1700-1799,06/27/2017,00,1,Theft,1,"Road, Street, or Sidewalk",BREMOND ST,-,ST
10H40,4200-4299,06/27/2017,14,1,Theft,1,Department or Discount Store,MAIN,-,ST
10H40,3100-3199,06/27/2017,14,1,Theft,1,Miscellaneous Business (Non-Specific),SAN JACINTO,-,ST
10H40,3300-3399,06/28/2017,21,1,Theft,1,Bar or Night Club Parking Lot,MILAM,-,-
10H40,1800-1899,06/28/2017,23,1,Burglary,1,Residence or House,MCILHENNY,-,ST
10H40,900-999,06/29/2017,17,1,Theft,1,"Road, Street, or Sidewalk",TRUXILLO,-,-
10H40,1600-1699,06/29/2017,14,1,Theft,1,"Road, Street, or Sidewalk",DREW ST,-,ST
10H40,2100-2199,06/29/2017,10,1,Robbery,1,Other Parking Lot,FANNIN ST,-,ST
10H40,3500-3599,06/29/2017,23,1,Theft,1,"Road, Street, or Sidewalk",WOODLAWN,W,-
10H40,4500-4599,06/30/2017,01,1,Theft,1,Light Rail (Metro Rail) Vehicle,MAIN ST,-,ST
10H40,2300-2399,06/30/2017,01,1,Theft,1,"Road, Street, or Sidewalk",SAN JACINTO ST,-,ST
10H40,3000-3099,06/30/2017,01,1,Theft,1,"Road, Street, or Sidewalk",MILAM,-,-
10H40,2000-2099,06/30/2017,02,1,Theft,1,Restaurant or Cafeteria Parking Lot,MAIN ST IB,-,-
10H40,2900-2999,06/30/2017,04,1,Robbery,1,"Road, Street, or Sidewalk",NANCY BELL,-,-
10H40,2700-2799,06/30/2017,09,1,Theft,1,Apartment Parking Lot,TRAVIS,-,-
10H40,4200-4299,06/30/2017,18,1,Theft,1,Grocery Store or Supermarket Parking Lot,SAN JACINTO ST,-,ST
10H50,2400-2499,06/01/2017,23,1,Burglary,1,"Multi-Plex Home (Duplex,Triplex Etc.)",CLEBURNE ST,-,ST
10H50,2300-2399,06/01/2017,11,1,Burglary,1,"Church, Synagogue, or Temple",NAGLE,-,-
10H50,2000-2099,06/01/2017,12,1,Burglary,1,Residence or House,TUAM,-,-
10H50,3300-3399,06/01/2017,13,1,Theft,1,"Road, Street, or Sidewalk",ANITA,-,ST
10H50,1500-1599,06/03/2017,03,1,Burglary,1,Residence or House,AVENUE M,N,-
10H50,3600-3699,06/03/2017,19,1,AutoTheft,1,"Road, Street, or Sidewalk",SAINT CHARLES,-,-
10H50,2500-2599,06/03/2017,22,1,Burglary,1,Residence or House,ISABELLA,-,-
10H50,2600-2699,06/04/2017,15,1,Burglary,1,Residence or House,ALABAMA ST,-,ST
10H50,3800-3899,06/05/2017,00,1,Theft,1,Other Parking Lot,ROSALIE,-,-
10H50,3300-3399,06/05/2017,07,1,Theft,1,Driveway,HUTCHINS,-,-
10H50,2000-2099,06/05/2017,13,1,Theft,1,Restaurant or Cafeteria Parking Lot,CHARTRES ST,-,ST
10H50,3300-3399,06/07/2017,14,1,Robbery,1,"Road, Street, or Sidewalk",SCOTT ST OB,-,-
