# Offenses,Beat,Block Range,Date,Hour,Number of Records,Offense Type,Premise,Street Name,Suffix,Type
1,10H10,200-299,2/9/2017,17,1,Robbery,"Road, Street, or Sidewalk",NOLAN,-,-
1,10H10,300-399,2/9/2017,17,1,Burglary,Residence or House,LOCKWOOD,-,DR
2,10H10,2100-2199,2/11/2017,09,1,Theft,Apartment Parking Lot,RUNNELS,-,-
1,10H10,100-199,2/11/2017,11,1,Burglary,Residence or House,EASTWOOD,N,ST
1,10H10,2100-2199,2/11/2017,17,1,Theft,Apartment Parking Lot,RUNNELS,-,-
1,10H10,4800-4899,2/12/2017,16,1,Theft,Apartment,BRADY,-,ST
1,10H10,2100-2199,2/13/2017,13,1,Theft,Commercial Parking Lot or Garage,CANAL,-,ST
1,10H10,2400-2499,2/14/2017,07,1,Theft,Construction Site,CANAL,-,ST
1,10H10,4400-4499,2/14/2017,20,1,Burglary,Residence or House,BRADY,-,ST
1,10H10,300-399,2/17/2017,10,1,Auto Theft,Bar or Night Club Parking Lot,LOCKWOOD,S,DR
1,10H10,3600-3699,2/18/2017,02,1,Auto Theft,Bar or Night Club Parking Lot,HARRISBURG,-,BLVD
1,10H10,4800-4899,2/18/2017,10,1,Theft,"Parks and Recreation, Zoo, Swimming Pool",HARRISBURG,-,BLVD
1,10H10,5100-5199,2/18/2017,22,1,Theft,"Road, Street, or Sidewalk",NAVIGATION,-,-
1,10H10,4900-4999,2/19/2017,07,1,Burglary,Vehicle/Auto Sales/Lease/Auto Parts Store,NAVIGATION,-,-
1,10H10,400-499,2/19/2017,07,1,Theft,Driveway,LENOX,-,-
1,10H10,6100-6199,1/2/2017,15,1,Theft,Other Parking Lot,INDUSTRIAL,-,WAY
1,10H10,2300-2399,2/1/2017,03,1,Burglary,"Gym, Recreat, Club House, Indoor Pool, Spa",CANAL,-,ST
1,10H10,3600-3699,2/1/2017,12,1,Theft,,CANAL,-,ST
1,10H10,6100-6199,2/1/2017,21,1,Theft,"Other, Unknown, or Not Listed",INDUSTRIAL,-,WAY
1,10H10,2400-2499,2/2/2017,07,1,Auto Theft,"Road, Street, or Sidewalk",KENNEDY,-,-
1,10H10,5100-5199,2/3/2017,13,1,Theft,Strip Business Center Parking Lot,HARRISBURG,-,BLVD
1,10H10,2900-2999,2/3/2017,16,1,Theft,Residence or House,COMMERCE,-,ST
1,10H10,600-699,2/3/2017,17,1,Theft,Other Parking Lot,MILBY,N,ST
2,10H10,200-299,2/3/2017,18,1,Theft,Apartment Parking Lot,CAYLOR,-,-
1,10H10,300-399,2/3/2017,21,1,Robbery,"Road, Street, or Sidewalk",LOCKWOOD,S,DR
1,10H10,2300-2399,2/4/2017,10,1,Theft,"Road, Street, or Sidewalk",COMMERCE,-,ST
1,10H10,5800-5899,2/5/2017,09,1,Auto Theft,"Road, Street, or Sidewalk",NAVIGATION,-,-
1,10H10,2200-2299,2/5/2017,17,1,Theft,Other Parking Lot,ANN,-,ST
1,10H10,3300-3399,2/6/2017,09,1,Theft,Construction Site,HARRISBURG,-,BLVD
1,10H10,100-199,2/7/2017,14,1,Theft,Driveway,MARSDEN,-,-
1,10H10,5000-5099,2/7/2017,21,1,Theft,Service or Gas Station,HARRISBURG,-,BLVD
1,10H10,2400-2499,2/8/2017,07,1,Theft,"Road, Street, or Sidewalk",COMMERCE,-,ST
1,10H10,300-399,2/8/2017,12,1,Theft,Residence or House,N. ST. CHARLES,-,-
1,10H10,300-399,2/8/2017,17,1,Theft,Residence or House,HAGERMAN,N,ST
1,10H10,2400-2499,2/9/2017,09,1,Theft,"Road, Street, or Sidewalk",KENNEDY,-,-
1,10H10,300-399,2/9/2017,11,1,Theft,Residence or House,SAINT CHARLES,N,-
1,10H10,3100-3199,2/19/2017,12,1,Theft,Other Parking Lot,BERING,-,-
1,10H10,100-199,2/19/2017,15,1,Theft,"Road, Street, or Sidewalk",ESTELLE,-,ST
1,10H10,5300-5399,2/20/2017,14,1,Auto Theft,Apartment Parking Lot,HARRISBURG,-,BLVD
1,10H10,4600-4699,2/20/2017,19,1,Auto Theft,"Road, Street, or Sidewalk",SCHROEDER,-,-
1,10H10,4700-4799,2/21/2017,10,1,Theft,Miscellaneous Business (Non-Specific),NAVIGATION,-,-
1,10H10,2100-2199,2/22/2017,21,1,Theft,Commercial Parking Lot or Garage,RUNNELS,-,-
1,10H10,200-299,2/26/2017,02,1,Theft,Residence or House,ESTELLE,-,ST
1,10H10,5000-5099,2/26/2017,07,1,Auto Theft,Driveway,BRADY,-,ST
1,10H10,100-199,2/26/2017,11,1,Theft,Residence or House,YORK,-,ST
1,10H10,5100-5199,2/27/2017,03,1,Burglary,Vehicle/Auto Sales/Lease/Auto Parts Store,HARRISBURG,-,BLVD
1,10H10,5800-5899,2/28/2017,14,1,Theft,Light Rail (Metro Rail) Vehicle,TEXAS,-,ST
1,10H10,4400-4499,2/28/2017,20,1,Burglary,"Multi-Plex Home (Duplex,Triplex Etc.)",CANAL,-,ST
1,10H10,100-199,2/28/2017,21,1,Robbery,"Road, Street, or Sidewalk",SIDNEY,-,-
1,10H20,4800-4899,2/18/2017,13,1,Theft,Residence or House,RUSK,-,ST
1,10H20,5200-5299,2/17/2017,10,1,Auto Theft,"Road, Street, or Sidewalk",LAWNDALE,-,-
1,10H20,4000-4099,2/17/2017,13,1,Theft,Department or Discount Store,POLK,-,-
1,10H20,5300-5399,2/17/2017,07,1,Theft,Other Parking Lot,POLK,-,-
1,10H20,800-899,2/14/2017,19,1,Robbery,Garage or Carport,FASHION,-,-
1,10H20,4000-4099,2/14/2017,09,1,Theft,Grocery Store or Supermarket,POLK,-,-
1,10H20,4000-4099,2/13/2017,06,1,Theft,Driveway,RUSK,-,ST
1,10H20,4300-4399,2/16/2017,17,1,Robbery,"Road, Street, or Sidewalk",PEASE,-,ST
1,10H20,4400-4499,2/12/2017,01,1,Auto Theft,"Road, Street, or Sidewalk",MCKINNEY,-,ST
1,10H20,4000-4099,2/11/2017,11,1,Theft,Department or Discount Store,POLK,-,-
1,10H20,1700-1799,2/10/2017,11,1,Theft,Miscellaneous Business (Non-Specific),CULLEN,-,BLVD
1,10H20,4500-4599,2/7/2017,17,1,Burglary,Residence or House,WOODSIDE,-,ST
1,10H20,4200-4299,2/7/2017,09,1,Theft,Driveway,DALLAS,-,ST
1,10H20,4400-4499,2/6/2017,15,1,Theft,Residence or House,CLAY,-,-
1,10H20,900-999,2/5/2017,08,1,Robbery,"Road, Street, or Sidewalk",MILBY,-,-
1,10H20,1200-1299,2/3/2017,20,1,Theft,Park and Ride Terminal,MUNGER,-,ST
1,10H20,4000-4099,2/3/2017,17,1,Burglary,Residence or House,LAMAR,-,-
1,10H20,5200-5299,2/4/2017,08,1,Burglary,"Vacant Single Occ Resd(House,Townhs,Dplex)",LEELAND,-,-
1,10H20,1500-1599,2/4/2017,10,1,Burglary,Miscellaneous Business (Non-Specific),TELEPHONE,-,RD
1,10H20,3900-3999,2/3/2017,02,1,Theft,"Road, Street, or Sidewalk",WOODLEIGH,-,-
1,10H20,3900-3999,2/2/2017,01,1,Burglary,Commercial Building,MCKINNEY,-,ST
1,10H20,1500-1599,2/2/2017,11,1,Auto Theft,Residence or House,LAWSON,-,-
1,10H20,600-699,2/2/2017,13,1,Robbery,"Road, Street, or Sidewalk",DUMBLE,-,ST
1,10H20,800-899,2/1/2017,10,1,Theft,Commercial Parking Lot or Garage,TELEPHONE,-,RD
1,10H20,5300-5399,2/27/2017,22,1,Robbery,Convenience Store,POLK,-,-
1,10H20,4400-4499,2/22/2017,22,1,Theft,"Multi-Plex Home (Duplex,Triplex Etc.)",MCKINNEY,-,ST
1,10H20,1900-1999,2/22/2017,19,1,Burglary,"Multi-Plex Home (Duplex,Triplex Etc.)",SIDNEY,-,-
1,10H20,5200-5299,2/22/2017,06,1,Auto Theft,Driveway,CLAY,-,-
1,10H20,4000-4099,2/19/2017,14,1,Theft,Grocery Store or Supermarket,POLK,-,-
1,10H30,2200-2299,2/10/2017,10,1,Theft,"Stadium, Sports Arena, Race Track",TEXAS,-,ST
1,10H30,2400-2499,2/10/2017,02,1,Robbery,"Road, Street, or Sidewalk",WALKER,-,ST
1,10H30,2000-2099,2/9/2017,15,1,Theft,Restaurant or Cafeteria Parking Lot,JEFFERSON,-,ST
1,10H30,400-499,2/10/2017,16,1,Theft,"Other, Unknown, or Not Listed",DOWLING,-,ST
1,10H30,2400-2499,2/10/2017,21,1,Theft,"Road, Street, or Sidewalk",DALLAS,-,ST
1,10H30,3500-3599,2/11/2017,11,1,Burglary,Residence or House,DENVER,-,ST
1,10H30,2400-2499,2/11/2017,17,1,Theft,"Road, Street, or Sidewalk",DALLAS,-,ST
1,10H30,3500-3599,2/12/2017,19,1,Robbery,Convenience Store,GULF,-,FWY
1,10H30,2300-2399,2/12/2017,02,1,Robbery,Other Parking Lot,MCKINNEY,-,ST
1,10H30,2200-2299,2/16/2017,16,1,Theft,Other Parking Lot,TEXAS,-,ST
1,10H30,3600-3699,2/16/2017,11,1,Robbery,"Road, Street, or Sidewalk",COYLE,-,ST
1,10H30,400-499,2/15/2017,14,1,Theft,Miscellaneous Business (Non-Specific),DOWLING,-,ST
1,10H30,900-999,2/13/2017,10,1,Robbery,Restaurant or Cafeteria,SAINT EMANUEL,-,ST
1,10H30,2100-2199,2/13/2017,15,1,Burglary,Vacant Building (Commercial),DALLAS,-,ST
1,10H30,3500-3599,2/14/2017,13,1,Theft,Convenience Store Parking Lot,GULF,-,FWY
1,10H30,2100-2199,2/18/2017,18,1,Theft,Bar or Night Club,RUSK,-,ST
1,10H30,300-399,2/1/2017,05,1,Theft,Commercial Parking Lot or Garage,BASTROP,-,ST
1,10H30,2900-2999,2/1/2017,11,1,Theft,Apartment Parking Lot,DALLAS,-,ST
1,10H30,2200-2299,2/2/2017,16,1,Theft,"Road, Street, or Sidewalk",POLK,-,-
1,10H30,900-999,2/2/2017,11,1,Auto Theft,"Road, Street, or Sidewalk",MCKINNEY PARK,-,LN
1,10H30,2400-2499,2/2/2017,10,1,Theft,Commercial Parking Lot or Garage,MCKINNEY,-,ST
1,10H30,2200-2299,2/2/2017,04,1,Robbery,"Road, Street, or Sidewalk",POLK,-,-
1,10H30,1600-1699,2/2/2017,18,1,Theft,"Road, Street, or Sidewalk",LIVE OAK,-,-
1,10H30,800-899,2/2/2017,18,1,Theft,Bar or Night Club,SAINT EMANUEL,-,ST
1,10H30,2100-2199,2/3/2017,10,1,Theft,Other Parking Lot,LAMAR,-,-
1,10H30,300-399,2/3/2017,10,1,Theft,"Road, Street, or Sidewalk",SAINT EMANUEL,-,ST
1,10H30,900-999,2/4/2017,00,1,Theft,"Road, Street, or Sidewalk",SAINT CHARLES,-,-
1,10H30,2500-2599,2/3/2017,17,1,Burglary,Miscellaneous Business (Non-Specific),POLK,-,-
1,10H30,2300-2399,2/4/2017,11,1,Theft,"Road, Street, or Sidewalk",DALLAS,-,ST
1,10H30,2400-2499,2/4/2017,14,1,Theft,Other Parking Lot,CAPITOL,-,ST
1,10H30,2300-2399,2/4/2017,22,1,Theft,"Road, Street, or Sidewalk",DALLAS,-,ST
1,10H30,1000-1099,2/5/2017,08,1,Theft,Residence or House,ROBERTS,-,ST
1,10H30,1000-1099,2/5/2017,22,1,Theft,"Road, Street, or Sidewalk",DOWLING,-,ST
1,10H30,2700-2799,2/5/2017,23,1,Theft,"Road, Street, or Sidewalk",LEELAND,-,-
1,10H30,1600-1699,2/6/2017,11,1,Theft,"Road, Street, or Sidewalk",DELANO,-,-
1,10H30,3200-3299,2/6/2017,00,1,Theft,"Road, Street, or Sidewalk",LAMAR,-,-
1,10H30,1600-1699,2/7/2017,08,1,Theft,Freeway Service Road,NAGLE,-,-
1,10H30,2200-2299,2/7/2017,22,1,Theft,Commercial Parking Lot or Garage,MCKINNEY,-,ST
1,10H30,2200-2299,2/7/2017,22,1,Theft,"Road, Street, or Sidewalk",MCKINNEY,-,ST
1,10H30,400-499,2/9/2017,11,1,Theft,Social Services or Public Charities,DOWLING,-,ST
1,10H30,400-499,2/19/2017,21,1,Theft,Grocery Store or Supermarket Parking Lot,DOWLING,-,ST
1,10H30,1900-1999,2/23/2017,09,1,Auto Theft,Service or Gas Station,SCOTT,-,ST
1,10H30,1500-1599,2/26/2017,00,1,Theft,Bar or Night Club,ST EMANUEL,-,ST
1,10H30,3700-3799,2/26/2017,11,1,Burglary,Miscellaneous Business (Non-Specific),POLK,-,-
1,10H30,1500-1599,2/27/2017,00,1,Burglary,Condominium,PALMER,-,ST
1,10H30,1200-1299,2/26/2017,22,1,Theft,"Road, Street, or Sidewalk",SAINT EMANUEL,-,ST
1,10H30,1000-1099,2/23/2017,18,1,Burglary,"Multi-Plex Home (Duplex,Triplex Etc.)",SAMPSON,-,-
1,10H30,400-499,2/23/2017,22,1,Robbery,"Road, Street, or Sidewalk",DOWLING,-,ST
1,10H30,400-499,2/24/2017,22,1,Theft,"Other, Unknown, or Not Listed",DOWLING,-,ST
1,10H30,2200-2299,2/25/2017,13,1,Theft,"Road, Street, or Sidewalk",BELL,-,ST
1,10H30,2300-2399,2/25/2017,16,1,Theft,"Road, Street, or Sidewalk",BELL,-,ST
1,10H30,2800-2899,2/28/2017,22,1,Theft,Residence or House,CLAY,-,-
1,10H40,1500-1599,2/18/2017,14,1,Theft,Residence or House,HADLEY,-,ST
1,10H40,2100-2199,2/18/2017,16,1,Theft,"Road, Street, or Sidewalk",MAIN,-,ST
1,10H40,2400-2499,2/18/2017,09,1,Burglary,Residence or House,MILAM,-,-
1,10H40,2200-2299,2/18/2017,12,1,Theft,"Road, Street, or Sidewalk",AUSTIN,-,ST
1,10H40,1500-1599,2/18/2017,08,1,Theft,"Other, Unknown, or Not Listed",HADLEY,-,ST
1,10H40,1800-1899,2/17/2017,17,1,Theft,Residence or House,ANITA,-,ST
1,10H40,4500-4599,2/17/2017,23,1,Burglary,Apartment Rental Office,TRAVIS,-,-
1,10H40,700-799,2/17/2017,02,1,Theft,"Road, Street, or Sidewalk",TUAM,-,-
1,10H40,2100-2199,2/17/2017,11,1,Auto Theft,Commercial Parking Lot or Garage,MILAM,-,-
1,10H40,2500-2599,2/19/2017,09,1,Auto Theft,"Hotel, Motel, Inn, Etc.",HAMILTON,-,ST
1,10H40,2000-2099,2/19/2017,10,1,Robbery,Restaurant or Cafeteria Parking Lot,MAIN,-,ST
1,10H40,1000-1099,2/14/2017,09,1,Robbery,Drug Store or Medical Supply,ELGIN,-,ST
1,10H40,2900-2999,2/14/2017,21,1,Robbery,Driveway,AUSTIN,-,ST
1,10H40,3700-3799,2/13/2017,20,1,Theft,Restaurant or Cafeteria Parking Lot,TRAVIS,-,-
1,10H40,2400-2499,2/13/2017,11,1,Auto Theft,Apartment Parking Lot,FANNIN,-,ST
1,10H40,4400-4499,2/15/2017,07,1,Robbery,"Road, Street, or Sidewalk",SAN JACINTO,-,ST
1,10H40,700-799,2/15/2017,22,1,Theft,"Road, Street, or Sidewalk",ROSALIE,-,-
1,10H40,2200-2299,2/15/2017,23,1,Theft,Grocery Store or Supermarket,LOUISIANA,-,ST
1,10H40,3000-3099,2/16/2017,14,1,Theft,"Physician, Doctor, Dentist's Office",FANNIN,-,ST
1,10H40,1500-1599,2/16/2017,07,1,Theft,Commercial Parking Lot or Garage,GRAY,-,ST
1,10H40,2700-2799,2/16/2017,19,1,Theft,Commercial Parking Lot or Garage,MILAM,-,-
1,10H40,2700-2799,2/16/2017,19,1,Theft,Other Parking Lot,MILAM,-,-
1,10H40,3800-3899,2/12/2017,19,1,Theft,Apartment Parking Lot,MAIN,-,ST
1,10H40,2800-2899,2/13/2017,02,1,Auto Theft,"Road, Street, or Sidewalk",CHENEVERT,-,-
1,10H40,1100-1199,2/12/2017,00,1,Theft,"Road, Street, or Sidewalk",MCGOWEN,-,ST
1,10H40,2300-2399,2/11/2017,11,1,Auto Theft,Other Parking Lot,MAIN,-,ST
1,10H40,3400-3499,2/11/2017,03,1,Theft,Restaurant or Cafeteria Parking Lot,MILAM,-,-
1,10H40,4100-4199,2/11/2017,06,1,Theft,Commercial Parking Lot or Garage,FANNIN,-,ST
1,10H40,3700-3799,2/11/2017,08,1,Theft,"Road, Street, or Sidewalk",JACKSON,-,ST
1,10H40,3400-3499,2/10/2017,19,1,Robbery,"Road, Street, or Sidewalk",FANNIN,-,ST
1,10H40,2700-2799,2/10/2017,13,1,Theft,"Road, Street, or Sidewalk",TRAVIS,-,-
1,10H40,4500-4599,2/10/2017,15,1,Burglary,Apartment,TRAVIS,-,-
1,10H40,2300-2399,2/9/2017,14,1,Theft,"Road, Street, or Sidewalk",SAN JACINTO,-,ST
1,10H40,2900-2999,2/10/2017,01,1,Theft,"Road, Street, or Sidewalk",TRAVIS,-,-
1,10H40,2400-2499,2/9/2017,07,1,Auto Theft,Driveway,MAIN,-,ST
1,10H40,1500-1599,2/7/2017,22,1,Theft,Other Parking Lot,ALABAMA,-,ST
1,10H40,3400-3499,2/8/2017,00,1,Theft,"Road, Street, or Sidewalk",MILAM,-,-
1,10H40,4500-4599,2/8/2017,02,1,Robbery,Bus Stop,MAIN,-,ST
1,10H40,2600-2699,2/8/2017,08,1,Theft,"Road, Street, or Sidewalk",LOUISIANA,-,ST
1,10H40,3300-3399,2/8/2017,10,1,Theft,"Road, Street, or Sidewalk",MILAM,-,-
1,10H40,1400-1499,2/7/2017,10,1,Theft,"Road, Street, or Sidewalk",MCILHENNY,-,ST
1,10H40,2300-2399,2/6/2017,22,1,Theft,Bar or Night Club,MAIN,-,-
1,10H40,1500-1599,2/7/2017,14,1,Burglary,Garage or Carport,DREW,-,ST
1,10H40,1800-1899,2/7/2017,11,1,Theft,"Road, Street, or Sidewalk",STUART,-,-
1,10H40,2300-2399,2/6/2017,05,1,Auto Theft,Commercial Parking Lot or Garage,MAIN,-,ST
1,10H40,1400-1499,2/6/2017,07,1,Theft,"Road, Street, or Sidewalk",MCILHENNY,-,ST
1,10H40,1200-1299,2/5/2017,19,1,Robbery,"Road, Street, or Sidewalk",WEBSTER,-,ST
1,10H40,2200-2299,2/5/2017,18,1,Theft,"Other, Unknown, or Not Listed",FANNIN,-,ST
1,10H40,3000-3099,2/5/2017,19,1,Theft,"Road, Street, or Sidewalk",MAIN,-,ST
1,10H40,400-499,2/5/2017,13,1,Theft,Light Rail (Metro Rail) Vehicle,RICHMOND,-,AVE
1,10H40,2500-2599,2/5/2017,06,1,Theft,"Road, Street, or Sidewalk",TRAVIS,-,-
1,10H40,2100-2199,2/4/2017,23,1,Robbery,"Road, Street, or Sidewalk",FANNIN,-,ST
1,10H40,2200-2299,2/4/2017,17,1,Theft,Grocery Store or Supermarket,LOUISIANA,-,ST
1,10H40,2200-2299,2/4/2017,16,1,Theft,Grocery Store or Supermarket,LOUISIANA,-,ST
1,10H40,2600-2699,2/4/2017,10,1,Theft,Bar or Night Club,TRAVIS,-,-
1,10H40,2900-2999,2/3/2017,15,1,Theft,"Road, Street, or Sidewalk",LOUISIANA,-,ST
1,10H40,2900-2999,2/3/2017,20,1,Theft,Bar or Night Club Parking Lot,TRAVIS,-,-
1,10H40,2600-2699,2/4/2017,09,1,Theft,Bar or Night Club,TRAVIS,-,-
1,10H40,1600-1699,2/3/2017,10,1,Theft,Rehabilitation Center,MCGOWEN,-,ST
1,10H40,3100-3199,2/3/2017,10,1,Theft,Bar or Night Club,FANNIN,-,ST
1,10H40,2100-2199,2/3/2017,08,1,Robbery,Bus Stop,FANNIN,-,ST
1,10H40,2300-2399,2/3/2017,08,1,Theft,Bar or Night Club Parking Lot,MAIN,-,ST
1,10H40,3800-3899,2/3/2017,09,1,Theft,Apartment Parking Lot,MAIN,-,ST
1,10H40,1800-1899,2/2/2017,07,1,Theft,"Road, Street, or Sidewalk",WINBERN,-,-
1,10H40,800-899,2/2/2017,00,1,Theft,"Road, Street, or Sidewalk",STUART,-,-
1,10H40,2200-2299,2/1/2017,23,1,Theft,"Road, Street, or Sidewalk",MAIN,-,ST
1,10H40,3400-3499,2/1/2017,23,1,Theft,Restaurant or Cafeteria Parking Lot,MILAM,-,-
1,10H40,4200-4299,2/1/2017,09,1,Theft,Miscellaneous Business (Non-Specific),CAROLINE,-,ST
1,10H40,1500-1599,2/1/2017,02,1,Theft,"Road, Street, or Sidewalk",FRANCIS,-,ST
1,10H40,1100-1199,1/1/2017,00,1,Robbery,"Road, Street, or Sidewalk",MCILHENNY,-,ST
1,10H40,2100-2199,1/25/2017,16,1,Theft,Bus Station,MAIN,-,ST
1,10H40,1300-1399,1/30/2017,14,1,Theft,University or College,HOLMAN,-,-
1,10H40,1700-1799,2/28/2017,21,1,Robbery,"Parks and Recreation, Zoo, Swimming Pool",ELGIN,-,ST
1,10H40,1100-1199,2/28/2017,21,1,Theft,"Road, Street, or Sidewalk",WINBERN,-,-
1,10H40,3700-3799,2/28/2017,20,1,Theft,Bar or Night Club Parking Lot,TRAVIS,-,-
1,10H40,1200-1299,12/30/2016,02,1,Theft,"Road, Street, or Sidewalk",TRUXILLO,-,-
1,10H40,1600-1699,2/25/2017,08,1,Auto Theft,Residence or House,HOLMAN,-,-
1,10H40,1500-1599,2/25/2017,09,1,Theft,Commercial Parking Lot or Garage,TRUXILLO,-,-
1,10H40,3700-3799,2/25/2017,00,1,Theft,"Road, Street, or Sidewalk",JACKSON,-,ST
1,10H40,3600-3699,2/24/2017,21,1,Theft,"Road, Street, or Sidewalk",TRAVIS,-,-
1,10H40,1000-1099,2/24/2017,04,1,Robbery,"Road, Street, or Sidewalk",WEBSTER,-,ST
1,10H40,2900-2999,2/23/2017,20,1,Theft,Restaurant or Cafeteria Parking Lot,MILAM,-,-
1,10H40,2100-2199,2/24/2017,13,1,Theft,Bus Station,MAIN,-,ST
1,10H40,1800-1899,2/26/2017,13,1,Theft,Residence or House,DREW,-,ST
1,10H40,2600-2699,2/26/2017,09,1,Auto Theft,"Road, Street, or Sidewalk",CAROLINE,-,ST
1,10H40,3200-3299,2/26/2017,09,1,Theft,"Gym, Recreat, Club House, Indoor Pool, Spa",LOUISIANA,-,ST
1,10H40,1500-1599,2/26/2017,14,1,Theft,"Road, Street, or Sidewalk",ISABELLA,-,-
1,10H40,2100-2199,2/26/2017,19,1,Theft,,LOUISIANA,-,ST
1,10H40,3600-3699,2/25/2017,21,1,Theft,"Road, Street, or Sidewalk",MILAM,-,-
1,10H40,700-799,2/25/2017,21,1,Theft,"Road, Street, or Sidewalk",BERRY,-,ST
1,10H40,2100-2199,2/26/2017,01,1,Theft,Service or Gas Station,FANNIN,-,ST
1,10H40,900-999,2/26/2017,05,1,Robbery,"Road, Street, or Sidewalk",WEBSTER,-,ST
1,10H40,4200-4299,2/23/2017,12,1,Theft,Grocery Store or Supermarket Parking Lot,SAN JACINTO,-,ST
1,10H40,1000-1099,2/22/2017,12,1,Theft,"Road, Street, or Sidewalk",GRAY,-,ST
1,10H40,2600-2699,2/22/2017,12,1,Theft,Rehabilitation Center,CAROLINE,-,ST
1,10H40,3200-3299,2/21/2017,23,1,Theft,"Gym, Recreat, Club House, Indoor Pool, Spa",LOUISIANA,-,ST
1,10H40,3800-3899,2/19/2017,20,1,Robbery,Service or Gas Station,SAN JACINTO,-,ST
1,10H40,800-899,2/20/2017,09,1,Theft,"Road, Street, or Sidewalk",WINBERN,-,-
1,10H40,2200-2299,2/21/2017,11,1,Theft,Grocery Store or Supermarket,LOUISIANA,-,ST
1,10H40,1000-1099,2/20/2017,15,1,Theft,Drug Store or Medical Supply,ELGIN,-,ST
1,10H50,2000-2099,2/10/2017,09,1,Theft,Other Parking Lot,GRAY,-,ST
1,10H50,3300-3399,2/9/2017,19,1,Theft,Miscellaneous Business (Non-Specific),MCGOWEN,-,ST
1,10H50,3400-3499,2/9/2017,17,1,Theft,"Church, Synagogue, or Temple",HADLEY,-,ST
1,10H50,2100-2199,2/10/2017,17,1,Burglary,Residence or House,HOLMAN,-,-
1,10H50,3300-3399,2/11/2017,09,1,Robbery,"Road, Street, or Sidewalk",WINBERN,-,-
1,10H50,3500-3599,2/10/2017,22,1,Robbery,"Road, Street, or Sidewalk",SCOTT,-,ST
1,10H50,3900-3999,2/11/2017,01,1,Theft,"Road, Street, or Sidewalk",DOWLING,-,ST
1,10H50,3400-3499,2/13/2017,02,1,Robbery,"Road, Street, or Sidewalk",ANITA,-,ST
1,10H50,3200-3299,2/16/2017,16,1,Theft,Convenience Store,BURKETT,-,ST
1,10H50,2900-2999,2/16/2017,17,1,Robbery,"Road, Street, or Sidewalk",TRUXILLO,-,-
1,10H50,3500-3599,2/16/2017,14,1,Theft,Residence or House,SAINT CHARLES,-,-
1,10H50,3400-3499,2/16/2017,11,1,Theft,"Road, Street, or Sidewalk",MCILHENNY,-,ST
1,10H50,3200-3299,2/15/2017,22,1,Auto Theft,Convenience Store Parking Lot,TRUXILLO,-,-
1,10H50,2300-2399,2/15/2017,20,1,Theft,Residence or House,ALABAMA,-,ST
1,10H50,2600-2699,2/15/2017,09,1,Auto Theft,"Road, Street, or Sidewalk",TRUXILLO,-,-
1,10H50,3400-3499,2/13/2017,16,1,Theft,"Road, Street, or Sidewalk",SCOTT,-,ST
1,10H50,3800-3899,2/14/2017,23,1,Robbery,"Road, Street, or Sidewalk",DELANO,-,-
1,10H50,3700-3799,2/14/2017,11,1,Theft,"Road, Street, or Sidewalk",PALMER,-,-
1,10H50,3300-3399,2/18/2017,22,1,Theft,Apartment,ALABAMA,-,ST
1,10H50,2000-2099,2/19/2017,04,1,Theft,Construction Site,MCGOWEN,-,ST
1,10H50,2600-2699,2/17/2017,18,1,Robbery,Convenience Store,ALABAMA,-,ST
1,10H50,2700-2799,2/18/2017,07,1,Auto Theft,"Road, Street, or Sidewalk",SCOTT,-,ST
1,10H50,3600-3699,2/18/2017,17,1,Robbery,Residence or House,MCGOWEN,-,ST
1,10H50,2500-2599,1/28/2017,17,1,Auto Theft,"Road, Street, or Sidewalk",SAMPSON,-,-
1,10H50,4800-4899,1/23/2017,13,1,Theft,University or College,CALHOUN,-,RD
1,10H50,2700-2799,1/24/2017,14,1,Burglary,Residence or House,ROSALIE,-,-
1,10H50,2500-2599,2/2/2017,07,1,Theft,Apartment,WEBSTER,-,ST
1,10H50,2900-2999,2/2/2017,11,1,Robbery,"Road, Street, or Sidewalk",NAPOLEON,-,-
1,10H50,2200-2299,2/3/2017,09,1,Auto Theft,"Road, Street, or Sidewalk",SAINT CHARLES,-,-
1,10H50,3800-3899,2/3/2017,09,1,Robbery,Residence or House,TUAM,-,-
1,10H50,1800-1899,2/3/2017,11,1,Theft,Bar or Night Club Parking Lot,ST CHARLES,-,-
1,10H50,3100-3199,2/2/2017,18,1,Theft,"Road, Street, or Sidewalk",WEBSTER,-,ST
1,10H50,3000-3099,2/2/2017,19,1,Robbery,"Road, Street, or Sidewalk",SCOTT,-,ST
1,10H50,3700-3799,2/4/2017,12,1,Robbery,"Road, Street, or Sidewalk",SAINT CHARLES,-,-
1,10H50,2300-2399,2/4/2017,17,1,Burglary,Residence or House,BURKETT,-,ST
1,10H50,2300-2399,2/5/2017,22,1,Theft,Bar or Night Club,PIERCE,-,ST
1,10H50,2200-2299,2/6/2017,08,1,Theft,Residence or House,ALABAMA,-,ST
1,10H50,3000-3099,2/7/2017,17,1,Robbery,"Road, Street, or Sidewalk",DOWLING,-,ST
1,10H50,3000-3099,2/7/2017,09,1,Theft,Residence or House,BREMOND,-,ST
1,10H50,3000-3099,2/8/2017,15,1,Robbery,"Road, Street, or Sidewalk",SCOTT,-,ST
1,10H50,2100-2199,2/9/2017,11,1,Theft,Apartment,BERRY,-,ST
1,10H50,3500-3599,2/9/2017,11,1,Theft,"Road, Street, or Sidewalk",TIERWESTER,-,-
