Day Of Week,District,Hour,Incident Number,Lat,Location,Long,Month,Number of Records,Occurred On Date,Offense Code,Offense Code Group,Offense Description,Reporting Area,Shooting,Street,Ucr Part,Year
Tuesday,C6,12,I172056021,,"(0.00000000, 0.00000000)",,7,1,7/11/2017 12:08:00 PM,301,Robbery,ROBBERY - STREET,171,,,Part One,2017
Tuesday,C6,21,I172058357,42.33240992,"(42.33240992, -71.04698102)",-71.04698102,7,1,7/11/2017 9:28:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,219,,THOMAS PARK,Part One,2017
Tuesday,C6,23,I172060649,,"(0.00000000, 0.00000000)",,7,1,7/25/2017 11:30:00 PM,301,Robbery,ROBBERY - STREET,,,FIRST ST,Part One,2017
Tuesday,D14,19,I172056414,42.35329808,"(42.35329808, -71.13504948)",-71.13504948,7,1,7/11/2017 7:30:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,795,,BRIGHTON AVE,Part One,2017
Tuesday,D14,20,I172056150,42.35329808,"(42.35329808, -71.13504948)",-71.13504948,7,1,7/11/2017 8:18:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,795,,BRIGHTON AVE,Part One,2017
Tuesday,D14,23,I172058546,42.35085371,"(42.35085371, -71.13125747)",-71.13125747,7,1,7/18/2017 11:30:00 PM,301,Robbery,ROBBERY - STREET,796,,HARVARD AVE,Part One,2017
Tuesday,D4,4,I172060222,42.34051771,"(42.34051771, -71.07806475)",-71.07806475,7,1,7/25/2017 4:43:00 AM,301,Robbery,ROBBERY - STREET,156,,TREMONT ST,Part One,2017
Tuesday,D4,7,I172060235,,"(0.00000000, 0.00000000)",,7,1,7/25/2017 7:00:00 AM,301,Robbery,ROBBERY - STREET,,,ALBANY ST,Part One,2017
Tuesday,D4,8,I172055939,42.34621459,"(42.34621459, -71.08721196)",-71.08721196,7,1,7/11/2017 8:28:00 AM,301,Robbery,ROBBERY - STREET,620,,MASSACHUSETTS AVE,Part One,2017
Tuesday,D4,9,I172055953,42.33930507,"(42.33930507, -71.07505959)",-71.07505959,7,1,7/11/2017 9:53:00 AM,301,Robbery,ROBBERY - STREET,168,,SHAWMUT AVE,Part One,2017
Tuesday,D4,10,I172053858,42.34771287,"(42.34771287, -71.07374933)",-71.07374933,7,1,7/4/2017 10:00:00 AM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,130,,CLARENDON ST,Part One,2017
Tuesday,D4,11,I172053829,42.34693807,"(42.34693807, -71.09266111)",-71.09266111,7,1,7/4/2017 11:37:00 AM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,624,,BOYLSTON ST,Part One,2017
Tuesday,D4,15,I172058226,42.33676619,"(42.33676619, -71.08205122)",-71.08205122,7,1,7/18/2017 3:23:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,903,,LATTIMORE CT,Part One,2017
Tuesday,D4,18,I172060414,42.33989976,"(42.33989976, -71.07930014)",-71.07930014,7,1,7/25/2017 6:00:00 PM,724,Auto Theft,AUTO THEFT,952,,TREMONT ST,Part One,2017
Tuesday,D4,20,I172060658,42.35009599,"(42.35009599, -71.07732110)",-71.0773211,7,1,7/25/2017 8:45:00 PM,301,Robbery,ROBBERY - STREET,134,,BOYLSTON ST,Part One,2017
Tuesday,E13,10,I172054124,42.30600899,"(42.30600899, -71.11322101)",-71.11322101,7,1,7/4/2017 10:00:00 AM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,648,,MCBRIDE ST,Part One,2017
Tuesday,E13,13,I172058263,42.32483301,"(42.32483301, -71.10164757)",-71.10164757,7,1,7/18/2017 1:00:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,916,,BICKFORD ST,Part One,2017
Tuesday,E18,2,I172058146,42.25843909,"(42.25843909, -71.12348834)",-71.12348834,7,1,7/18/2017 2:30:00 AM,541,Commercial Burglary,BURGLARY - COMMERICAL - ATTEMPT,520,,HYDE PARK AVE,Part One,2017
Tuesday,E18,21,I172058358,42.26283035,"(42.26283035, -71.10809203)",-71.10809203,7,1,7/18/2017 9:52:00 PM,311,Robbery,ROBBERY - COMMERCIAL,488,,RIVER ST,Part One,2017
Tuesday,E5,1,I172058052,42.26144119,"(42.26144119, -71.15709739)",-71.15709739,7,1,7/18/2017 1:11:00 AM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,713,,GROVE ST,Part One,2017
Tuesday,E5,19,I172060480,42.27159406,"(42.27159406, -71.16162348)",-71.16162348,7,1,7/25/2017 7:41:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,717,,CENTRE ST,Part One,2017
Tuesday,E5,22,I172054068,42.28386565,"(42.28386565, -71.13470784)",-71.13470784,7,1,7/4/2017 10:00:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,679,,ROSLINDALE AVE,Part One,2017
Tuesday,,0,I182003209,-1,"(-1.00000000, -1.00000000)",-1,8,1,8/1/2017 12:00:00 AM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,,,O'BRIEN,Part One,2017
Tuesday,A1,0,I172065059,42.35043297,"(42.35043297, -71.05873158)",-71.05873158,8,1,8/8/2017 12:00:00 AM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,116,,LINCOLN ST,Part One,2017
Tuesday,A1,0,I172062450,42.35909289,"(42.35909289, -71.05327197)",-71.05327197,8,1,8/1/2017 12:54:00 AM,301,Robbery,ROBBERY - STREET,101,,MCKINLEY SQ,Part One,2017
Tuesday,A1,10,I172069489,42.36488735,"(42.36488735, -71.05396494)",-71.05396494,8,1,8/1/2017 10:00:00 AM,724,Auto Theft,AUTO THEFT,84,,N BENNET PL,Part One,2017
Tuesday,A1,10,I172067377,42.35521429,"(42.35521429, -71.06206351)",-71.06206351,8,1,8/15/2017 10:00:00 AM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,111,,TEMPLE PL,Part One,2017
Tuesday,A1,19,I172062731,,"(0.00000000, 0.00000000)",,8,1,8/1/2017 7:00:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,,,COMMERCIAL ST,Part One,2017
Tuesday,A1,22,I172067318,42.33014012,"(42.33014012, -71.05695787)",-71.05695787,8,1,8/15/2017 10:50:00 PM,301,Robbery,ROBBERY - STREET,165,,DORCHESTER AVE,Part One,2017
Tuesday,A15,2,I172069447,42.3783084,"(42.37830840, -71.06709787)",-71.06709787,8,1,8/22/2017 2:22:00 AM,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,54,,FRANKLIN ST,Part One,2017
Tuesday,A7,17,I172064957,42.3850465,"(42.38504650, -71.01374142)",-71.01374142,8,1,8/8/2017 5:00:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,12,,SARATOGA ST,Part One,2017
Tuesday,B2,2,I172067006,42.33152148,"(42.33152148, -71.07085307)",-71.07085307,8,1,8/15/2017 2:34:00 AM,301,Robbery,ROBBERY - STREET,178,,MASSACHUSETTS AVE,Part One,2017
Tuesday,B2,3,I172069264,42.33094752,"(42.33094752, -71.08285104)",-71.08285104,8,1,8/22/2017 3:15:00 AM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,287,,WASHINGTON ST,Part One,2017
Tuesday,B2,4,I172062449,42.30673444,"(42.30673444, -71.07712722)",-71.07712722,8,1,8/1/2017 4:58:00 AM,724,Auto Theft,AUTO THEFT,329,,COLUMBIA RD,Part One,2017
Tuesday,B2,10,I172067064,42.32980758,"(42.32980758, -71.09259161)",-71.09259161,8,1,8/15/2017 10:01:00 AM,724,Auto Theft,AUTO THEFT,291,,CENTRE ST,Part One,2017
Tuesday,B2,11,I172069640,42.32642853,"(42.32642853, -71.08628759)",-71.08628759,8,1,8/22/2017 11:24:00 AM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,294,,ALPINE ST,Part One,2017
Tuesday,B2,14,I172064812,42.32132788,"(42.32132788, -71.08105509)",-71.08105509,8,1,8/1/2017 2:00:00 PM,724,Auto Theft,AUTO THEFT,265,,WAVERLY ST,Part One,2017
Tuesday,B2,14,I172062590,42.32925905,"(42.32925905, -71.08482402)",-71.08482402,8,1,8/1/2017 2:15:00 PM,301,Robbery,ROBBERY - STREET,280,,WASHINGTON ST,Part One,2017
Tuesday,B2,15,I172062641,42.32180106,"(42.32180106, -71.07532525)",-71.07532525,8,1,8/1/2017 3:11:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,262,,WOODVILLE PARK,Part One,2017
Tuesday,B2,15,I172071536,42.3320438,"(42.33204380, -71.10101376)",-71.10101376,8,1,8/29/2017 3:52:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,587,,PONTIAC ST,Part One,2017
Tuesday,B2,20,I172065018,42.30952511,"(42.30952511, -71.08261838)",-71.08261838,8,1,8/8/2017 8:03:00 PM,301,Robbery,ROBBERY - STREET,321,,BLUE HILL AVE,Part One,2017
Tuesday,B2,21,I172071641,42.32734041,"(42.32734041, -71.07945869)",-71.07945869,8,1,8/29/2017 9:40:00 PM,381,Robbery,ROBBERY - CAR JACKING,267,,MOUNT PLEASANT AVE,Part One,2017
Tuesday,B2,23,I172072533,42.3320438,"(42.33204380, -71.10101376)",-71.10101376,8,1,8/29/2017 11:00:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,587,,PONTIAC ST,Part One,2017
Tuesday,B3,0,I172069288,42.2900588,"(42.29005880, -71.08271513)",-71.08271513,8,1,8/22/2017 12:00:00 AM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,439,,AMES ST,Part One,2017
Tuesday,B3,1,I172064747,42.2957638,"(42.29576380, -71.08756002)",-71.08756002,8,1,8/8/2017 1:58:00 AM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,444,,BLUE HILL AVE,Part One,2017
Tuesday,B3,5,I172066840,42.29581572,"(42.29581572, -71.08488254)",-71.08488254,8,1,8/8/2017 5:00:00 AM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,444,,HARVARD ST,Part One,2017
Tuesday,B3,8,I172071129,42.29490954,"(42.29490954, -71.09019249)",-71.09019249,8,1,8/22/2017 8:00:00 AM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,463,,FRANKLIN HILL AVE,Part One,2017
Tuesday,B3,9,I172071416,42.28339069,"(42.28339069, -71.07388628)",-71.07388628,8,1,8/29/2017 9:06:00 AM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,417,,ROCKWELL ST,Part One,2017
Tuesday,B3,11,I172062525,42.28529234,"(42.28529234, -71.09121672)",-71.09121672,8,1,8/1/2017 11:36:00 AM,301,Robbery,ROBBERY - STREET,465,,BLUE HILL AVE,Part One,2017
Tuesday,B3,12,I172071463,42.28282878,"(42.28282878, -71.09182490)",-71.0918249,8,1,8/29/2017 12:00:00 PM,301,Robbery,ROBBERY - STREET,428,,BLUE HILL AVE,Part One,2017
Tuesday,B3,16,I172062909,42.28208198,"(42.28208198, -71.07364875)",-71.07364875,8,1,8/1/2017 4:45:00 PM,724,Auto Theft,AUTO THEFT,417,,MORA ST,Part One,2017
Tuesday,B3,17,I172071577,42.29686162,"(42.29686162, -71.08584183)",-71.08584183,8,1,8/29/2017 5:57:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,444,,ABBOT ST,Part One,2017
Tuesday,B3,18,I172062680,42.27683754,"(42.27683754, -71.09526440)",-71.0952644,8,1,8/1/2017 6:01:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,469,,HIAWATHA RD,Part One,2017
Tuesday,B3,19,I172071614,42.30154555,"(42.30154555, -71.08118184)",-71.08118184,8,1,8/29/2017 7:18:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,456,,ELLINGTON ST,Part One,2017
Tuesday,B3,23,I172065276,42.29923318,"(42.29923318, -71.07414711)",-71.07414711,8,1,8/8/2017 11:00:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,453,,HARVARD ST,Part One,2017
Tuesday,C11,0,I172071370,42.29666202,"(42.29666202, -71.06121836)",-71.06121836,8,1,8/29/2017 12:01:00 AM,301,Robbery,ROBBERY - STREET,355,,DORCHESTER AVE,Part One,2017
Tuesday,C11,2,I172067003,42.27273548,"(42.27273548, -71.06792411)",-71.06792411,8,1,8/15/2017 2:00:00 AM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,388,,DORCHESTER AVE,Part One,2017
Tuesday,C11,9,I172062488,42.30470597,"(42.30470597, -71.07091547)",-71.07091547,8,1,8/1/2017 9:49:00 AM,724,Auto Theft,AUTO THEFT,336,,BLAKEVILLE ST,Part One,2017
Tuesday,C11,17,I172063600,42.28991819,"(42.28991819, -71.05925803)",-71.05925803,8,1,8/1/2017 5:45:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,366,,FLORIDA ST,Part One,2017
Tuesday,C11,22,I172071642,42.30031836,"(42.30031836, -71.06622354)",-71.06622354,8,1,8/29/2017 10:12:00 PM,301,Robbery,ROBBERY - STREET,357,,DAKOTA ST,Part One,2017
Tuesday,C11,22,I172069548,42.29362898,"(42.29362898, -71.06209481)",-71.06209481,8,1,8/22/2017 10:54:00 PM,301,Robbery,ROBBERY - STREET,363,,CENTRE ST,Part One,2017
Tuesday,C11,22,I172065036,42.29037676,"(42.29037676, -71.06139736)",-71.06139736,8,1,8/8/2017 10:41:00 PM,301,Robbery,ROBBERY - STREET,365,,LONSDALE ST,Part One,2017
Tuesday,C6,1,I172069812,42.31928523,"(42.31928523, -71.05027167)",-71.05027167,8,1,8/22/2017 1:25:00 AM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,256,,WILLIAM T MORRISSEY BLVD,Part One,2017
Tuesday,C6,1,I172064785,42.3335702,"(42.33357020, -71.04826456)",-71.04826456,8,1,8/8/2017 1:00:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,220,,GATES ST,Part One,2017
Tuesday,C6,1,I172064785,42.3335702,"(42.33357020, -71.04826456)",-71.04826456,8,1,8/8/2017 1:00:00 AM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,220,,GATES ST,Part One,2017
Tuesday,C6,9,I172067067,42.35141751,"(42.35141751, -71.05010479)",-71.05010479,8,1,8/15/2017 9:56:00 AM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,206,,CONGRESS ST,Part One,2017
Tuesday,C6,10,I172064811,42.32790482,"(42.32790482, -71.05305583)",-71.05305583,8,1,8/8/2017 10:26:00 AM,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,914,,COLONEL MICHAEL J. MCDONO,Part One,2017
Tuesday,C6,15,I172083364,42.32856401,"(42.32856401, -71.06835343)",-71.06835343,8,1,8/29/2017 3:00:00 PM,724,Auto Theft,AUTO THEFT,178,,MASSACHUSETTS AVE,Part One,2017
Tuesday,C6,17,I172071572,42.33777351,"(42.33777351, -71.05455097)",-71.05455097,8,1,8/29/2017 5:50:00 PM,381,Robbery,ROBBERY - CAR JACKING,936,,JOYCE HAYES WAY,Part One,2017
Tuesday,C6,20,I172067356,42.33146325,"(42.33146325, -71.05012560)",-71.0501256,8,1,8/15/2017 8:00:00 PM,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,915,,E NINTH ST,Part One,2017
Tuesday,C6,21,I172065152,42.33234764,"(42.33234764, -71.04744300)",-71.047443,8,1,8/8/2017 9:40:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,219,,OLD HARBOR ST,Part One,2017
Tuesday,C6,23,I172067830,42.32557398,"(42.32557398, -71.05248130)",-71.0524813,8,1,8/15/2017 11:50:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,,,OLD COLONY AVE,Part One,2017
Tuesday,D14,7,I172069430,42.35260457,"(42.35260457, -71.14602497)",-71.14602497,8,1,8/22/2017 7:40:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,779,,MONTCALM AVE,Part One,2017
Tuesday,D14,15,I172071508,42.34446622,"(42.34446622, -71.14136327)",-71.14136327,8,1,8/29/2017 3:10:00 PM,724,Auto Theft,AUTO THEFT,791,,MELVIN AVE,Part One,2017
Tuesday,D14,17,I172067233,42.35091402,"(42.35091402, -71.13197892)",-71.13197892,8,1,8/15/2017 5:36:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,794,,GLENVILLE AVE,Part One,2017
Tuesday,D14,17,I172071562,42.3575106,"(42.35751060, -71.12996479)",-71.12996479,8,1,8/29/2017 5:20:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,816,,ROYAL ST,Part One,2017
Tuesday,D14,18,I172062841,42.35283155,"(42.35283155, -71.13114273)",-71.13114273,8,1,8/1/2017 6:00:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,796,,BRIGHTON AVE,Part One,2017
Tuesday,D14,22,I172071754,42.33901783,"(42.33901783, -71.14904284)",-71.14904284,8,1,8/29/2017 10:00:00 PM,724,Auto Theft,AUTO THEFT,787,,SUTHERLAND RD,Part One,2017
Tuesday,D14,22,I172071699,42.34638022,"(42.34638022, -71.13804496)",-71.13804496,8,1,8/29/2017 10:00:00 PM,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,792,,BELLVISTA RD,Part One,2017
Tuesday,D14,23,I172067324,42.36223947,"(42.36223947, -71.14174147)",-71.14174147,8,1,8/15/2017 11:23:00 PM,301,Robbery,ROBBERY - STREET,806,,WESTERN AVE,Part One,2017
Tuesday,D4,0,I172062677,42.33595449,"(42.33595449, -71.08301373)",-71.08301373,8,1,8/1/2017 12:00:00 AM,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,285,,HAMMOND ST,Part One,2017
Tuesday,D4,4,I172069247,42.34114797,"(42.34114797, -71.08246189)",-71.08246189,8,1,8/22/2017 4:06:00 AM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,147,,MASSACHUSETTS AVE,Part One,2017
Tuesday,D4,8,I172064931,42.35067063,"(42.35067063, -71.07520557)",-71.07520557,8,1,8/8/2017 8:30:00 AM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,134,,BOYLSTON ST,Part One,2017
Tuesday,D4,9,I172064968,42.35095909,"(42.35095909, -71.07412780)",-71.0741278,8,1,8/8/2017 9:00:00 AM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,129,,BOYLSTON ST,Part One,2017
Tuesday,D4,9,I172062613,42.3525717,"(42.35257170, -71.07491630)",-71.0749163,8,1,8/1/2017 9:00:00 AM,724,Auto Theft,AUTO THEFT,133,,COMMONWEALTH AVE,Part One,2017
Tuesday,D4,9,I172062477,42.34295335,"(42.34295335, -71.08833139)",-71.08833139,8,1,8/1/2017 9:00:00 AM,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,619,,SYMPHONY RD,Part One,2017
Tuesday,D4,12,I172067109,42.34980175,"(42.34980175, -71.07840978)",-71.07840978,8,1,8/15/2017 12:00:00 PM,351,Robbery,ROBBERY - BANK,138,,BOYLSTON ST,Part One,2017
Tuesday,D4,14,I172062593,,"(0.00000000, 0.00000000)",,8,1,8/1/2017 2:40:00 PM,301,Robbery,ROBBERY - STREET,,,MASSACHUSETTS AVE,Part One,2017
Tuesday,D4,17,I172062650,42.34597864,"(42.34597864, -71.07671235)",-71.07671235,8,1,8/1/2017 5:08:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,149,,YARMOUTH ST,Part One,2017
Tuesday,D4,18,I172073344,42.35055412,"(42.35055412, -71.09056227)",-71.09056227,8,1,8/1/2017 6:33:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,621,,BEACON ST,Part One,2017
Tuesday,D4,20,I172069525,,"(0.00000000, 0.00000000)",,8,1,8/22/2017 8:55:00 PM,301,Robbery,ROBBERY - STREET,,,COMMONWEALTH AVE,Part One,2017
Tuesday,D4,22,I172071827,42.3458677,"(42.34586770, -71.08318913)",-71.08318913,8,1,8/29/2017 10:00:00 PM,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,143,,BELVIDERE ST,Part One,2017
Tuesday,D4,23,I172062779,42.34186952,"(42.34186952, -71.08372190)",-71.0837219,8,1,8/1/2017 11:45:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,594,,MASSACHUSETTS AVE,Part One,2017
Tuesday,E13,5,I172064767,42.33136931,"(42.33136931, -71.11185116)",-71.11185116,8,1,8/8/2017 5:28:00 AM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,606,,S HUNTINGTON AVE,Part One,2017
Tuesday,E13,13,I172062600,42.31236627,"(42.31236627, -71.09933740)",-71.0993374,8,1,8/1/2017 1:25:00 PM,724,Auto Theft,AUTO THEFT,572,,IFFLEY RD,Part One,2017
Tuesday,E13,18,I172065628,42.31079624,"(42.31079624, -71.11662509)",-71.11662509,8,1,8/8/2017 6:30:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,643,,ELIOT ST,Part One,2017
Tuesday,E13,19,I172069497,42.31693791,"(42.31693791, -71.10687901)",-71.10687901,8,1,8/22/2017 7:19:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,637,,CHESTNUT AVE,Part One,2017
Tuesday,E13,21,I172062745,42.31190641,"(42.31190641, -71.10213227)",-71.10213227,8,1,8/1/2017 9:04:00 PM,301,Robbery,ROBBERY - STREET,571,,WASHINGTON ST,Part One,2017
Tuesday,E13,21,I172072555,42.32254314,"(42.32254314, -71.10669432)",-71.10669432,8,1,8/1/2017 9:40:00 PM,311,Robbery,ROBBERY - COMMERCIAL,578,,CENTRE ST,Part One,2017
Tuesday,E18,0,I172064731,42.2639,"(42.26390000, -71.11780150)",-71.1178015,8,1,8/8/2017 12:24:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,493,,METROPOLITAN AVE,Part One,2017
Tuesday,E18,1,I172069238,42.24806163,"(42.24806163, -71.13269023)",-71.13269023,8,1,8/22/2017 1:51:00 AM,361,Robbery,ROBBERY - OTHER,533,,RIVER ST,Part One,2017
Tuesday,E18,5,I172064768,42.26847209,"(42.26847209, -71.11941323)",-71.11941323,8,1,8/8/2017 5:41:00 AM,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,496,,METROPOLITAN AVE,Part One,2017
Tuesday,E18,15,I172062656,42.26911567,"(42.26911567, -71.09647122)",-71.09647122,8,1,8/1/2017 3:53:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,481,,CUMMINS HWY,Part One,2017
Tuesday,E5,1,I172069324,42.28970197,"(42.28970197, -71.12465274)",-71.12465274,8,1,8/22/2017 1:30:00 AM,301,Robbery,ROBBERY - STREET,563,,STELLMAN RD,Part One,2017
Tuesday,E5,15,I172066332,42.25577653,"(42.25577653, -71.14547503)",-71.14547503,8,1,8/8/2017 3:00:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,822,,MARGARETTA DR,Part One,2017
Tuesday,E5,19,I172071625,42.29470677,"(42.29470677, -71.11869135)",-71.11869135,8,1,8/29/2017 7:35:00 PM,301,Robbery,ROBBERY - STREET,564,,BROOKWAY RD,Part One,2017
Tuesday,A1,0,I172088008,42.35438252,"(42.35438252, -71.05213281)",-71.05213281,9,1,9/19/2017 12:00:00 AM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,114,,ATLANTIC AVE,Part One,2017
Tuesday,A1,0,I172073404,42.36542502,"(42.36542502, -71.05957649)",-71.05957649,9,1,9/5/2017 12:16:00 AM,301,Robbery,ROBBERY - STREET,76,,BEVERLY ST,Part One,2017
Tuesday,A1,6,I172077917,42.35563811,"(42.35563811, -71.05360316)",-71.05360316,9,1,9/19/2017 6:39:00 AM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,109,,HIGH ST,Part One,2017
Tuesday,A1,14,I172073563,,"(0.00000000, 0.00000000)",,9,1,9/5/2017 2:56:00 PM,301,Robbery,ROBBERY - STREET,,,TREMONT ST,Part One,2017
Tuesday,A1,16,I172078333,42.35070525,"(42.35070525, -71.06185179)",-71.06185179,9,1,9/19/2017 4:30:00 PM,724,Auto Theft,AUTO THEFT,117,,KNEELAND ST,Part One,2017
Tuesday,A1,17,I172075819,42.35602373,"(42.35602373, -71.06177615)",-71.06177615,9,1,9/12/2017 5:28:00 PM,301,Robbery,ROBBERY - STREET,111,,WINTER ST,Part One,2017
Tuesday,A1,19,I172082513,42.36293611,"(42.36293611, -71.05253795)",-71.05253795,9,1,9/26/2017 7:00:00 PM,724,Auto Theft,AUTO THEFT,954,,FULTON ST,Part One,2017
Tuesday,A15,15,I172075763,42.38196259,"(42.38196259, -71.07144973)",-71.07144973,9,1,9/12/2017 3:03:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,51,,MAIN ST,Part One,2017
Tuesday,B2,0,I172080133,42.32985585,"(42.32985585, -71.09797236)",-71.09797236,9,1,9/26/2017 12:03:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,587,,ALLEGHANY ST,Part One,2017
Tuesday,B2,1,I172080153,42.3317945,"(42.33179450, -71.10818875)",-71.10818875,9,1,9/26/2017 1:37:00 AM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,605,,HILLSIDE ST,Part One,2017
Tuesday,B2,5,I172073436,42.33044113,"(42.33044113, -71.08373481)",-71.08373481,9,1,9/5/2017 5:53:00 AM,301,Robbery,ROBBERY - STREET,280,,WASHINGTON ST,Part One,2017
Tuesday,B2,9,I172075832,42.31493172,"(42.31493172, -71.08259078)",-71.08259078,9,1,9/12/2017 9:30:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,322,,KAVANAUGH WAY,Part One,2017
Tuesday,B2,9,I172077921,42.3088984,"(42.30889840, -71.08305190)",-71.0830519,9,1,9/19/2017 9:19:00 AM,301,Robbery,ROBBERY - STREET,320,,BLUE HILL AVE,Part One,2017
Tuesday,B2,10,I172080252,42.32525339,"(42.32525339, -71.09670872)",-71.09670872,9,1,9/26/2017 10:30:00 AM,724,Auto Theft,AUTO THEFT,301,,MARCELLA ST,Part One,2017
Tuesday,B2,12,I172080269,42.32157947,"(42.32157947, -71.08523707)",-71.08523707,9,1,9/26/2017 12:06:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,297,,WALNUT CT,Part One,2017
Tuesday,B2,13,I172075750,42.32902469,"(42.32902469, -71.08341505)",-71.08341505,9,1,9/12/2017 1:46:00 PM,301,Robbery,ROBBERY - STREET,280,,WARREN ST,Part One,2017
Tuesday,B2,15,I172080334,42.30565415,"(42.30565415, -71.08186812)",-71.08186812,9,1,9/26/2017 3:52:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,330,,SUPPLE RD,Part One,2017
Tuesday,B2,15,I172073609,42.30845311,"(42.30845311, -71.08718664)",-71.08718664,9,1,9/5/2017 3:35:00 PM,301,Robbery,ROBBERY - STREET,319,,SONOMA ST,Part One,2017
Tuesday,B2,17,I172078078,42.3226803,"(42.32268030, -71.08548310)",-71.0854831,9,1,9/19/2017 5:39:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,298,,ROCKLAND ST,Part One,2017
