Day Of Week,District,Hour,Incident Number,Lat,Location,Long,Month,Number of Records,Occurred On Date,Offense Code,Offense Code Group,Offense Description,Reporting Area,Shooting,Street,Ucr Part,Year
Friday,C6,7,I172066003,42.32161616,"(42.32161616, -71.05633228)",-71.05633228,8,1,8/11/2017 7:45:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,235,,MOUNT VERNON ST,Part One,2017
Friday,C6,18,I172065979,42.32894903,"(42.32894903, -71.05739663)",-71.05739663,8,1,8/11/2017 6:30:00 PM,724,Auto Theft,AUTO THEFT,191,,BOSTON ST,Part One,2017
Friday,D14,6,I172063525,42.3519478,"(42.35194780, -71.13410791)",-71.13410791,8,1,8/4/2017 6:52:00 AM,724,Auto Theft,AUTO THEFT,794,,QUINT AVE,Part One,2017
Friday,D14,23,I172070581,42.34322603,"(42.34322603, -71.14295722)",-71.14295722,8,1,8/25/2017 11:15:00 PM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,786,,COMMONWEALTH AVE,Part One,2017
Friday,D4,1,I172065772,42.34241506,"(42.34241506, -71.09521114)",-71.09521114,8,1,8/11/2017 1:25:00 AM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,625,,PARK DR,Part One,2017
Friday,D4,4,I172063667,42.3532399,"(42.35323990, -71.07646853)",-71.07646853,8,1,8/4/2017 4:42:00 AM,724,Auto Theft,AUTO THEFT,132,,CLARENDON ST,Part One,2017
Friday,D4,5,I172068026,,"(0.00000000, 0.00000000)",,8,1,8/18/2017 5:53:00 AM,301,Robbery,ROBBERY - STREET,151,,,Part One,2017
Friday,D4,6,I172066234,,"(0.00000000, 0.00000000)",,8,1,8/11/2017 6:40:00 AM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,,,CLARENDON ST,Part One,2017
Friday,D4,6,I172070237,42.33961962,"(42.33961962, -71.07699237)",-71.07699237,8,1,8/25/2017 6:37:00 AM,724,Auto Theft,AUTO THEFT,157,,W CONCORD ST,Part One,2017
Friday,D4,12,I172065874,42.33597508,"(42.33597508, -71.07384928)",-71.07384928,8,1,8/11/2017 12:56:00 PM,301,Robbery,ROBBERY - STREET,170,,HARRISON AVE,Part One,2017
Friday,D4,12,I172076029,42.33311189,"(42.33311189, -71.07276370)",-71.0727637,8,1,8/11/2017 12:00:00 PM,301,Robbery,ROBBERY - STREET,179,,MASSACHUSETTS AVE,Part One,2017
Friday,D4,14,I172063728,42.33967154,"(42.33967154, -71.09084330)",-71.0908433,8,1,8/4/2017 2:45:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,595,,HUNTINGTON AVE,Part One,2017
Friday,D4,19,I172064257,42.35023814,"(42.35023814, -71.08356549)",-71.08356549,8,1,8/4/2017 7:00:00 PM,724,Auto Theft,AUTO THEFT,137,,COMMONWEALTH AVE,Part One,2017
Friday,E13,7,I172070584,42.31083408,"(42.31083408, -71.10108013)",-71.10108013,8,1,8/25/2017 7:30:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,571,,PETER PARLEY RD,Part One,2017
Friday,E13,15,I172068182,42.32317257,"(42.32317257, -71.11275591)",-71.11275591,8,1,8/18/2017 3:09:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,610,,CASTLETON ST,Part One,2017
Friday,E13,22,I172070479,,"(0.00000000, 0.00000000)",,8,1,8/25/2017 10:01:00 PM,301,Robbery,ROBBERY - STREET,,,COLUMBUS AVE,Part One,2017
Friday,E18,0,I172067994,42.26521474,"(42.26521474, -71.11024138)",-71.11024138,8,1,8/18/2017 12:19:00 AM,724,Auto Theft,AUTO THEFT,493,,WOOD AVE,Part One,2017
Friday,E18,0,I172070207,42.28523727,"(42.28523727, -71.10971211)",-71.10971211,8,1,8/25/2017 12:33:00 AM,311,Robbery,ROBBERY - COMMERCIAL,503,,CANTERBURY ST,Part One,2017
Friday,E18,1,I172065822,42.2675093,"(42.26750930, -71.12573584)",-71.12573584,8,1,8/11/2017 1:00:00 AM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,553,,BEECHMONT ST,Part One,2017
Friday,E18,1,I172070645,42.27810693,"(42.27810693, -71.11636523)",-71.11636523,8,1,8/25/2017 1:00:00 AM,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,499,,AMERICAN LEGION HWY,Part One,2017
Friday,E18,5,I172068019,42.2753418,"(42.27534180, -71.11601919)",-71.11601919,8,1,8/18/2017 5:25:00 AM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,498,,AMERICAN LEGION HWY,Part One,2017
Friday,E18,13,I172068135,42.27051329,"(42.27051329, -71.11988863)",-71.11988863,8,1,8/18/2017 1:31:00 PM,724,Auto Theft,AUTO THEFT,496,,COLLINS ST,Part One,2017
Friday,E5,15,I172068171,42.28642835,"(42.28642835, -71.15427278)",-71.15427278,8,1,8/18/2017 3:16:00 PM,351,Robbery,ROBBERY - BANK,695,,CENTRE ST,Part One,2017
Friday,,9,I172074423,,"(0.00000000, 0.00000000)",,9,1,9/8/2017 9:50:00 AM,301,Robbery,ROBBERY - STREET,,,ALLSTON,Part One,2017
Friday,A1,11,I172076715,42.35426247,"(42.35426247, -71.05883334)",-71.05883334,9,1,9/15/2017 11:58:00 AM,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,106,,SUMMER ST,Part One,2017
Friday,A1,13,I172081561,42.35727682,"(42.35727682, -71.06869851)",-71.06869851,9,1,9/29/2017 1:00:00 PM,724,Auto Theft,AUTO THEFT,70,,CHESTNUT ST,Part One,2017
Friday,A1,15,I172074537,42.36628674,"(42.36628674, -71.05135503)",-71.05135503,9,1,9/8/2017 3:02:00 PM,311,Robbery,ROBBERY - COMMERCIAL,87,,COMMERCIAL ST,Part One,2017
Friday,A1,16,I172074609,42.364924,"(42.36492400, -71.05331772)",-71.05331772,9,1,9/1/2017 4:40:00 PM,724,Auto Theft,AUTO THEFT,88,,HANOVER ST,Part One,2017
Friday,A1,16,I172081368,42.36393003,"(42.36393003, -71.05238632)",-71.05238632,9,1,9/29/2017 4:40:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,88,,LEWIS ST,Part One,2017
Friday,A1,19,I172072593,,"(0.00000000, 0.00000000)",,9,1,9/1/2017 7:20:00 PM,724,Auto Theft,AUTO THEFT,,,NORTH ST,Part One,2017
Friday,A1,21,I172081453,42.35241815,"(42.35241815, -71.06525499)",-71.06525499,9,1,9/29/2017 9:20:00 PM,301,Robbery,ROBBERY - STREET,119,,BOYLSTON ST,Part One,2017
Friday,A1,22,I172081464,42.35251005,"(42.35251005, -71.06719166)",-71.06719166,9,1,9/29/2017 10:36:00 PM,301,Robbery,ROBBERY - STREET,118,,BOYLSTON ST,Part One,2017
Friday,A1,23,I172074696,42.35540738,"(42.35540738, -71.06312433)",-71.06312433,9,1,9/8/2017 11:42:00 PM,301,Robbery,ROBBERY - STREET,111,,TREMONT ST,Part One,2017
Friday,A15,0,I172074407,42.37771479,"(42.37771479, -71.05892710)",-71.0589271,9,1,9/8/2017 12:00:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,900,,BUNKER HILL ST,Part One,2017
Friday,A15,10,I172073361,42.3804311,"(42.38043110, -71.06561248)",-71.06561248,9,1,9/1/2017 10:00:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,46,,BUNKER HILL ST,Part One,2017
Friday,A7,12,I172074474,,"(0.00000000, 0.00000000)",,9,1,9/8/2017 12:38:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,,,5 BREMEN ST,Part One,2017
Friday,A7,21,I172074754,42.39214603,"(42.39214603, -71.00893922)",-71.00893922,9,1,9/8/2017 9:00:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,942,,FAYWOOD AVE,Part One,2017
Friday,A7,22,I172074693,42.36958091,"(42.36958091, -71.03931444)",-71.03931444,9,1,9/8/2017 10:28:00 PM,301,Robbery,ROBBERY - STREET,27,,MAVERICK SQ,Part One,2017
Friday,B2,0,I172078877,42.31959298,"(42.31959298, -71.06260700)",-71.062607,9,1,9/22/2017 12:56:00 AM,724,Auto Theft,AUTO THEFT,240,,COLUMBIA RD,Part One,2017
Friday,B2,0,I172074346,42.33475847,"(42.33475847, -71.08903954)",-71.08903954,9,1,9/8/2017 12:20:00 AM,724,Auto Theft,AUTO THEFT,286,,TREMONT ST,Part One,2017
Friday,B2,0,I172078777,42.31167532,"(42.31167532, -71.08586299)",-71.08586299,9,1,9/22/2017 12:45:50 AM,301,Robbery,ROBBERY - STREET,320,,CRAWFORD ST,Part One,2017
Friday,B2,7,I172074427,42.30925735,"(42.30925735, -71.08026718)",-71.08026718,9,1,9/8/2017 7:20:00 AM,301,Robbery,ROBBERY - STREET,329,,NORMANDY ST,Part One,2017
Friday,B2,10,I172076682,42.30973269,"(42.30973269, -71.08734852)",-71.08734852,9,1,9/15/2017 10:10:00 AM,361,Robbery,ROBBERY - OTHER,319,,ELM HILL AVE,Part One,2017
Friday,B2,11,I172072647,42.33248759,"(42.33248759, -71.08365801)",-71.08365801,9,1,9/1/2017 11:20:00 AM,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,276,,SHAWMUT AVE,Part One,2017
Friday,B2,11,I172076754,42.32719862,"(42.32719862, -71.09600551)",-71.09600551,9,1,9/15/2017 11:54:00 AM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,301,,CENTRE ST,Part One,2017
Friday,B2,15,I172074581,42.32572097,"(42.32572097, -71.08220072)",-71.08220072,9,1,9/8/2017 3:21:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,281,,MORELAND ST,Part One,2017
Friday,B2,16,I172079014,42.33122453,"(42.33122453, -71.09907131)",-71.09907131,9,1,9/22/2017 4:09:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,587,,DELLE AVE,Part One,2017
Friday,B2,17,I172078997,42.31059167,"(42.31059167, -71.07448205)",-71.07448205,9,1,9/22/2017 5:19:00 PM,301,Robbery,ROBBERY - STREET,328,,LAWRENCE AVE,Part One,2017
Friday,B2,20,I172072606,42.3125497,"(42.31254970, -71.08757081)",-71.08757081,9,1,9/1/2017 8:06:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,315,,CRAWFORD ST,Part One,2017
Friday,B2,21,I172072621,42.32868844,"(42.32868844, -71.07505044)",-71.07505044,9,1,9/1/2017 9:34:00 PM,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,268,,HAMPDEN ST,Part One,2017
Friday,B3,0,I172078785,42.268024,"(42.26802400, -71.09301057)",-71.09301057,9,1,9/22/2017 12:13:00 AM,301,Robbery,ROBBERY - STREET,426,,RIVER ST,Part One,2017
Friday,B3,2,I172074371,42.26956689,"(42.26956689, -71.09075049)",-71.09075049,9,1,9/8/2017 2:00:00 AM,361,Robbery,ROBBERY - OTHER,426,,RIVER ST,Part One,2017
Friday,B3,11,I172079300,42.29944216,"(42.29944216, -71.08489748)",-71.08489748,9,1,9/22/2017 11:00:00 AM,724,Auto Theft,AUTO THEFT,457,,CHARLOTTE ST,Part One,2017
Friday,B3,16,I172072538,42.28285553,"(42.28285553, -71.07782622)",-71.07782622,9,1,9/1/2017 4:07:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,418,,EVANS ST,Part One,2017
Friday,B3,16,I172081364,42.268024,"(42.26802400, -71.09301057)",-71.09301057,9,1,9/29/2017 4:25:00 PM,301,Robbery,ROBBERY - STREET,426,,RIVER ST,Part One,2017
Friday,C11,0,I172074367,42.31371151,"(42.31371151, -71.05704145)",-71.05704145,9,1,9/8/2017 12:47:00 AM,301,Robbery,ROBBERY - STREET,247,,DORCHESTER AVE,Part One,2017
Friday,C11,2,I172078786,42.2783992,"(42.27839920, -71.06636305)",-71.06636305,9,1,9/22/2017 2:09:00 AM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,388,,DORCHESTER AVE,Part One,2017
Friday,C11,7,I172072552,42.31301336,"(42.31301336, -71.06316929)",-71.06316929,9,1,9/1/2017 7:00:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,257,,SAWYER AVE,Part One,2017
Friday,C11,8,I172074392,42.30129244,"(42.30129244, -71.06402711)",-71.06402711,9,1,9/8/2017 8:37:00 AM,724,Auto Theft,AUTO THEFT,352,,DITSON ST,Part One,2017
Friday,C11,8,I172078819,42.30021944,"(42.30021944, -71.06311002)",-71.06311002,9,1,9/22/2017 8:00:00 AM,301,Robbery,ROBBERY - STREET,352,,CHARLES ST,Part One,2017
Friday,C11,9,I172072393,42.29514664,"(42.29514664, -71.05860832)",-71.05860832,9,1,9/1/2017 9:30:00 AM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,364,,LESLIE ST,Part One,2017
Friday,C11,12,I172072449,42.29042439,"(42.29042439, -71.06380740)",-71.0638074,9,1,9/1/2017 12:24:00 PM,301,Robbery,ROBBERY - STREET,396,,SANTUIT ST,Part One,2017
Friday,C11,12,I172078902,42.30511791,"(42.30511791, -71.08019088)",-71.08019088,9,1,9/22/2017 12:20:00 PM,301,Robbery,ROBBERY - STREET,460,,WASHINGTON ST,Part One,2017
Friday,C11,14,I172078930,42.30545318,"(42.30545318, -71.06956313)",-71.06956313,9,1,9/22/2017 2:10:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,336,,OLNEY ST,Part One,2017
Friday,C11,22,I172079204,42.2812393,"(42.28123930, -71.06464269)",-71.06464269,9,1,9/22/2017 10:00:00 PM,724,Auto Theft,AUTO THEFT,395,,BECKET ST,Part One,2017
Friday,C11,22,I172079115,42.31431291,"(42.31431291, -71.05481059)",-71.05481059,9,1,9/22/2017 10:53:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,249,,SAGAMORE ST,Part One,2017
Friday,C6,0,I172075447,42.33372435,"(42.33372435, -71.06790396)",-71.06790396,9,1,9/8/2017 12:30:00 AM,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,175,,ATKINSON ST,Part One,2017
Friday,C6,0,I172085498,42.32856401,"(42.32856401, -71.06835343)",-71.06835343,9,1,9/22/2017 12:00:00 AM,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,178,,MASSACHUSETTS AVE,Part One,2017
Friday,C6,0,I172082109,42.34042575,"(42.34042575, -71.04894028)",-71.04894028,9,1,9/1/2017 12:00:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,202,,D ST,Part One,2017
Friday,C6,0,I172074518,42.33498449,"(42.33498449, -71.05192708)",-71.05192708,9,1,9/8/2017 12:00:00 AM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,216,,W SEVENTH ST,Part One,2017
Friday,C6,9,I172072376,42.33106756,"(42.33106756, -71.03524534)",-71.03524534,9,1,9/1/2017 9:05:00 AM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,234,,L ST,Part One,2017
Friday,C6,11,I172074458,42.33465899,"(42.33465899, -71.05505448)",-71.05505448,9,1,9/8/2017 11:50:00 AM,724,Auto Theft,AUTO THEFT,195,,OLD COLONY AVE,Part One,2017
Friday,C6,13,I172072536,42.33106756,"(42.33106756, -71.03524534)",-71.03524534,9,1,9/1/2017 1:25:00 PM,541,Commercial Burglary,BURGLARY - COMMERICAL - ATTEMPT,234,,L ST,Part One,2017
Friday,C6,13,I172076742,42.33794745,"(42.33794745, -71.05310513)",-71.05310513,9,1,9/15/2017 1:29:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,936,,FLAHERTY WAY,Part One,2017
Friday,C6,16,I172076790,42.33329364,"(42.33329364, -71.03735910)",-71.0373591,9,1,9/15/2017 4:09:00 PM,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,230,,K ST,Part One,2017
Friday,C6,19,I172072576,42.32411838,"(42.32411838, -71.06461321)",-71.06461321,9,1,9/1/2017 7:43:00 PM,724,Auto Theft,AUTO THEFT,186,,MASSACHUSETTS AVE,Part One,2017
Friday,D14,9,I172078854,42.35493413,"(42.35493413, -71.13536186)",-71.13536186,9,1,9/22/2017 9:48:00 AM,541,Commercial Burglary,BURGLARY - COMMERICAL - ATTEMPT,803,,RUGG RD,Part One,2017
Friday,D14,9,I172072662,42.34740588,"(42.34740588, -71.13532566)",-71.13532566,9,1,9/1/2017 9:00:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,793,,WALBRIDGE ST,Part One,2017
Friday,D14,15,I172074526,42.34417705,"(42.34417705, -71.14231310)",-71.1423131,9,1,9/8/2017 3:25:00 PM,724,Auto Theft,AUTO THEFT,791,,COMMONWEALTH AVE,Part One,2017
Friday,D14,17,I172074597,42.35042044,"(42.35042044, -71.17121865)",-71.17121865,9,1,9/8/2017 5:52:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,754,,TREMONT ST,Part One,2017
Friday,D14,18,I172089164,42.35490995,"(42.35490995, -71.13420635)",-71.13420635,9,1,9/22/2017 6:00:00 PM,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,802,,CAMBRIDGE ST,Part One,2017
Friday,D14,22,I172074718,42.35111771,"(42.35111771, -71.15321411)",-71.15321411,9,1,9/8/2017 10:30:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,770,,BENNETT ST,Part One,2017
Friday,D14,23,I172076932,42.35375411,"(42.35375411, -71.13225621)",-71.13225621,9,1,9/15/2017 11:40:00 PM,301,Robbery,ROBBERY - STREET,816,,HARVARD AVE,Part One,2017
Friday,D4,2,I172072343,42.34553223,"(42.34553223, -71.09437093)",-71.09437093,9,1,9/1/2017 2:00:00 AM,301,Robbery,ROBBERY - STREET,618,,BOYLSTON ST,Part One,2017
Friday,D4,6,I172081198,42.34507026,"(42.34507026, -71.08960466)",-71.08960466,9,1,9/29/2017 6:27:00 AM,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,591,,HEMENWAY ST,Part One,2017
Friday,D4,6,I172072351,42.33675016,"(42.33675016, -71.07662788)",-71.07662788,9,1,9/1/2017 6:50:00 AM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,170,,WASHINGTON ST,Part One,2017
Friday,D4,7,I172081277,42.3403294,"(42.34032940, -71.09155213)",-71.09155213,9,1,9/29/2017 7:55:00 AM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,595,,HEMENWAY ST,Part One,2017
Friday,D4,9,I172074403,42.34481182,"(42.34481182, -71.08234324)",-71.08234324,9,1,9/8/2017 9:17:00 AM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,145,,HUNTINGTON AVE,Part One,2017
Friday,D4,12,I172072517,42.34277705,"(42.34277705, -71.06952709)",-71.06952709,9,1,9/1/2017 12:00:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,163,,SHAWMUT AVE,Part One,2017
Friday,D4,12,I172072517,42.34277705,"(42.34277705, -71.06952709)",-71.06952709,9,1,9/1/2017 12:00:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,163,,SHAWMUT AVE,Part One,2017
Friday,D4,17,I172082052,42.34535725,"(42.34535725, -71.06508027)",-71.06508027,9,1,9/29/2017 5:00:00 PM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,162,,WASHINGTON ST,Part One,2017
Friday,D4,17,I172072544,42.34854636,"(42.34854636, -71.07416609)",-71.07416609,9,1,9/1/2017 5:48:00 PM,301,Robbery,ROBBERY - STREET,130,,CLARENDON ST,Part One,2017
Friday,D4,18,I172081590,42.34319453,"(42.34319453, -71.06880537)",-71.06880537,9,1,9/29/2017 6:00:00 PM,724,Auto Theft,AUTO THEFT,160,,SHAWMUT AVE,Part One,2017
Friday,D4,18,I172072572,42.34862382,"(42.34862382, -71.08277637)",-71.08277637,9,1,9/1/2017 6:43:00 PM,301,Robbery,ROBBERY - STREET,138,,BOYLSTON ST,Part One,2017
Friday,E13,8,I172079053,42.32188259,"(42.32188259, -71.10378919)",-71.10378919,9,1,9/22/2017 8:00:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,579,,PRIESING ST,Part One,2017
Friday,E13,12,I172081288,42.30542129,"(42.30542129, -71.11325289)",-71.11325289,9,1,9/29/2017 12:11:00 PM,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,651,,BOYNTON ST,Part One,2017
Friday,E13,13,I172076743,,"(0.00000000, 0.00000000)",,9,1,9/15/2017 1:27:00 PM,301,Robbery,ROBBERY - STREET,,,COLUMBUS AVE,Part One,2017
Friday,E13,16,I172076819,42.32287413,"(42.32287413, -71.10155354)",-71.10155354,9,1,9/15/2017 4:30:00 PM,301,Robbery,ROBBERY - STREET,912,,CENTRE ST,Part One,2017
Friday,E13,19,I172076859,42.3211829,"(42.32118290, -71.10682780)",-71.1068278,9,1,9/15/2017 7:12:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,578,,FORBES ST,Part One,2017
Friday,E13,21,I172081459,42.30542129,"(42.30542129, -71.11325289)",-71.11325289,9,1,9/29/2017 9:31:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,648,,BOYNTON ST,Part One,2017
Friday,E18,14,I172072490,42.26042127,"(42.26042127, -71.11568727)",-71.11568727,9,1,9/1/2017 2:55:00 PM,724,Auto Theft,AUTO THEFT,494,,METROPOLITAN AVE,Part One,2017
Friday,E18,18,I172074614,42.28314714,"(42.28314714, -71.11374152)",-71.11374152,9,1,9/8/2017 6:04:00 PM,301,Robbery,ROBBERY - STREET,503,,AMERICAN LEGION HWY,Part One,2017
Friday,E18,20,I172079065,42.28016011,"(42.28016011, -71.11883467)",-71.11883467,9,1,9/22/2017 8:33:00 PM,724,Auto Theft,AUTO THEFT,501,,HYDE PARK AVE,Part One,2017
Friday,E5,7,I172081403,42.27976705,"(42.27976705, -71.12162449)",-71.12162449,9,1,9/29/2017 7:00:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,556,,SEYMOUR ST,Part One,2017
Friday,E5,15,I172074538,42.28861715,"(42.28861715, -71.12579957)",-71.12579957,9,1,9/8/2017 3:33:00 PM,301,Robbery,ROBBERY - STREET,563,,FIRTH RD,Part One,2017
Friday,E5,22,I172081475,42.27980181,"(42.27980181, -71.16196326)",-71.16196326,9,1,9/29/2017 10:45:00 PM,301,Robbery,ROBBERY - STREET,731,,TEMPLE ST,Part One,2017
Friday,A1,4,I172087565,42.34974111,"(42.34974111, -71.05801618)",-71.05801618,10,1,10/20/2017 4:23:00 AM,301,Robbery,ROBBERY - STREET,115,,KNEELAND ST,Part One,2017
Friday,A1,16,I172085688,42.36149372,"(42.36149372, -71.06787036)",-71.06787036,10,1,10/13/2017 4:00:00 PM,724,Auto Theft,AUTO THEFT,64,,N ANDERSON ST,Part One,2017
Friday,A1,20,I172090160,42.35714883,"(42.35714883, -71.05191229)",-71.05191229,10,1,10/27/2017 8:30:00 PM,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,109,,BROAD ST,Part One,2017
Friday,A1,21,I172089968,42.36067984,"(42.36067984, -71.05482325)",-71.05482325,10,1,10/27/2017 9:45:00 PM,724,Auto Theft,AUTO THEFT,94,,CLINTON ST,Part One,2017
Friday,A15,22,I172087816,42.37490832,"(42.37490832, -71.06171012)",-71.06171012,10,1,10/20/2017 10:05:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,57,,MONUMENT AVE,Part One,2017
Friday,A15,23,I172085887,42.38149525,"(42.38149525, -71.06326842)",-71.06326842,10,1,10/13/2017 11:00:00 PM,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,45,,COOK ST,Part One,2017
Friday,A7,8,I172085420,42.38196242,"(42.38196242, -71.03184460)",-71.0318446,10,1,10/13/2017 8:38:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,16,,FALCON ST,Part One,2017
Friday,A7,14,I172089843,42.37949215,"(42.37949215, -71.03685008)",-71.03685008,10,1,10/27/2017 2:48:00 PM,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,24,,EUTAW ST,Part One,2017
Friday,A7,18,I172083503,42.36880621,"(42.36880621, -71.03585732)",-71.03585732,10,1,10/6/2017 6:03:00 PM,724,Auto Theft,AUTO THEFT,30,,MAVERICK ST,Part One,2017
Friday,A7,18,I172083503,42.36880621,"(42.36880621, -71.03585732)",-71.03585732,10,1,10/6/2017 6:03:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,30,,MAVERICK ST,Part One,2017
Friday,A7,20,I172093411,42.38831841,"(42.38831841, -71.01600449)",-71.01600449,10,1,10/27/2017 8:30:00 PM,724,Auto Theft,AUTO THEFT,12,,WILLIAM F MCCLELLAN HWY,Part One,2017
Friday,B2,6,I172087664,42.31496145,"(42.31496145, -71.08952210)",-71.0895221,10,1,10/20/2017 6:30:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,314,,WAUMBECK ST,Part One,2017
Friday,B2,10,I172085712,42.33199549,"(42.33199549, -71.10896270)",-71.1089627,10,1,10/13/2017 10:45:00 AM,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,605,,HILLSIDE ST,Part One,2017
Friday,B2,11,I172089771,42.31368925,"(42.31368925, -71.07427080)",-71.0742708,10,1,10/27/2017 11:48:00 AM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,327,,WAYLAND ST,Part One,2017
Friday,B2,14,I172088769,42.33123776,"(42.33123776, -71.09140736)",-71.09140736,10,1,10/20/2017 2:30:00 PM,361,Robbery,ROBBERY - OTHER,266,,MALCOLM X BLVD,Part One,2017
Friday,B2,15,I172088520,42.31193478,"(42.31193478, -71.07341982)",-71.07341982,10,1,10/20/2017 3:00:00 PM,724,Auto Theft,AUTO THEFT,328,,MAGNOLIA ST,Part One,2017
Friday,B2,17,I172085590,42.33046536,"(42.33046536, -71.07442945)",-71.07442945,10,1,10/13/2017 5:47:00 PM,724,Auto Theft,AUTO THEFT,183,,FARNHAM ST,Part One,2017
Friday,B2,19,I172087773,,"(0.00000000, 0.00000000)",,10,1,10/20/2017 7:49:00 PM,301,Robbery,ROBBERY - STREET,330,,,Part One,2017
Friday,B2,19,I172087773,,"(0.00000000, 0.00000000)",,10,1,10/20/2017 7:49:00 PM,361,Robbery,ROBBERY - OTHER,330,,,Part One,2017
Friday,B2,22,I172083529,42.30878855,"(42.30878855, -71.09055618)",-71.09055618,10,1,10/6/2017 10:47:00 PM,361,Robbery,ROBBERY - OTHER,318,,SEAVER ST,Part One,2017
Friday,B3,10,I172085433,42.28701738,"(42.28701738, -71.07706453)",-71.07706453,10,1,10/13/2017 10:23:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,435,,WHITMAN ST,Part One,2017
Friday,B3,12,I172089782,42.28514626,"(42.28514626, -71.08999610)",-71.0899961,10,1,10/27/2017 12:25:00 PM,301,Robbery,ROBBERY - STREET,430,,ASHTON ST,Part One,2017
Friday,B3,15,I172087699,42.2887411,"(42.28874110, -71.09117797)",-71.09117797,10,1,10/20/2017 3:06:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,464,,BROOKVIEW ST,Part One,2017
