Beat,Block Range,Date,Hour,Number of Records,Offense Type,Offenses,Premise,Street Name,Suffix,Type
10H40,3600-3699,09/26/2017,22,1,Theft,1,Light Rail Platform,MAIN ST,-,ST
10H40,4000-4099,09/27/2017,00,1,Burglary,1,Apartment,FANNIN ST,-,ST
10H40,2400-2499,09/27/2017,04,1,Burglary,1,Bar or Night Club,MAIN,-,ST
10H40,2100-2199,09/27/2017,08,1,Theft,1,Convenience Store,SAN JACINTO ST,-,ST
10H40,4200-4299,09/27/2017,09,1,Theft,1,Grocery Store or Supermarket,SAN JACINTO ST,-,ST
10H40,1000-1099,09/27/2017,20,1,Robbery,1,Bus Stop,WHEELER ST,-,ST
10H40,2300-2399,09/28/2017,07,1,Theft,1,Residence or House,JACKSON ST,-,ST
10H40,400-499,09/28/2017,14,1,Theft,1,"Road, Street, or Sidewalk",VELASCO,-,-
10H40,1000-1099,09/28/2017,11,1,Theft,1,"Road, Street, or Sidewalk",MCGOWEN ST,-,ST
10H40,900-999,09/28/2017,21,1,Theft,1,Bar or Night Club Parking Lot,BRIAR RIDGE,-,-
10H40,3400-3499,09/28/2017,22,1,Theft,1,"Road, Street, or Sidewalk",FANNIN,-,ST
10H40,400-499,09/28/2017,16,1,Theft,2,"Road, Street, or Sidewalk",VELASCO,-,-
10H40,4000-4099,09/28/2017,17,1,Theft,1,Apartment Parking Lot,CAROLINE ST,-,ST
10H40,2700-2799,09/29/2017,08,1,Theft,1,Driveway,CHENEVERT ST,-,ST
10H40,700-799,09/29/2017,22,1,Theft,1,"Road, Street, or Sidewalk",HADLEY ST,-,ST
10H40,2000-2099,09/29/2017,15,1,Robbery,1,"Road, Street, or Sidewalk",MAIN ST,-,ST
10H40,4400-4499,09/29/2017,15,1,Theft,1,"Road, Street, or Sidewalk",SAN JACINTO ST,-,ST
10H40,4000-4099,09/30/2017,13,1,Theft,1,Apartment Rental Office,FANNIN ST,-,ST
10H40,3000-3099,09/30/2017,07,1,Theft,1,Apartment Parking Lot,CHENEVERT ST,-,ST
10H40,3000-3099,09/30/2017,08,1,AutoTheft,1,"Road, Street, or Sidewalk",CHENEVERT ST,-,ST
10H40,1200-1299,09/30/2017,23,1,Theft,1,"Road, Street, or Sidewalk",DUNSTAN,-,RD
10H50,3500-3599,05/29/2017,16,1,AutoTheft,1,Service or Gas Station,ELGIN ST,-,ST
10H50,3200-3299,09/01/2017,00,1,Burglary,1,Residence or House,NETTLETON,-,-
10H50,2800-2899,09/01/2017,14,1,Burglary,1,Garage or Carport,WINBERN,-,-
10H50,3100-3199,09/01/2017,16,1,Theft,1,Apartment,GRAY ST,-,ST
10H50,2700-2799,09/01/2017,11,1,Theft,1,Convenience Store,SCOTT ST,-,ST
10H50,3500-3599,09/01/2017,19,1,Robbery,1,Bus Stop,SCOTT ST,-,ST
10H50,4600-4699,09/01/2017,20,1,Theft,1,Convenience Store,HOWARD LANE - SUITE 200,W,-
10H50,3100-3199,09/02/2017,09,1,Burglary,1,Residence or House,DREW ST,-,ST
10H50,3200-3299,09/03/2017,00,1,Theft,1,Residence or House,2 ENNIS STREET,-,-
10H50,2200-2299,09/04/2017,06,1,Burglary,1,Residence or House,HUTCHINS ST,-,ST
10H50,3700-3799,09/04/2017,10,1,Burglary,1,Residence or House,BURKETT ST,-,ST
10H50,3100-3199,09/04/2017,22,1,Burglary,1,Residence or House,CAROLINE ST APT 6,-,-
10H50,3300-3399,09/05/2017,10,1,Theft,1,Convenience Store,EMANCIPATION,-,AVE
10H50,2500-2599,09/05/2017,11,1,Theft,1,Apartment,WEBSTER ST,-,ST
10H50,3300-3399,09/06/2017,13,1,Theft,1,"Road, Street, or Sidewalk",DENNIS ST,-,ST
10H50,3400-3499,09/07/2017,17,1,Theft,1,"Road, Street, or Sidewalk",FANNIN,-,ST
10H50,2900-2999,09/07/2017,11,1,Burglary,1,Residence or House,CLEBURNE ST,-,ST
10H50,3000-3099,09/08/2017,20,1,Robbery,1,Liquor Store,MCILHENNY,-,-
10H50,1100-1199,09/08/2017,15,1,Theft,1,Miscellaneous Business (Non-Specific),MANORGLEN DR.,-,-
10H50,4200-4299,09/08/2017,01,1,Burglary,1,Residence or House,GALESBURG,-,-
10H50,UNK,09/08/2017,09,1,Theft,1,"Other, Unknown, or Not Listed",CULLEN OBIB/GULF FWY OB,-,-
10H50,2500-2599,09/09/2017,16,1,Theft,1,Driveway,FRANCIS ST,-,ST
10H50,3800-3899,09/10/2017,05,1,Burglary,1,"Church, Synagogue, or Temple",LIVE OAK,-,-
10H50,2700-2799,09/11/2017,14,1,Robbery,1,"Road, Street, or Sidewalk",SCOTT ST,-,ST
10H50,2700-2799,09/13/2017,10,1,Theft,1,Driveway,NAGLE,-,-
10H50,14000-14099,09/14/2017,20,1,Robbery,1,"Road, Street, or Sidewalk",EAST 21ST,-,ST
10H50,2100-2199,09/15/2017,17,1,Theft,1,Residence or House,MCILHENNY ST,-,ST
10H50,3700-3799,09/16/2017,08,1,Theft,1,"Road, Street, or Sidewalk",SAINT CHARLES,-,-
10H50,2300-2399,09/16/2017,16,1,Theft,1,Bar or Night Club Parking Lot,PIERCE ST,-,ST
10H50,3600-3699,09/16/2017,18,1,Burglary,1,"Other, Unknown, or Not Listed",ST CHARLES STREET,-,-
10H50,2200-2299,09/16/2017,21,1,Theft,1,Bar or Night Club,WEBSTER ST,-,ST
10H50,2700-2799,09/16/2017,21,1,Theft,1,Other Parking Lot,BRIAR GROVE DR APT,-,-
10H50,2400-2499,09/17/2017,08,1,Burglary,1,"Vacant Single Occ Resd(House,Townhs,Dplex)",ISABELLA,-,-
10H50,3100-3199,09/18/2017,09,1,AutoTheft,1,"Road, Street, or Sidewalk",ALABAMA ST,-,ST
10H50,2900-2999,09/18/2017,00,1,Burglary,1,Residence or House,TRUXILLO,-,-
10H50,2600-2699,09/18/2017,14,1,Theft,1,Residence or House,BERRY,-,-
10H50,3300-3399,09/18/2017,15,1,Burglary,1,Residence or House,TUAM,-,-
10H50,3700-3799,09/18/2017,17,1,Theft,1,Apartment,BURKETT ST,-,ST
10H50,4400-4499,09/18/2017,17,1,Theft,1,Convenience Store,DUESENBERG,-,DR
10H50,2700-2799,09/19/2017,21,1,Theft,1,"Multi-Plex Home (Duplex,Triplex Etc.)",TRUXILLO,-,-
10H50,5800-5899,09/19/2017,17,1,Theft,1,Apartment,SOUTHSEAS,-,ST
10H50,2400-2499,09/19/2017,08,1,Theft,1,"Vacant Single Occ Resd(House,Townhs,Dplex)",ISABELLA,-,-
10H50,8800-8899,09/20/2017,21,1,Theft,1,"Road, Street, or Sidewalk",GULF FRWY,-,-
10H50,2600-2699,09/20/2017,16,1,Theft,1,Convenience Store,HOLMAN,-,-
10H50,2800-2899,09/20/2017,08,1,Burglary,1,Residence or House,ANITA ST,-,ST
10H50,2700-2799,09/20/2017,09,1,Robbery,1,"Road, Street, or Sidewalk",SCOTT ST,-,ST
10H50,3100-3199,09/20/2017,09,1,Burglary,1,Commercial Building,EMANCIPATION AVE,-,-
