# Offenses,Beat,Block Range,Date,Hour,Number of Records,Offense Type,Premise,Street Name,Suffix,Type
1,10H10,3200-3299,3/15/2017,08,1,Theft,Commercial Parking Lot or Garage,HARRISBURG,-,BLVD
1,10H10,4800-4899,3/15/2017,14,1,Theft,Convenience Store Parking Lot,HARRISBURG,-,BLVD
1,10H10,400-499,3/18/2017,09,1,Theft,Residence or House,NORWOOD,-,-
1,10H10,300-399,3/18/2017,11,1,Burglary,Warehouse,VELASCO,-,-
1,10H10,600-699,3/20/2017,10,1,Theft,Bank or Savings Institution Parking Lot,YORK,N,ST
1,10H10,5600-5699,3/20/2017,12,1,Robbery,"Road, Street, or Sidewalk",HARRISBURG,-,BLVD
1,10H10,4300-4399,2/27/2017,11,1,Theft,Residence or House,GARROW,-,-
1,10H10,100-199,2/28/2017,09,1,Auto Theft,Driveway,BURR,-,-
1,10H10,200-299,3/1/2017,11,1,Burglary,"Road, Street, or Sidewalk",LENOX,N,ST
1,10H10,400-499,3/1/2017,13,1,Theft,Residence or House,MILBY,N,ST
1,10H10,5800-5899,3/2/2017,01,1,Burglary,"Pawn, Resale Shop, or Flea Market",HARRISBURG,-,BLVD
1,10H10,3000-3099,3/2/2017,08,1,Theft,Driveway,HAWKINS,-,-
1,10H10,300-399,3/3/2017,07,1,Theft,Construction Site,DRENNAN,N,ST
1,10H10,5000-5099,3/3/2017,15,1,Robbery,"Road, Street, or Sidewalk",SHERMAN,-,-
1,10H10,3500-3599,3/5/2017,00,1,Theft,"Road, Street, or Sidewalk",HARRISBURG,-,BLVD
1,10H10,3100-3199,3/5/2017,11,1,Theft,Other Parking Lot,BERING,-,-
1,10H10,5500-5599,3/5/2017,17,1,Theft,Miscellaneous Business (Non-Specific),HARRISBURG,-,BLVD
1,10H10,300-399,3/9/2017,20,1,Robbery,Restaurant or Cafeteria,LOCKWOOD,S,DR
1,10H10,5000-5099,3/9/2017,23,1,Robbery,Convenience Store Parking Lot,HARRISBURG,-,BLVD
1,10H10,1900-1999,3/10/2017,06,1,Burglary,Apartment,RUNNELS,-,-
1,10H10,200-299,3/10/2017,12,1,Burglary,Residence or House,ENGEL,-,ST
1,10H10,300-399,3/10/2017,15,1,Theft,Convenience Store Parking Lot,LOCKWOOD,S,DR
1,10H10,300-399,3/23/2017,23,1,Theft,"Road, Street, or Sidewalk",DELANO,N,-
1,10H10,5200-5299,3/24/2017,20,1,Robbery,"Road, Street, or Sidewalk",CANAL,-,ST
1,10H10,5100-5199,3/25/2017,03,1,Burglary,"Electronics Store, Electrical Supplies",HARRISBURG,-,BLVD
1,10H10,3000-3099,3/27/2017,17,1,Theft,Other Parking Lot,CANAL,-,ST
1,10H10,3100-3199,3/27/2017,23,1,Theft,Bar or Night Club Parking Lot,HARRISBURG,-,BLVD
1,10H10,UNK,3/29/2017,00,1,Robbery,"Road, Street, or Sidewalk",SUPER,-,-
1,10H10,5700-5799,3/30/2017,09,1,Burglary,Auto Repair,HARRISBURG,-,BLVD
1,10H10,3000-3099,3/31/2017,22,1,Theft,"Road, Street, or Sidewalk",CANAL,-,ST
1,10H20,4000-4099,3/21/2017,06,1,Theft,Grocery Store or Supermarket Parking Lot,POLK,-,-
1,10H20,1400-1499,3/20/2017,11,1,Theft,Residence or House,GUSTAV,-,-
1,10H20,1100-1199,3/22/2017,06,1,Theft,"Road, Street, or Sidewalk",ELLISTON,-,ST
1,10H20,900-999,3/15/2017,17,1,Theft,"Daycare, Child Care, or Kindergarten",ALTIC,-,ST
1,10H20,1400-1499,3/17/2017,05,1,Theft,Driveway,MUNGER,-,ST
1,10H20,5400-5499,3/14/2017,17,1,Burglary,Residence or House,CAPITOL,S,ST
1,10H20,3900-3999,3/13/2017,06,1,Theft,Driveway,WOODLEIGH,-,-
1,10H20,4500-4599,3/11/2017,01,1,Auto Theft,Residence or House,RUSK,-,ST
1,10H20,5100-5199,3/11/2017,17,1,Theft,Driveway,PEASE,-,ST
1,10H20,1800-1899,3/10/2017,15,1,Theft,Department or Discount Store,DUMBLE,-,ST
1,10H20,4400-4499,3/6/2017,07,1,Theft,Driveway,LEELAND,-,-
1,10H20,2000-2099,3/6/2017,17,1,Theft,Commercial Parking Lot or Garage,DUMBLE,-,ST
1,10H20,4400-4499,3/2/2017,12,1,Theft,Residence or House,COYLE,-,ST
1,10H20,4200-4299,3/1/2017,15,1,Theft,"Multi-Plex Home (Duplex,Triplex Etc.)",RUSK,-,ST
1,10H20,4400-4499,3/30/2017,05,1,Theft,Miscellaneous Business (Non-Specific),GULF,-,FWY
1,10H20,1100-1199,3/28/2017,20,1,Theft,"Road, Street, or Sidewalk",DUMBLE,-,ST
1,10H20,4700-4799,3/29/2017,22,1,Burglary,Residence or House,BELL,-,ST
1,10H20,4800-4899,3/27/2017,07,1,Theft,Apartment Parking Lot,OAKLAND,-,-
1,10H20,5400-5499,3/25/2017,14,1,Theft,Elementary School,LAWNDALE,-,-
1,10H20,4400-4499,3/25/2017,18,1,Theft,"Road, Street, or Sidewalk",PEASE,-,ST
1,10H20,1400-1499,3/23/2017,16,1,Theft,"Road, Street, or Sidewalk",ELLIOTT,-,ST
1,10H20,4900-4999,3/23/2017,16,1,Burglary,Residence or House,LEELAND,-,-
1,10H20,4700-4799,3/22/2017,07,1,Theft,"Road, Street, or Sidewalk",JEFFERSON,-,ST
1,10H30,900-999,3/11/2017,21,1,Theft,Other Parking Lot,SAINT CHARLES,-,-
1,10H30,1500-1599,3/11/2017,13,1,Theft,"Road, Street, or Sidewalk",BASTROP,-,ST
1,10H30,1500-1599,3/12/2017,03,1,Theft,Bar or Night Club,SAINT EMANUEL,-,ST
1,10H30,600-699,3/17/2017,06,1,Theft,"Road, Street, or Sidewalk",DELANO,-,-
1,10H30,1100-1199,3/17/2017,07,1,Theft,"Road, Street, or Sidewalk",PALMER,-,ST
1,10H30,500-599,3/15/2017,19,1,Theft,Other Parking Lot,SAINT EMANUEL,-,ST
1,10H30,2300-2399,3/18/2017,15,1,Theft,"Road, Street, or Sidewalk",DALLAS,-,ST
1,10H30,800-899,3/18/2017,11,1,Theft,Bar or Night Club Parking Lot,SAINT EMANUEL,-,ST
1,10H30,2400-2499,3/17/2017,21,1,Theft,"Road, Street, or Sidewalk",MCKINNEY,-,ST
1,10H30,2200-2299,3/20/2017,10,1,Theft,Commercial Parking Lot or Garage,MCKINNEY,-,ST
1,10H30,2700-2799,3/20/2017,08,1,Theft,"Road, Street, or Sidewalk",CLAY,-,-
1,10H30,3300-3399,3/19/2017,13,1,Robbery,Vacant Other Out Build/Monument/UnderConst,ALTOONA,-,-
1,10H30,2000-2099,3/21/2017,00,1,Theft,Restaurant or Cafeteria Parking Lot,COMMERCE,-,ST
1,10H30,3400-3499,3/20/2017,19,1,Theft,Strip Business Center Parking Lot,LEELAND,-,-
1,10H30,600-699,2/26/2017,07,1,Burglary,Apartment,SAINT EMANUEL,-,ST
1,10H30,1000-1099,3/7/2017,22,1,Theft,Other Parking Lot,SAINT EMANUEL,-,ST
1,10H30,2200-2299,3/7/2017,22,1,Robbery,"Road, Street, or Sidewalk",DALLAS,-,ST
1,10H30,900-999,3/7/2017,23,1,Theft,Other Parking Lot,SAINT EMANUEL,-,ST
1,10H30,2100-2199,3/8/2017,01,1,Auto Theft,"Road, Street, or Sidewalk",RUSK,-,ST
1,10H30,2200-2299,3/5/2017,16,1,Theft,"Road, Street, or Sidewalk",WALKER,-,ST
1,10H30,2200-2299,3/6/2017,01,1,Robbery,"Road, Street, or Sidewalk",JEFFERSON,-,ST
1,10H30,1500-1599,3/5/2017,09,1,Theft,Bar or Night Club,SAINT EMANUEL,-,ST
1,10H30,2900-2999,3/3/2017,19,1,Burglary,"Vacant Single Occ Resd(House,Townhs,Dplex)",CLAY,-,-
1,10H30,2200-2299,3/3/2017,21,1,Theft,"Other, Unknown, or Not Listed",POLK,-,-
1,10H30,2100-2199,3/3/2017,23,1,Theft,"Road, Street, or Sidewalk",CLAY,-,-
1,10H30,3700-3799,3/8/2017,08,1,Burglary,"Road, Street, or Sidewalk",LEELAND,-,-
1,10H30,1000-1099,3/8/2017,09,1,Theft,Garage or Carport,HUTCHINS,-,-
1,10H30,2600-2699,3/8/2017,10,1,Theft,Commercial Parking Lot or Garage,CAPITOL,-,ST
1,10H30,2200-2299,3/8/2017,12,1,Theft,Garage or Carport,MCKINNEY,-,ST
1,10H30,2100-2199,3/10/2017,03,1,Theft,"Road, Street, or Sidewalk",POLK,-,-
1,10H30,1900-1999,3/10/2017,04,1,Robbery,"Road, Street, or Sidewalk",SCOTT,-,ST
1,10H30,1400-1499,3/9/2017,22,1,Burglary,"Vacant Single Occ Resd(House,Townhs,Dplex)",ENNIS,-,ST
1,10H30,1200-1299,3/9/2017,10,1,Theft,"Road, Street, or Sidewalk",NAGLE,-,-
1,10H30,800-899,3/10/2017,17,1,Theft,Bar or Night Club Parking Lot,SAINT EMANUEL,-,ST
1,10H30,1400-1499,3/10/2017,13,1,Theft,Residence or House,PAIGE,-,-
1,10H30,900-999,3/23/2017,08,1,Theft,"Road, Street, or Sidewalk",BASTROP,-,ST
1,10H30,3700-3799,3/25/2017,12,1,Theft,Miscellaneous Business (Non-Specific),LEELAND,-,-
1,10H30,400-499,3/26/2017,10,1,Theft,Miscellaneous Business (Non-Specific),DOWLING,-,ST
1,10H30,2000-2099,3/26/2017,17,1,Theft,Bar or Night Club,LEELAND,-,-
1,10H30,1400-1499,3/30/2017,01,1,Theft,"Road, Street, or Sidewalk",SAINT EMANUEL,-,ST
1,10H30,1200-1299,3/28/2017,21,1,Theft,Commercial Parking Lot or Garage,SAINT EMANUEL,-,ST
1,10H40,700-799,3/19/2017,19,1,Auto Theft,"Road, Street, or Sidewalk",HADLEY,-,ST
1,10H40,3200-3299,3/20/2017,11,1,Theft,"Gym, Recreat, Club House, Indoor Pool, Spa",LOUISIANA,-,ST
1,10H40,800-899,3/20/2017,03,1,Theft,"Road, Street, or Sidewalk",STUART,-,-
1,10H40,1000-1099,3/20/2017,06,1,Theft,"Road, Street, or Sidewalk",WEBSTER,-,ST
1,10H40,1100-1199,3/21/2017,20,1,Robbery,"Road, Street, or Sidewalk",MCGOWEN,-,ST
1,10H40,2200-2299,3/18/2017,11,1,Theft,"Road, Street, or Sidewalk",MILAM,-,-
1,10H40,900-999,3/17/2017,17,1,Theft,"Church, Synagogue, or Temple Parking Lot",TRUXILLO,-,-
1,10H40,2700-2799,3/18/2017,14,1,Auto Theft,Apartment Parking Lot,TRAVIS,-,-
1,10H40,2100-2199,3/18/2017,17,1,Theft,,LOUISIANA,-,ST
1,10H40,800-899,3/18/2017,23,1,Theft,"Road, Street, or Sidewalk",STUART,-,-
1,10H40,2500-2599,3/19/2017,10,1,Theft,"Road, Street, or Sidewalk",MAIN,-,ST
1,10H40,1500-1599,3/17/2017,07,1,Theft,Restaurant or Cafeteria Parking Lot,ALABAMA,-,ST
1,10H40,1000-1099,3/16/2017,23,1,Theft,"Road, Street, or Sidewalk",WINBERN,-,-
1,10H40,1100-1199,3/17/2017,11,1,Theft,"Road, Street, or Sidewalk",WEBSTER,-,ST
1,10H40,3100-3199,3/16/2017,13,1,Auto Theft,Residence or House,HAMILTON,-,ST
1,10H40,2900-2999,3/12/2017,05,1,Theft,"Road, Street, or Sidewalk",CRAWFORD,-,ST
1,10H40,4200-4299,3/12/2017,04,1,Burglary,Grocery Store or Supermarket,SAN JACINTO,-,ST
1,10H40,2300-2399,3/12/2017,16,1,Theft,"Road, Street, or Sidewalk",FANNIN,-,ST
1,10H40,3700-3799,3/13/2017,03,1,Burglary,Restaurant or Cafeteria,TRAVIS,-,-
1,10H40,1100-1199,3/10/2017,23,1,Theft,"Road, Street, or Sidewalk",BERRY,-,ST
1,10H40,900-999,3/11/2017,04,1,Theft,Apartment Parking Lot,TRUXILLO,-,-
1,10H40,2200-2299,3/13/2017,11,1,Theft,Grocery Store or Supermarket Parking Lot,LOUISIANA,-,ST
1,10H40,2000-2099,3/13/2017,17,1,Theft,Restaurant or Cafeteria Parking Lot,MAIN,-,-
1,10H40,900-999,3/13/2017,23,1,Theft,"Road, Street, or Sidewalk",WINBERN,-,-
1,10H40,4000-4099,3/14/2017,17,1,Theft,Apartment,FANNIN,-,ST
1,10H40,3400-3499,3/14/2017,13,1,Theft,Commercial Parking Lot or Garage,FANNIN,-,ST
1,10H40,4600-4699,3/10/2017,11,1,Theft,Apartment,MAIN,-,ST
1,10H40,2800-2899,3/10/2017,21,1,Theft,Commercial Parking Lot or Garage,CAROLINE,-,ST
1,10H40,UNK,3/10/2017,21,1,Theft,"Other, Unknown, or Not Listed",LA BRANCH,-,-
1,10H40,4500-4599,3/9/2017,11,1,Theft,Bus Station,MAIN,-,ST
1,10H40,2200-2299,3/9/2017,20,1,Theft,Grocery Store or Supermarket,LOUISIANA,-,ST
1,10H40,3200-3299,3/10/2017,06,1,Auto Theft,Other Parking Lot,SAN JACINTO,-,ST
1,10H40,1500-1599,3/8/2017,09,1,Burglary,Bar or Night Club,ALABAMA,-,ST
1,10H40,700-799,3/3/2017,23,1,Theft,"Road, Street, or Sidewalk",BERRY,-,ST
1,10H40,2900-2999,3/5/2017,16,1,Theft,Bar or Night Club Parking Lot,TRAVIS,-,-
1,10H40,900-999,3/6/2017,17,1,Theft,"Road, Street, or Sidewalk",FRANCIS,-,ST
1,10H40,1000-1099,3/1/2017,19,1,Theft,Restaurant or Cafeteria Parking Lot,GRAY,-,ST
1,10H40,700-799,3/2/2017,08,1,Theft,Restaurant or Cafeteria Parking Lot,STUART,-,-
1,10H40,2600-2699,3/2/2017,04,1,Burglary,"Gym, Recreat, Club House, Indoor Pool, Spa",LOUISIANA,-,ST
1,10H40,2700-2799,3/2/2017,15,1,Theft,Apartment Rental Office,TRAVIS,-,-
1,10H40,2400-2499,3/3/2017,18,1,Theft,Bar or Night Club,SAN JACINTO,-,ST
1,10H40,4200-4299,3/3/2017,08,1,Robbery,"Road, Street, or Sidewalk",SAN JACINTO,-,ST
1,10H40,3600-3699,3/2/2017,23,1,Theft,"Road, Street, or Sidewalk",TRAVIS,-,-
1,10H40,2700-2799,2/19/2017,12,1,Theft,"Road, Street, or Sidewalk",MILAM,-,-
1,10H40,2300-2399,2/19/2017,13,1,Robbery,"Road, Street, or Sidewalk",MAIN,-,ST
1,10H40,3300-3399,2/20/2017,11,1,Theft,Department or Discount Store,TRAVIS,-,-
1,10H40,3300-3399,2/2/2017,12,1,Theft,"Road, Street, or Sidewalk",CRAWFORD,-,ST
1,10H40,1000-1099,2/5/2017,17,1,Theft,"Road, Street, or Sidewalk",TUAM,-,-
1,10H40,3200-3299,3/1/2017,15,1,Theft,Other Parking Lot,LOUISIANA,-,ST
1,10H40,1100-1199,3/1/2017,06,1,Burglary,Miscellaneous Business (Non-Specific),HOLMAN,-,-
1,10H40,3400-3499,3/1/2017,07,1,Theft,Restaurant or Cafeteria Parking Lot,MILAM,-,-
1,10H40,4200-4299,3/30/2017,13,1,Theft,Driveway,TRAVIS,-,-
1,10H40,3100-3199,3/30/2017,15,1,Theft,Other Parking Lot,TRAVIS,-,-
1,10H40,2100-2199,3/30/2017,17,1,Theft,Bus Station,MAIN,-,ST
1,10H40,1100-1199,3/31/2017,00,1,Robbery,"Road, Street, or Sidewalk",WEBSTER,-,ST
1,10H40,800-899,3/28/2017,22,1,Theft,"Road, Street, or Sidewalk",STUART,-,-
1,10H40,2100-2199,3/28/2017,03,1,Theft,Bus Station,MAIN,-,ST
1,10H40,3500-3599,3/30/2017,00,1,Theft,"Road, Street, or Sidewalk",TRAVIS,-,-
1,10H40,800-899,3/29/2017,22,1,Theft,"Road, Street, or Sidewalk",BERRY,-,ST
1,10H40,2400-2499,3/29/2017,09,1,Theft,"Road, Street, or Sidewalk",CAROLINE,-,ST
1,10H40,3300-3399,3/27/2017,08,1,Theft,"Road, Street, or Sidewalk",CRAWFORD,-,ST
1,10H40,2500-2599,3/27/2017,14,1,Theft,Hotel or Motel Parking Lot,HAMILTON,-,ST
1,10H40,2000-2099,3/25/2017,12,1,Theft,Hospital,CRAWFORD,-,ST
1,10H40,500-599,3/25/2017,14,1,Theft,Freeway Service Road,SOUTHWEST,-,FWY
1,10H40,800-899,3/25/2017,07,1,Theft,"Road, Street, or Sidewalk",BERRY,-,ST
1,10H40,3400-3499,3/25/2017,00,1,Robbery,"Road, Street, or Sidewalk",SAN JACINTO,-,ST
1,10H40,2900-2999,3/24/2017,10,1,Theft,"Other, Unknown, or Not Listed",CHENEVERT,-,-
1,10H40,3300-3399,3/24/2017,13,1,Theft,Other Parking Lot,MILAM,-,-
1,10H40,2600-2699,3/24/2017,14,1,Theft,Restaurant or Cafeteria,LOUISIANA,-,ST
1,10H40,1400-1499,3/24/2017,18,1,Auto Theft,"Road, Street, or Sidewalk",CLEBURNE,-,ST
1,10H40,3600-3699,3/23/2017,08,1,Theft,"Church, Synagogue, or Temple",MILAM,-,-
1,10H40,3600-3699,3/23/2017,06,1,Theft,Apartment Parking Lot,CHENEVERT,-,-
1,10H40,1100-1199,3/22/2017,22,1,Theft,"Road, Street, or Sidewalk",BERRY,-,ST
1,10H40,3200-3299,3/22/2017,23,1,Theft,"Road, Street, or Sidewalk",MILAM,-,-
1,10H40,4300-4399,3/22/2017,19,1,Auto Theft,Other Parking Lot,FANNIN,-,ST
1,10H40,3200-3299,3/24/2017,00,1,Theft,Commercial Parking Lot or Garage,LOUISIANA,-,ST
1,10H40,3000-3099,3/23/2017,11,1,Theft,Miscellaneous Business (Non-Specific),TRAVIS,-,-
1,10H50,3500-3599,3/14/2017,16,1,Theft,"Road, Street, or Sidewalk",NAGLE,-,-
1,10H50,3300-3399,3/15/2017,06,1,Burglary,Residence or House,ROSALIE,-,-
1,10H50,3500-3599,3/14/2017,23,1,Theft,"Road, Street, or Sidewalk",ELGIN,-,ST
1,10H50,3300-3399,3/13/2017,11,1,Theft,Residence or House,BREMOND,-,ST
1,10H50,3200-3299,3/13/2017,12,1,Theft,Apartment Parking Lot,TRUXILLO,-,-
1,10H50,3200-3299,3/12/2017,09,1,Theft,Residence or House,REEVES,-,-
1,10H50,2800-2899,3/16/2017,14,1,Auto Theft,Residence or House,WINBERN,-,-
1,10H50,2600-2699,3/16/2017,19,1,Robbery,"Road, Street, or Sidewalk",LUCINDA,-,-
1,10H50,3800-3899,3/16/2017,07,1,Burglary,Convenience Store,DELANO,-,-
1,10H50,2800-2899,3/18/2017,21,1,Burglary,Residence or House,WINBERN,-,-
1,10H50,3300-3399,3/18/2017,13,1,Burglary,Residence or House,ALABAMA,E,ST
1,10H50,3800-3899,3/22/2017,04,1,Burglary,Miscellaneous Business (Non-Specific),DOWLING,-,ST
1,10H50,3800-3899,3/20/2017,09,1,Theft,"Road, Street, or Sidewalk",TUAM,-,-
1,10H50,2300-2399,3/20/2017,13,1,Theft,Service or Gas Station,FRANCIS,-,ST
1,10H50,2800-2899,3/21/2017,07,1,Theft,Apartment Parking Lot,HADLEY,-,ST
1,10H50,UNK,3/21/2017,09,1,Theft,Other Parking Lot,CALHOUN,-,RD
1,10H50,3100-3199,3/21/2017,09,1,Burglary,"Road, Street, or Sidewalk",WEBSTER,-,ST
1,10H50,3800-3899,2/28/2017,08,1,Auto Theft,"Road, Street, or Sidewalk",DOWLING,-,ST
1,10H50,2700-2799,3/1/2017,15,1,Theft,Convenience Store,ALABAMA,-,ST
1,10H50,2800-2899,2/9/2017,11,1,Theft,Residence or House,BERRY,-,ST
1,10H50,2300-2399,2/17/2017,09,1,Theft,Bar or Night Club,PIERCE,-,ST
1,10H50,2800-2899,1/3/2017,16,1,Burglary,Residence or House,TRUXILLO,-,-
1,10H50,3800-3899,2/22/2017,06,1,Theft,"Parks and Recreation, Zoo, Swimming Pool",LIVE OAK,-,-
1,10H50,3400-3499,3/2/2017,12,1,Robbery,"Road, Street, or Sidewalk",DENNIS,-,ST
1,10H50,3800-3899,3/2/2017,01,1,Robbery,"Road, Street, or Sidewalk",LIVE OAK,-,-
1,10H50,3300-3399,3/6/2017,08,1,Burglary,Convenience Store,WINBERN,-,-
1,10H50,3500-3599,3/6/2017,15,1,Theft,Residence or House,NAGLE,-,-
1,10H50,3600-3699,3/7/2017,09,1,Theft,Light Rail (Metro Rail) Vehicle,ELGIN,-,ST
1,10H50,3400-3499,3/7/2017,18,1,Burglary,Residence or House,TUAM,-,-
1,10H50,3300-3399,3/5/2017,09,1,Theft,Apartment,ALABAMA,-,ST
1,10H50,3200-3299,3/3/2017,23,1,Theft,"Road, Street, or Sidewalk",DENNIS,-,ST
1,10H50,2300-2399,3/4/2017,11,1,Theft,Bar or Night Club,ELGIN,-,ST
1,10H50,2100-2199,3/4/2017,19,1,Theft,"Road, Street, or Sidewalk",WEBSTER,-,ST
1,10H50,3500-3599,3/4/2017,20,1,Theft,Convenience Store Parking Lot,ELGIN,-,ST
1,10H50,2800-2899,3/8/2017,03,1,Theft,Convenience Store,TUAM,-,-
1,10H50,3400-3499,3/8/2017,13,1,Robbery,"Road, Street, or Sidewalk",WEBSTER,-,ST
1,10H50,3100-3199,3/9/2017,17,1,Auto Theft,Residence or House,LIVE OAK,-,-
1,10H50,2300-2399,3/9/2017,22,1,Theft,Restaurant or Cafeteria Parking Lot,ALABAMA,-,ST
1,10H50,3500-3599,3/9/2017,12,1,Robbery,Convenience Store Parking Lot,TIERWESTER,-,-
1,10H50,2000-2099,3/10/2017,10,1,Theft,"Road, Street, or Sidewalk",HUTCHINS,-,-
1,10H50,2500-2599,3/22/2017,22,1,Robbery,"Road, Street, or Sidewalk",SCOTT,-,ST
1,10H50,3300-3399,3/22/2017,16,1,Robbery,"Road, Street, or Sidewalk",ELGIN,-,ST
1,10H50,3400-3499,3/24/2017,12,1,Theft,Residence or House,REEVES,-,-
1,10H50,3300-3399,3/25/2017,10,1,Theft,Apartment Parking Lot,ALABAMA,-,ST
1,10H50,3400-3499,3/25/2017,16,1,Robbery,"Road, Street, or Sidewalk",ROSALIE,-,-
2,10H50,2100-2199,3/27/2017,17,1,Auto Theft,"Road, Street, or Sidewalk",MCGOWEN,-,ST
1,10H50,2800-2899,3/27/2017,10,1,Auto Theft,Convenience Store,SCOTT,-,ST
1,10H50,3000-3099,3/27/2017,12,1,Auto Theft,Strip Business Center Parking Lot,ALABAMA,-,ST
1,10H50,3100-3199,3/27/2017,00,1,Robbery,Residence or House,HUTCHINS,-,-
1,10H50,2200-2299,3/26/2017,18,1,Theft,Construction Site,FRANCIS,-,ST
1,10H50,2400-2499,3/26/2017,09,1,Theft,Service or Gas Station,CULLEN,-,BLVD
1,10H50,3500-3599,3/25/2017,20,1,Theft,Service or Gas Station,ELGIN,-,ST
1,10H50,3600-3699,3/25/2017,20,1,Theft,Residence or House,BRILEY,-,ST
1,10H50,2800-2899,3/28/2017,09,1,Theft,Driveway,WINBERN,-,-
1,10H50,3500-3599,3/28/2017,22,1,Robbery,Residence or House,ATTUCKS,-,ST
1,10H50,2000-2099,3/30/2017,21,1,Theft,Restaurant or Cafeteria Parking Lot,GRAY,-,ST
1,10H50,3200-3299,3/31/2017,13,1,Robbery,"Road, Street, or Sidewalk",ENNIS,-,ST
1,10H60,3500-3599,3/21/2017,10,1,Theft,Residence or House,PARKWOOD,N,DR
1,10H60,3300-3399,3/20/2017,19,1,Robbery,Warehouse,DIXIE,-,DR
1,10H60,3300-3399,3/19/2017,23,1,Theft,"Road, Street, or Sidewalk",DIXIE,-,DR
1,10H60,2700-2799,3/18/2017,16,1,Theft,Residence or House,EAGLE,-,ST
1,10H60,6500-6599,3/18/2017,06,1,Theft,"Road, Street, or Sidewalk",PEERLESS,-,-
1,10H60,2400-2499,3/18/2017,01,1,Theft,"Road, Street, or Sidewalk",BLODGETT,-,ST
1,10H60,4400-4499,3/16/2017,10,1,Theft,"Road, Street, or Sidewalk",DOWLING,-,ST
1,10H60,5200-5299,3/17/2017,08,1,Burglary,Miscellaneous Business (Non-Specific),SCOTT,-,ST
1,10H60,3600-3699,3/17/2017,06,1,Theft,Apartment Parking Lot,MACGREGOR,N,WAY
1,10H60,2900-2999,3/12/2017,13,1,Theft,"Road, Street, or Sidewalk",CLEBURNE,-,ST
1,10H60,2500-2599,3/13/2017,02,1,Theft,"Road, Street, or Sidewalk",ROSEWOOD,-,-
1,10H60,5200-5299,3/11/2017,21,1,Auto Theft,"Other, Unknown, or Not Listed",DOWLING,-,ST
1,10H60,3600-3699,3/11/2017,04,1,Burglary,"Physician, Doctor, Dentist's Office",OLD SPANISH,-,TRL
1,10H60,2400-2499,3/11/2017,10,1,Robbery,"Road, Street, or Sidewalk",SOUTHMORE,-,BLVD
1,10H60,3300-3399,3/13/2017,10,1,Theft,Hotel or Motel Parking Lot,DIXIE,-,DR
1,10H60,4500-4599,3/13/2017,04,1,Burglary,Miscellaneous Business (Non-Specific),OLD SPANISH,-,TRL
1,10H60,4500-4599,3/13/2017,13,1,Theft,Restaurant or Cafeteria Parking Lot,OLD SPANISH,-,TRL
1,10H60,2800-2899,3/15/2017,08,1,Burglary,Residence or House,EAGLE,-,ST
1,10H60,3500-3599,3/14/2017,13,1,Robbery,"Hotel, Motel, Inn, Etc.",SOUTHMORE,-,BLVD
1,10H60,2400-2499,3/10/2017,10,1,Theft,"Road, Street, or Sidewalk",CLEBURNE,-,ST
1,10H60,2600-2699,3/10/2017,12,1,Burglary,Apartment,ARBOR,-,ST
1,10H60,3700-3799,3/9/2017,09,1,Burglary,Apartment,SOUTHMORE,-,BLVD
1,10H60,3900-3999,3/9/2017,19,1,Theft,Commercial Building,OLD SPANISH,-,TRL
1,10H60,4700-4799,3/10/2017,05,1,Burglary,"Physician, Doctor, Dentist's Office",ENNIS,-,ST
1,10H60,3800-3899,3/10/2017,08,1,Theft,Residence or House,WENTWORTH,-,ST
1,10H60,4000-4099,3/9/2017,02,1,Robbery,Driveway,CHARLESTON,-,-
1,10H60,2800-2899,3/4/2017,17,1,Burglary,Garage or Carport,RUTH,-,-
1,10H60,3500-3599,3/4/2017,18,1,Theft,Apartment Parking Lot,CLEBURNE,-,ST
1,10H60,3300-3399,3/4/2017,14,1,Burglary,"Vacant Single Occ Resd(House,Townhs,Dplex)",WENTWORTH,-,ST
1,10H60,5500-5599,3/4/2017,08,1,Auto Theft,Apartment Parking Lot,SAMPSON,-,-
1,10H60,2400-2499,3/4/2017,01,1,Robbery,"Road, Street, or Sidewalk",BLODGETT,-,ST
1,10H60,3700-3799,3/4/2017,01,1,Theft,Apartment Parking Lot,SOUTHMORE,-,BLVD
1,10H60,6400-6499,3/3/2017,21,1,Theft,Apartment,DEL RIO,-,ST
1,10H60,4400-4499,3/5/2017,08,1,Theft,Residence or House,MACGREGOR,N,WAY
1,10H60,3300-3399,3/5/2017,21,1,Theft,"Road, Street, or Sidewalk",DIXIE,-,DR
1,10H60,6500-6599,3/5/2017,19,1,Theft,Other Parking Lot,PEERLESS,-,-
1,10H60,3200-3299,3/7/2017,16,1,Burglary,Apartment,ARBOR,-,ST
1,10H60,5900-5999,3/6/2017,13,1,Theft,"Laundry, Dry Cleaners, Washaterias",SCOTT,-,ST
1,10H60,3200-3299,3/6/2017,08,1,Theft,Residence or House,CHARLESTON,-,-
1,10H60,3200-3299,3/6/2017,21,1,Auto Theft,Other Parking Lot,DIXIE,-,DR
1,10H60,6500-6599,3/2/2017,01,1,Theft,"Road, Street, or Sidewalk",ALLEGHENY,-,ST
1,10H60,3700-3799,3/2/2017,08,1,Theft,Convenience Store Parking Lot,OLD SPANISH,-,TRL
1,10H60,4400-4499,3/1/2017,18,1,Theft,Bar or Night Club Parking Lot,DOWLING,-,ST
1,10H60,2500-2599,3/2/2017,10,1,Theft,Bar or Night Club,SOUTHMORE,-,BLVD
