Date,Number of Records,Primary Type
8/1/2017 12:30:00 AM,1,ROBBERY
8/1/2017 1:30:00 AM,1,ROBBERY
8/1/2017 4:40:00 AM,1,ROBBERY
8/1/2017 5:31:00 AM,1,ROBBERY
8/1/2017 5:41:00 AM,1,ROBBERY
8/1/2017 5:45:00 AM,1,ROBBERY
8/1/2017 11:50:00 AM,1,ROBBERY
8/1/2017 1:35:00 PM,1,ROBBERY
8/1/2017 5:30:00 PM,1,ROBBERY
8/1/2017 6:45:00 PM,1,ROBBERY
8/1/2017 8:30:00 PM,1,ROBBERY
8/1/2017 10:30:00 PM,1,ROBBERY
8/2/2017 4:00:00 AM,1,ROBBERY
8/2/2017 4:00:00 AM,1,ROBBERY
8/2/2017 8:30:00 AM,1,ROBBERY
8/2/2017 10:40:00 AM,1,ROBBERY
8/2/2017 12:10:00 PM,1,ROBBERY
8/2/2017 4:08:00 PM,1,ROBBERY
8/2/2017 7:40:00 PM,1,ROBBERY
8/2/2017 8:30:00 PM,1,ROBBERY
8/2/2017 11:10:00 PM,1,ROBBERY
8/3/2017 2:59:00 AM,1,ROBBERY
8/3/2017 12:00:00 PM,1,ROBBERY
8/3/2017 12:44:00 PM,1,ROBBERY
8/3/2017 3:18:00 PM,1,ROBBERY
8/3/2017 3:30:00 PM,1,ROBBERY
8/3/2017 6:20:00 PM,1,ROBBERY
8/3/2017 9:26:00 PM,1,ROBBERY
8/4/2017 1:30:00 AM,1,ROBBERY
8/4/2017 10:30:00 AM,1,ROBBERY
8/4/2017 10:55:00 AM,1,ROBBERY
8/4/2017 12:45:00 PM,1,ROBBERY
8/4/2017 12:54:00 PM,1,ROBBERY
8/4/2017 4:20:00 PM,1,ROBBERY
8/4/2017 11:07:00 PM,1,ROBBERY
8/5/2017 1:35:00 AM,1,ROBBERY
8/5/2017 1:50:00 AM,1,ROBBERY
8/5/2017 1:50:00 AM,1,ROBBERY
8/5/2017 2:52:00 AM,1,ROBBERY
8/5/2017 7:30:00 AM,1,ROBBERY
8/5/2017 9:50:00 AM,1,ROBBERY
8/5/2017 4:30:00 PM,1,ROBBERY
8/5/2017 7:30:00 PM,1,ROBBERY
8/5/2017 9:00:00 PM,1,ROBBERY
8/5/2017 11:25:00 PM,1,ROBBERY
8/6/2017 1:15:00 AM,1,ROBBERY
8/6/2017 1:50:00 AM,1,ROBBERY
8/6/2017 3:30:00 AM,1,ROBBERY
8/6/2017 11:35:00 PM,1,ROBBERY
8/6/2017 11:45:00 PM,1,ROBBERY
8/7/2017 12:30:00 AM,1,ROBBERY
8/7/2017 1:20:00 AM,1,ROBBERY
8/7/2017 1:20:00 AM,1,ROBBERY
8/7/2017 2:30:00 AM,1,ROBBERY
8/7/2017 2:50:00 AM,1,ROBBERY
8/7/2017 3:40:00 AM,1,ROBBERY
8/7/2017 4:15:00 AM,1,ROBBERY
8/7/2017 4:15:00 AM,1,ROBBERY
8/7/2017 10:00:00 AM,1,ROBBERY
8/7/2017 10:23:00 AM,1,ROBBERY
8/7/2017 4:45:00 PM,1,ROBBERY
8/8/2017 1:00:00 AM,1,ROBBERY
8/8/2017 9:18:00 AM,1,ROBBERY
8/8/2017 1:30:00 PM,1,ROBBERY
8/8/2017 8:55:00 PM,1,ROBBERY
8/8/2017 11:53:00 PM,1,ROBBERY
8/9/2017 12:07:00 AM,1,ROBBERY
8/9/2017 1:00:00 AM,1,ROBBERY
8/9/2017 11:40:00 AM,1,ROBBERY
8/10/2017 2:00:00 AM,1,ROBBERY
8/10/2017 3:52:00 AM,1,ROBBERY
8/10/2017 3:58:00 AM,1,ROBBERY
8/10/2017 10:30:00 AM,1,ROBBERY
8/10/2017 12:00:00 PM,1,ROBBERY
8/10/2017 12:08:00 PM,1,ROBBERY
8/10/2017 4:45:00 PM,1,ROBBERY
8/10/2017 8:50:00 PM,1,ROBBERY
8/10/2017 9:42:00 PM,1,ROBBERY
8/11/2017 12:05:00 AM,1,ROBBERY
8/11/2017 3:35:00 AM,1,ROBBERY
8/11/2017 1:00:00 PM,1,ROBBERY
8/11/2017 5:50:00 PM,1,ROBBERY
8/11/2017 9:10:00 PM,1,ROBBERY
8/11/2017 10:35:00 PM,1,ROBBERY
8/12/2017 12:01:00 AM,1,ROBBERY
8/12/2017 1:00:00 AM,1,ROBBERY
8/12/2017 8:48:00 AM,1,ROBBERY
8/12/2017 4:14:00 PM,1,ROBBERY
8/12/2017 9:30:00 PM,1,ROBBERY
8/12/2017 11:10:00 PM,1,ROBBERY
8/13/2017 5:00:00 AM,1,ROBBERY
8/13/2017 9:30:00 AM,1,ROBBERY
8/13/2017 9:15:00 PM,1,ROBBERY
8/14/2017 7:20:00 AM,1,ROBBERY
8/14/2017 8:24:00 PM,1,ROBBERY
8/14/2017 8:51:00 PM,1,ROBBERY
8/15/2017 2:30:00 AM,1,ROBBERY
8/15/2017 3:56:00 AM,1,ROBBERY
8/15/2017 2:30:00 PM,1,ROBBERY
8/15/2017 4:09:00 PM,1,ROBBERY
8/15/2017 8:30:00 PM,1,ROBBERY
8/15/2017 10:00:00 PM,1,ROBBERY
8/15/2017 10:50:00 PM,1,ROBBERY
8/16/2017 5:20:00 AM,1,ROBBERY
8/16/2017 5:20:00 AM,1,ROBBERY
8/16/2017 6:15:00 AM,1,ROBBERY
8/16/2017 7:46:00 AM,1,ROBBERY
8/16/2017 8:40:00 AM,1,ROBBERY
8/16/2017 11:25:00 PM,1,ROBBERY
8/16/2017 11:30:00 PM,1,ROBBERY
8/17/2017 12:28:00 AM,1,ROBBERY
8/17/2017 12:50:00 AM,1,ROBBERY
8/17/2017 12:55:00 AM,1,ROBBERY
8/17/2017 1:00:00 AM,1,ROBBERY
8/17/2017 1:20:00 AM,1,ROBBERY
8/17/2017 2:00:00 AM,1,ROBBERY
8/17/2017 2:15:00 AM,1,ROBBERY
8/17/2017 4:45:00 AM,1,ROBBERY
8/17/2017 3:38:00 PM,1,ROBBERY
8/17/2017 11:18:00 PM,1,ROBBERY
8/18/2017 1:05:00 AM,1,ROBBERY
8/18/2017 3:19:00 AM,1,ROBBERY
8/18/2017 3:50:00 AM,1,ROBBERY
8/18/2017 4:30:00 AM,1,ROBBERY
8/18/2017 5:09:00 AM,1,ROBBERY
8/18/2017 5:15:00 AM,1,ROBBERY
8/18/2017 5:21:00 AM,1,ROBBERY
8/18/2017 9:38:00 AM,1,ROBBERY
8/19/2017 1:30:00 AM,1,ROBBERY
8/19/2017 2:50:00 AM,1,ROBBERY
8/19/2017 3:15:00 AM,1,ROBBERY
8/19/2017 4:00:00 AM,1,ROBBERY
8/19/2017 4:30:00 AM,1,ROBBERY
8/19/2017 6:24:00 PM,1,ROBBERY
8/19/2017 6:27:00 PM,1,ROBBERY
8/19/2017 8:12:00 PM,1,ROBBERY
8/19/2017 10:05:00 PM,1,ROBBERY
8/19/2017 11:15:00 PM,1,ROBBERY
8/19/2017 11:50:00 PM,1,ROBBERY
8/20/2017 1:03:00 AM,1,ROBBERY
8/20/2017 2:30:00 AM,1,ROBBERY
8/20/2017 6:15:00 AM,1,ROBBERY
8/20/2017 6:15:00 AM,1,ROBBERY
8/20/2017 7:00:00 AM,1,ROBBERY
8/20/2017 8:30:00 AM,1,ROBBERY
8/20/2017 5:15:00 PM,1,ROBBERY
8/20/2017 11:30:00 PM,1,ROBBERY
8/21/2017 1:21:00 AM,1,ROBBERY
8/21/2017 6:44:00 AM,1,ROBBERY
8/21/2017 9:20:00 AM,1,ROBBERY
8/21/2017 9:40:00 AM,1,ROBBERY
8/21/2017 1:05:00 PM,1,ROBBERY
8/21/2017 4:30:00 PM,1,ROBBERY
8/21/2017 6:05:00 PM,1,ROBBERY
8/21/2017 7:20:00 PM,1,ROBBERY
8/21/2017 8:30:00 PM,1,ROBBERY
8/22/2017 1:50:00 AM,1,ROBBERY
8/22/2017 2:34:00 AM,1,ROBBERY
8/22/2017 7:15:00 AM,1,ROBBERY
8/22/2017 8:08:00 AM,1,ROBBERY
8/22/2017 8:30:00 AM,1,ROBBERY
8/22/2017 8:30:00 AM,1,ROBBERY
8/22/2017 8:45:00 AM,1,ROBBERY
8/22/2017 8:50:00 AM,1,ROBBERY
8/22/2017 8:55:00 AM,1,ROBBERY
8/22/2017 10:07:00 AM,1,ROBBERY
8/22/2017 10:49:00 AM,1,ROBBERY
8/22/2017 2:30:00 PM,1,ROBBERY
8/22/2017 5:30:00 PM,1,ROBBERY
8/23/2017 5:15:00 AM,1,ROBBERY
8/23/2017 6:25:00 AM,1,ROBBERY
8/23/2017 6:30:00 AM,1,ROBBERY
8/23/2017 6:30:00 AM,1,ROBBERY
8/23/2017 6:40:00 AM,1,ROBBERY
8/23/2017 6:40:00 AM,1,ROBBERY
8/23/2017 6:45:00 AM,1,ROBBERY
8/23/2017 7:00:00 AM,1,ROBBERY
8/23/2017 7:55:00 AM,1,ROBBERY
8/23/2017 7:58:00 AM,1,ROBBERY
8/23/2017 3:45:00 PM,1,ROBBERY
8/23/2017 6:15:00 PM,1,ROBBERY
8/23/2017 6:45:00 PM,1,ROBBERY
8/23/2017 8:27:00 PM,1,ROBBERY
8/23/2017 11:00:00 PM,1,ROBBERY
8/24/2017 12:37:00 AM,1,ROBBERY
8/24/2017 6:20:00 AM,1,ROBBERY
8/24/2017 10:16:00 PM,1,ROBBERY
8/24/2017 11:20:00 PM,1,ROBBERY
8/25/2017 10:35:00 AM,1,ROBBERY
8/25/2017 10:41:00 AM,1,ROBBERY
8/25/2017 4:40:00 PM,1,ROBBERY
8/25/2017 4:50:00 PM,1,ROBBERY
8/25/2017 9:47:00 PM,1,ROBBERY
8/25/2017 10:30:00 PM,1,ROBBERY
8/25/2017 11:05:00 PM,1,ROBBERY
8/26/2017 12:25:00 AM,1,ROBBERY
8/26/2017 11:45:00 AM,1,ROBBERY
8/26/2017 2:15:00 PM,1,ROBBERY
8/26/2017 3:25:00 PM,1,ROBBERY
8/26/2017 3:40:00 PM,1,ROBBERY
8/26/2017 10:58:00 PM,1,ROBBERY
8/26/2017 11:00:00 PM,1,ROBBERY
8/26/2017 11:30:00 PM,1,ROBBERY
8/27/2017 12:00:00 AM,1,ROBBERY
8/27/2017 2:10:00 AM,1,ROBBERY
8/27/2017 2:30:00 AM,1,ROBBERY
8/27/2017 4:00:00 AM,1,ROBBERY
8/27/2017 5:09:00 AM,1,ROBBERY
8/27/2017 6:00:00 AM,1,ROBBERY
8/27/2017 7:00:00 AM,1,ROBBERY
8/27/2017 9:30:00 AM,1,ROBBERY
8/27/2017 3:14:00 PM,1,ROBBERY
8/27/2017 5:20:00 PM,1,ROBBERY
8/27/2017 9:50:00 PM,1,ROBBERY
8/28/2017 1:30:00 AM,1,ROBBERY
8/28/2017 3:55:00 AM,1,ROBBERY
8/28/2017 5:45:00 AM,1,ROBBERY
8/28/2017 1:00:00 PM,1,ROBBERY
8/28/2017 1:15:00 PM,1,ROBBERY
8/28/2017 3:00:00 PM,1,ROBBERY
8/28/2017 5:40:00 PM,1,ROBBERY
8/29/2017 1:30:00 AM,1,ROBBERY
8/29/2017 3:30:00 AM,1,ROBBERY
8/29/2017 4:50:00 AM,1,ROBBERY
8/29/2017 4:55:00 AM,1,ROBBERY
8/29/2017 5:57:00 AM,1,ROBBERY
8/29/2017 10:00:00 AM,1,ROBBERY
8/29/2017 10:07:00 AM,1,ROBBERY
8/29/2017 1:35:00 PM,1,ROBBERY
8/29/2017 2:20:00 PM,1,ROBBERY
8/29/2017 6:15:00 PM,1,ROBBERY
8/29/2017 8:30:00 PM,1,ROBBERY
8/29/2017 8:30:00 PM,1,ROBBERY
8/29/2017 8:35:00 PM,1,ROBBERY
8/29/2017 8:50:00 PM,1,ROBBERY
8/29/2017 10:14:00 PM,1,ROBBERY
8/29/2017 10:29:00 PM,1,ROBBERY
8/29/2017 10:33:00 PM,1,ROBBERY
8/29/2017 11:05:00 PM,1,ROBBERY
8/30/2017 1:45:00 AM,1,ROBBERY
8/30/2017 4:48:00 AM,1,ROBBERY
8/30/2017 5:40:00 AM,1,ROBBERY
8/30/2017 6:35:00 AM,1,ROBBERY
8/30/2017 11:39:00 AM,1,ROBBERY
8/30/2017 1:10:00 PM,1,ROBBERY
8/30/2017 7:40:00 PM,1,ROBBERY
8/30/2017 11:15:00 PM,1,ROBBERY
8/30/2017 11:45:00 PM,1,ROBBERY
8/31/2017 1:05:00 AM,1,ROBBERY
8/31/2017 10:21:00 AM,1,ROBBERY
8/31/2017 11:50:00 AM,1,ROBBERY
8/31/2017 1:00:00 PM,1,ROBBERY
8/31/2017 1:17:00 PM,1,ROBBERY
8/31/2017 2:10:00 PM,1,ROBBERY
8/31/2017 10:15:00 PM,1,ROBBERY
8/31/2017 11:00:00 PM,1,ROBBERY
8/31/2017 11:03:00 PM,1,ROBBERY
9/1/2017 12:05:00 AM,1,ROBBERY
9/1/2017 12:48:00 AM,1,ROBBERY
9/1/2017 12:55:00 AM,1,ROBBERY
9/1/2017 1:01:00 AM,1,ROBBERY
9/1/2017 2:30:00 AM,1,ROBBERY
9/1/2017 2:30:00 AM,1,ROBBERY
9/1/2017 3:30:00 AM,1,ROBBERY
9/1/2017 3:30:00 AM,1,ROBBERY
9/1/2017 3:45:00 AM,1,ROBBERY
9/1/2017 4:05:00 AM,1,ROBBERY
9/1/2017 9:52:00 AM,1,ROBBERY
9/1/2017 12:15:00 PM,1,ROBBERY
9/1/2017 3:15:00 PM,1,ROBBERY
9/1/2017 3:35:00 PM,1,ROBBERY
9/1/2017 10:45:00 PM,1,ROBBERY
9/2/2017 3:23:00 AM,1,ROBBERY
9/2/2017 10:50:00 AM,1,ROBBERY
9/2/2017 1:30:00 PM,1,ROBBERY
9/2/2017 8:01:00 PM,1,ROBBERY
9/2/2017 8:52:00 PM,1,ROBBERY
9/2/2017 9:50:00 PM,1,ROBBERY
9/2/2017 10:46:00 PM,1,ROBBERY
9/2/2017 11:00:00 PM,1,ROBBERY
9/2/2017 11:15:00 PM,1,ROBBERY
9/2/2017 11:25:00 PM,1,ROBBERY
9/2/2017 11:48:00 PM,1,ROBBERY
9/3/2017 12:25:00 AM,1,ROBBERY
9/3/2017 1:00:00 AM,1,ROBBERY
9/3/2017 1:15:00 AM,1,ROBBERY
9/3/2017 11:17:00 AM,1,ROBBERY
9/3/2017 6:20:00 PM,1,ROBBERY
9/3/2017 9:30:00 PM,1,ROBBERY
9/3/2017 10:30:00 PM,1,ROBBERY
9/3/2017 10:30:00 PM,1,ROBBERY
9/4/2017 1:00:00 AM,1,ROBBERY
9/4/2017 2:25:00 AM,1,ROBBERY
9/4/2017 4:30:00 AM,1,ROBBERY
9/4/2017 8:12:00 PM,1,ROBBERY
9/4/2017 8:35:00 PM,1,ROBBERY
9/5/2017 2:30:00 PM,1,ROBBERY
9/5/2017 4:18:00 PM,1,ROBBERY
9/5/2017 5:50:00 PM,1,ROBBERY
9/5/2017 8:56:00 PM,1,ROBBERY
9/5/2017 10:07:00 PM,1,ROBBERY
9/6/2017 12:00:00 AM,1,ROBBERY
9/6/2017 6:40:00 AM,1,ROBBERY
9/6/2017 10:45:00 AM,1,ROBBERY
9/6/2017 12:00:00 PM,1,ROBBERY
9/6/2017 9:42:00 PM,1,ROBBERY
9/6/2017 10:06:00 PM,1,ROBBERY
9/6/2017 11:30:00 PM,1,ROBBERY
9/7/2017 1:23:00 AM,1,ROBBERY
9/7/2017 3:10:00 AM,1,ROBBERY
9/7/2017 8:45:00 AM,1,ROBBERY
9/7/2017 9:45:00 AM,1,ROBBERY
9/7/2017 2:00:00 PM,1,ROBBERY
9/7/2017 7:33:00 PM,1,ROBBERY
9/7/2017 10:39:00 PM,1,ROBBERY
9/8/2017 8:15:00 AM,1,ROBBERY
9/8/2017 11:15:00 PM,1,ROBBERY
9/9/2017 12:30:00 AM,1,ROBBERY
9/9/2017 12:30:00 AM,1,ROBBERY
9/9/2017 1:00:00 AM,1,ROBBERY
9/9/2017 1:47:00 AM,1,ROBBERY
9/9/2017 2:50:00 AM,1,ROBBERY
9/9/2017 2:07:00 PM,1,ROBBERY
9/9/2017 2:55:00 PM,1,ROBBERY
9/9/2017 3:05:00 PM,1,ROBBERY
9/9/2017 4:00:00 PM,1,ROBBERY
9/10/2017 5:10:00 AM,1,ROBBERY
9/10/2017 8:50:00 AM,1,ROBBERY
9/10/2017 1:25:00 PM,1,ROBBERY
9/10/2017 2:40:00 PM,1,ROBBERY
9/10/2017 3:35:00 PM,1,ROBBERY
9/10/2017 7:36:00 PM,1,ROBBERY
9/11/2017 1:30:00 AM,1,ROBBERY
9/11/2017 1:30:00 AM,1,ROBBERY
9/11/2017 1:45:00 AM,1,ROBBERY
9/11/2017 5:25:00 AM,1,ROBBERY
9/11/2017 5:40:00 AM,1,ROBBERY
9/11/2017 5:55:00 AM,1,ROBBERY
9/11/2017 11:28:00 AM,1,ROBBERY
9/11/2017 9:40:00 PM,1,ROBBERY
9/11/2017 9:52:00 PM,1,ROBBERY
9/11/2017 10:00:00 PM,1,ROBBERY
9/12/2017 2:49:00 AM,1,ROBBERY
9/14/2017 12:00:00 AM,1,ROBBERY
9/14/2017 12:15:00 AM,1,ROBBERY
9/14/2017 4:20:00 AM,1,ROBBERY
9/14/2017 5:45:00 AM,1,ROBBERY
9/14/2017 11:15:00 AM,1,ROBBERY
9/14/2017 2:30:00 PM,1,ROBBERY
9/14/2017 7:50:00 PM,1,ROBBERY
9/14/2017 8:54:00 PM,1,ROBBERY
9/15/2017 12:55:00 AM,1,ROBBERY
9/15/2017 1:07:00 AM,1,ROBBERY
9/15/2017 10:20:00 AM,1,ROBBERY
9/15/2017 11:05:00 AM,1,ROBBERY
9/15/2017 11:30:00 AM,1,ROBBERY
9/15/2017 1:12:00 PM,1,ROBBERY
9/15/2017 2:10:00 PM,1,ROBBERY
9/15/2017 10:20:00 PM,1,ROBBERY
9/16/2017 12:00:00 AM,1,ROBBERY
9/16/2017 1:05:00 AM,1,ROBBERY
9/16/2017 4:00:00 AM,1,ROBBERY
9/16/2017 4:45:00 AM,1,ROBBERY
9/16/2017 5:23:00 AM,1,ROBBERY
9/16/2017 8:38:00 AM,1,ROBBERY
9/16/2017 12:45:00 PM,1,ROBBERY
9/16/2017 10:05:00 PM,1,ROBBERY
9/17/2017 3:20:00 AM,1,ROBBERY
9/17/2017 4:55:00 AM,1,ROBBERY
9/17/2017 5:10:00 AM,1,ROBBERY
9/17/2017 11:30:00 PM,1,ROBBERY
9/18/2017 4:00:00 AM,1,ROBBERY
9/18/2017 3:00:00 PM,1,ROBBERY
9/18/2017 3:12:00 PM,1,ROBBERY
9/18/2017 4:00:00 PM,1,ROBBERY
9/18/2017 5:30:00 PM,1,ROBBERY
9/19/2017 1:43:00 AM,1,ROBBERY
9/19/2017 2:35:00 AM,1,ROBBERY
9/19/2017 4:30:00 AM,1,ROBBERY
9/19/2017 10:35:00 AM,1,ROBBERY
9/19/2017 1:20:00 PM,1,ROBBERY
9/19/2017 1:54:00 PM,1,ROBBERY
9/19/2017 4:00:00 PM,1,ROBBERY
9/19/2017 10:10:00 PM,1,ROBBERY
9/20/2017 2:42:00 AM,1,ROBBERY
9/20/2017 3:40:00 AM,1,ROBBERY
9/20/2017 6:40:00 AM,1,ROBBERY
9/20/2017 8:21:00 AM,1,ROBBERY
9/20/2017 1:30:00 PM,1,ROBBERY
9/20/2017 3:20:00 PM,1,ROBBERY
9/20/2017 4:00:00 PM,1,ROBBERY
9/20/2017 4:30:00 PM,1,ROBBERY
9/21/2017 12:25:00 PM,1,ROBBERY
9/21/2017 2:40:00 PM,1,ROBBERY
9/21/2017 3:14:00 PM,1,ROBBERY
9/21/2017 3:40:00 PM,1,ROBBERY
9/21/2017 5:35:00 PM,1,ROBBERY
9/21/2017 7:15:00 PM,1,ROBBERY
9/21/2017 11:01:00 PM,1,ROBBERY
9/21/2017 11:35:00 PM,1,ROBBERY
9/21/2017 11:55:00 PM,1,ROBBERY
9/22/2017 12:00:00 AM,1,ROBBERY
9/22/2017 12:07:00 AM,1,ROBBERY
9/22/2017 4:40:00 AM,1,ROBBERY
9/22/2017 1:45:00 PM,1,ROBBERY
9/22/2017 2:45:00 PM,1,ROBBERY
9/22/2017 3:05:00 PM,1,ROBBERY
9/22/2017 4:42:00 PM,1,ROBBERY
9/22/2017 7:00:00 PM,1,ROBBERY
9/22/2017 8:00:00 PM,1,ROBBERY
9/23/2017 1:40:00 AM,1,ROBBERY
9/23/2017 1:45:00 AM,1,ROBBERY
9/23/2017 2:00:00 AM,1,ROBBERY
9/23/2017 5:50:00 AM,1,ROBBERY
9/23/2017 6:00:00 AM,1,ROBBERY
9/23/2017 5:08:00 PM,1,ROBBERY
9/23/2017 7:35:00 PM,1,ROBBERY
9/23/2017 8:03:00 PM,1,ROBBERY
9/23/2017 9:30:00 PM,1,ROBBERY
9/23/2017 9:30:00 PM,1,ROBBERY
9/23/2017 10:55:00 PM,1,ROBBERY
9/24/2017 12:15:00 AM,1,ROBBERY
9/24/2017 12:50:00 AM,1,ROBBERY
9/24/2017 2:10:00 AM,1,ROBBERY
9/24/2017 4:00:00 AM,1,ROBBERY
9/24/2017 1:01:00 PM,1,ROBBERY
9/24/2017 1:15:00 PM,1,ROBBERY
9/24/2017 9:15:00 PM,1,ROBBERY
9/24/2017 10:00:00 PM,1,ROBBERY
9/24/2017 11:20:00 PM,1,ROBBERY
9/25/2017 12:50:00 AM,1,ROBBERY
9/25/2017 7:30:00 PM,1,ROBBERY
9/25/2017 10:55:00 PM,1,ROBBERY
9/25/2017 11:40:00 PM,1,ROBBERY
9/26/2017 12:09:00 AM,1,ROBBERY
9/26/2017 1:45:00 PM,1,ROBBERY
9/26/2017 3:30:00 PM,1,ROBBERY
9/26/2017 8:00:00 PM,1,ROBBERY
9/26/2017 8:30:00 PM,1,ROBBERY
9/26/2017 8:50:00 PM,1,ROBBERY
9/27/2017 3:55:00 AM,1,ROBBERY
9/27/2017 5:07:00 AM,1,ROBBERY
9/27/2017 5:30:00 AM,1,ROBBERY
9/27/2017 5:30:00 AM,1,ROBBERY
9/27/2017 6:10:00 AM,1,ROBBERY
9/27/2017 8:00:00 AM,1,ROBBERY
9/27/2017 11:20:00 AM,1,ROBBERY
9/27/2017 2:00:00 PM,1,ROBBERY
9/27/2017 4:02:00 PM,1,ROBBERY
9/27/2017 5:30:00 PM,1,ROBBERY
9/27/2017 8:45:00 PM,1,ROBBERY
9/27/2017 9:41:00 PM,1,ROBBERY
9/27/2017 9:51:00 PM,1,ROBBERY
9/28/2017 6:15:00 AM,1,ROBBERY
9/28/2017 10:11:00 AM,1,ROBBERY
9/28/2017 10:15:00 AM,1,ROBBERY
9/28/2017 4:00:00 PM,1,ROBBERY
9/28/2017 6:33:00 PM,1,ROBBERY
9/28/2017 7:40:00 PM,1,ROBBERY
9/29/2017 12:40:00 AM,1,ROBBERY
9/29/2017 2:00:00 AM,1,ROBBERY
9/29/2017 4:25:00 AM,1,ROBBERY
9/29/2017 10:30:00 AM,1,ROBBERY
9/29/2017 1:40:00 PM,1,ROBBERY
9/29/2017 5:26:00 PM,1,ROBBERY
9/29/2017 5:55:00 PM,1,ROBBERY
9/29/2017 6:25:00 PM,1,ROBBERY
9/29/2017 7:30:00 PM,1,ROBBERY
9/29/2017 10:21:00 PM,1,ROBBERY
9/30/2017 12:43:00 AM,1,ROBBERY
9/30/2017 1:40:00 AM,1,ROBBERY
9/30/2017 3:45:00 AM,1,ROBBERY
9/30/2017 8:00:00 AM,1,ROBBERY
9/30/2017 10:52:00 AM,1,ROBBERY
9/30/2017 4:46:00 PM,1,ROBBERY
9/30/2017 5:35:00 PM,1,ROBBERY
9/30/2017 9:30:00 PM,1,ROBBERY
9/30/2017 10:22:00 PM,1,ROBBERY
9/30/2017 11:51:00 PM,1,ROBBERY
10/1/2017 12:15:00 AM,1,ROBBERY
10/1/2017 2:00:00 AM,1,ROBBERY
10/1/2017 7:50:00 AM,1,ROBBERY
10/1/2017 12:00:00 PM,1,ROBBERY
10/1/2017 9:40:00 PM,1,ROBBERY
10/1/2017 11:35:00 PM,1,ROBBERY
10/2/2017 1:30:00 AM,1,ROBBERY
10/2/2017 10:30:00 AM,1,ROBBERY
10/2/2017 11:00:00 AM,1,ROBBERY
10/2/2017 12:00:00 PM,1,ROBBERY
10/2/2017 4:45:00 PM,1,ROBBERY
10/2/2017 6:50:00 PM,1,ROBBERY
10/2/2017 8:20:00 PM,1,ROBBERY
10/2/2017 9:00:00 PM,1,ROBBERY
10/2/2017 9:10:00 PM,1,ROBBERY
10/3/2017 9:40:00 AM,1,ROBBERY
10/3/2017 10:24:00 AM,1,ROBBERY
10/3/2017 2:50:00 PM,1,ROBBERY
10/3/2017 6:58:00 PM,1,ROBBERY
10/3/2017 11:00:00 PM,1,ROBBERY
10/4/2017 1:20:00 AM,1,ROBBERY
10/4/2017 4:00:00 AM,1,ROBBERY
10/4/2017 5:00:00 AM,1,ROBBERY
10/4/2017 9:00:00 PM,1,ROBBERY
10/4/2017 9:55:00 PM,1,ROBBERY
10/4/2017 10:20:00 PM,1,ROBBERY
10/5/2017 8:00:00 AM,1,ROBBERY
10/5/2017 12:30:00 PM,1,ROBBERY
10/5/2017 1:20:00 PM,1,ROBBERY
10/5/2017 5:20:00 PM,1,ROBBERY
10/5/2017 6:05:00 PM,1,ROBBERY
10/5/2017 6:08:00 PM,1,ROBBERY
10/5/2017 7:18:00 PM,1,ROBBERY
10/6/2017 9:30:00 AM,1,ROBBERY
10/6/2017 10:06:00 AM,1,ROBBERY
10/6/2017 10:30:00 PM,1,ROBBERY
10/7/2017 3:40:00 AM,1,ROBBERY
10/7/2017 3:30:00 PM,1,ROBBERY
10/8/2017 3:00:00 PM,1,ROBBERY
10/8/2017 8:28:00 PM,1,ROBBERY
10/8/2017 8:40:00 PM,1,ROBBERY
10/8/2017 8:50:00 PM,1,ROBBERY
10/8/2017 10:30:00 PM,1,ROBBERY
10/8/2017 10:30:00 PM,1,ROBBERY
10/9/2017 3:45:00 AM,1,ROBBERY
10/9/2017 3:53:00 AM,1,ROBBERY
10/9/2017 7:12:00 PM,1,ROBBERY
10/9/2017 8:15:00 PM,1,ROBBERY
10/9/2017 8:26:00 PM,1,ROBBERY
10/9/2017 8:43:00 PM,1,ROBBERY
10/9/2017 9:15:00 PM,1,ROBBERY
10/9/2017 9:45:00 PM,1,ROBBERY
10/10/2017 4:00:00 AM,1,ROBBERY
10/10/2017 4:08:00 AM,1,ROBBERY
10/10/2017 1:30:00 PM,1,ROBBERY
10/10/2017 11:00:00 PM,1,ROBBERY
10/11/2017 1:37:00 PM,1,ROBBERY
10/11/2017 6:13:00 PM,1,ROBBERY
10/11/2017 7:45:00 PM,1,ROBBERY
10/11/2017 9:42:00 PM,1,ROBBERY
10/12/2017 3:00:00 AM,1,ROBBERY
10/12/2017 3:53:00 AM,1,ROBBERY
10/12/2017 4:00:00 AM,1,ROBBERY
10/12/2017 5:20:00 AM,1,ROBBERY
10/12/2017 5:25:00 AM,1,ROBBERY
10/12/2017 5:25:00 AM,1,ROBBERY
10/12/2017 6:25:00 AM,1,ROBBERY
10/12/2017 5:20:00 PM,1,ROBBERY
10/12/2017 6:10:00 PM,1,ROBBERY
10/12/2017 6:43:00 PM,1,ROBBERY
10/13/2017 2:13:00 AM,1,ROBBERY
10/13/2017 7:30:00 AM,1,ROBBERY
10/13/2017 9:43:00 AM,1,ROBBERY
10/13/2017 11:10:00 PM,1,ROBBERY
10/14/2017 1:10:00 AM,1,ROBBERY
10/14/2017 1:35:00 AM,1,ROBBERY
10/14/2017 2:47:00 AM,1,ROBBERY
10/14/2017 3:30:00 AM,1,ROBBERY
10/14/2017 3:49:00 AM,1,ROBBERY
10/14/2017 5:00:00 AM,1,ROBBERY
