Date,Number of Records,Primary Type
7/8/2017 7:15:00 AM,1,BURGLARY
7/8/2017 8:00:00 AM,1,BURGLARY
7/8/2017 2:20:00 PM,1,BURGLARY
7/8/2017 5:00:00 PM,1,BURGLARY
7/8/2017 8:00:00 PM,1,BURGLARY
7/8/2017 8:15:00 PM,1,BURGLARY
7/8/2017 9:30:00 PM,1,BURGLARY
7/8/2017 10:00:00 PM,1,BURGLARY
7/8/2017 10:55:00 PM,1,BURGLARY
7/8/2017 11:00:00 PM,1,BURGLARY
7/8/2017 11:30:00 PM,1,BURGLARY
7/9/2017 4:00:00 AM,1,BURGLARY
7/9/2017 8:00:00 AM,1,BURGLARY
7/9/2017 12:00:00 PM,1,BURGLARY
7/9/2017 4:00:00 PM,1,BURGLARY
7/9/2017 4:45:00 PM,1,BURGLARY
7/9/2017 8:00:00 PM,1,BURGLARY
7/9/2017 9:00:00 PM,1,BURGLARY
7/9/2017 11:30:00 PM,1,BURGLARY
7/9/2017 11:30:00 PM,1,BURGLARY
7/10/2017 4:00:00 AM,1,BURGLARY
7/10/2017 7:00:00 AM,1,BURGLARY
7/10/2017 7:30:00 AM,1,BURGLARY
7/10/2017 8:00:00 AM,1,BURGLARY
7/10/2017 8:00:00 AM,1,BURGLARY
7/10/2017 8:30:00 AM,1,BURGLARY
7/10/2017 9:00:00 AM,1,BURGLARY
7/10/2017 10:00:00 AM,1,BURGLARY
7/10/2017 12:00:00 PM,1,BURGLARY
7/10/2017 12:30:00 PM,1,BURGLARY
7/10/2017 1:00:00 PM,1,BURGLARY
7/10/2017 3:30:00 PM,1,BURGLARY
7/10/2017 4:00:00 PM,1,BURGLARY
7/10/2017 10:50:00 PM,1,BURGLARY
7/11/2017 8:00:00 AM,1,BURGLARY
7/11/2017 9:00:00 AM,1,BURGLARY
7/11/2017 10:00:00 AM,1,BURGLARY
7/11/2017 1:30:00 PM,1,BURGLARY
7/11/2017 1:45:00 PM,1,BURGLARY
7/11/2017 5:00:00 PM,1,BURGLARY
7/11/2017 6:00:00 PM,1,BURGLARY
7/11/2017 6:45:00 PM,1,BURGLARY
7/11/2017 9:40:00 PM,1,BURGLARY
7/11/2017 9:59:00 PM,1,BURGLARY
7/11/2017 10:40:00 PM,1,BURGLARY
7/12/2017 2:20:00 AM,1,BURGLARY
7/12/2017 5:18:00 AM,1,BURGLARY
7/12/2017 7:15:00 AM,1,BURGLARY
7/12/2017 8:00:00 AM,1,BURGLARY
7/12/2017 8:20:00 AM,1,BURGLARY
7/12/2017 8:30:00 AM,1,BURGLARY
7/12/2017 8:30:00 AM,1,BURGLARY
7/12/2017 9:00:00 AM,1,BURGLARY
7/12/2017 12:00:00 PM,1,BURGLARY
7/12/2017 1:45:00 PM,1,BURGLARY
7/12/2017 3:00:00 PM,1,BURGLARY
7/12/2017 3:45:00 PM,1,BURGLARY
7/12/2017 4:40:00 PM,1,BURGLARY
7/12/2017 6:12:00 PM,1,BURGLARY
7/12/2017 7:00:00 PM,1,BURGLARY
7/13/2017 3:23:00 AM,1,BURGLARY
7/13/2017 6:20:00 AM,1,BURGLARY
7/13/2017 7:30:00 AM,1,BURGLARY
7/13/2017 7:30:00 AM,1,BURGLARY
7/13/2017 9:30:00 AM,1,BURGLARY
7/13/2017 10:30:00 AM,1,BURGLARY
7/13/2017 1:30:00 PM,1,BURGLARY
7/13/2017 1:30:00 PM,1,BURGLARY
7/13/2017 1:30:00 PM,1,BURGLARY
7/13/2017 2:00:00 PM,1,BURGLARY
7/13/2017 7:00:00 PM,1,BURGLARY
7/13/2017 9:00:00 PM,1,BURGLARY
7/14/2017 1:48:00 AM,1,BURGLARY
7/14/2017 3:00:00 AM,1,BURGLARY
7/14/2017 6:00:00 AM,1,BURGLARY
7/14/2017 7:00:00 AM,1,BURGLARY
7/14/2017 8:00:00 AM,1,BURGLARY
7/14/2017 8:30:00 AM,1,BURGLARY
7/14/2017 11:00:00 AM,1,BURGLARY
7/14/2017 11:15:00 AM,1,BURGLARY
7/14/2017 3:00:00 PM,1,BURGLARY
7/14/2017 3:30:00 PM,1,BURGLARY
7/14/2017 4:45:00 PM,1,BURGLARY
7/14/2017 5:00:00 PM,1,BURGLARY
7/14/2017 6:30:00 PM,1,BURGLARY
7/14/2017 10:00:00 PM,1,BURGLARY
7/14/2017 11:45:00 PM,1,BURGLARY
7/15/2017 12:30:00 AM,1,BURGLARY
7/15/2017 2:00:00 AM,1,BURGLARY
7/15/2017 2:00:00 PM,1,BURGLARY
7/15/2017 3:00:00 PM,1,BURGLARY
7/15/2017 5:00:00 PM,1,BURGLARY
7/15/2017 7:00:00 PM,1,BURGLARY
7/15/2017 8:00:00 PM,1,BURGLARY
7/16/2017 1:48:00 AM,1,BURGLARY
7/16/2017 3:40:00 AM,1,BURGLARY
7/16/2017 4:40:00 AM,1,BURGLARY
7/16/2017 10:00:00 AM,1,BURGLARY
7/16/2017 6:00:00 PM,1,BURGLARY
7/16/2017 9:30:00 PM,1,BURGLARY
7/16/2017 10:00:00 PM,1,BURGLARY
7/17/2017 2:00:00 AM,1,BURGLARY
7/17/2017 3:03:00 AM,1,BURGLARY
7/17/2017 4:00:00 AM,1,BURGLARY
7/17/2017 7:00:00 AM,1,BURGLARY
7/17/2017 9:00:00 AM,1,BURGLARY
7/17/2017 11:45:00 AM,1,BURGLARY
7/17/2017 1:00:00 PM,1,BURGLARY
7/17/2017 2:00:00 PM,1,BURGLARY
7/17/2017 6:30:00 PM,1,BURGLARY
7/18/2017 2:32:00 AM,1,BURGLARY
7/18/2017 5:13:00 AM,1,BURGLARY
7/18/2017 5:30:00 AM,1,BURGLARY
7/18/2017 10:00:00 AM,1,BURGLARY
7/18/2017 10:00:00 AM,1,BURGLARY
7/18/2017 12:30:00 PM,1,BURGLARY
7/18/2017 10:00:00 PM,1,BURGLARY
7/19/2017 3:55:00 AM,1,BURGLARY
7/19/2017 5:06:00 AM,1,BURGLARY
7/19/2017 5:30:00 AM,1,BURGLARY
7/19/2017 8:30:00 AM,1,BURGLARY
7/19/2017 11:00:00 AM,1,BURGLARY
7/19/2017 1:00:00 PM,1,BURGLARY
7/19/2017 4:30:00 PM,1,BURGLARY
7/19/2017 6:00:00 PM,1,BURGLARY
7/19/2017 7:00:00 PM,1,BURGLARY
7/20/2017 12:01:00 AM,1,BURGLARY
7/20/2017 5:45:00 AM,1,BURGLARY
7/20/2017 7:33:00 AM,1,BURGLARY
7/20/2017 7:45:00 AM,1,BURGLARY
7/20/2017 7:50:00 AM,1,BURGLARY
7/20/2017 9:00:00 AM,1,BURGLARY
7/20/2017 1:00:00 PM,1,BURGLARY
7/20/2017 1:00:00 PM,1,BURGLARY
7/20/2017 2:00:00 PM,1,BURGLARY
7/20/2017 6:00:00 PM,1,BURGLARY
7/20/2017 8:00:00 PM,1,BURGLARY
7/20/2017 9:00:00 PM,1,BURGLARY
7/21/2017 12:30:00 AM,1,BURGLARY
7/21/2017 2:53:00 AM,1,BURGLARY
7/21/2017 3:16:00 AM,1,BURGLARY
7/21/2017 3:44:00 AM,1,BURGLARY
7/21/2017 4:21:00 AM,1,BURGLARY
7/21/2017 7:00:00 AM,1,BURGLARY
7/21/2017 8:00:00 AM,1,BURGLARY
7/21/2017 8:30:00 AM,1,BURGLARY
7/21/2017 10:00:00 AM,1,BURGLARY
7/21/2017 3:20:00 PM,1,BURGLARY
7/21/2017 5:30:00 PM,1,BURGLARY
7/21/2017 6:00:00 PM,1,BURGLARY
7/21/2017 8:00:00 PM,1,BURGLARY
7/21/2017 8:00:00 PM,1,BURGLARY
7/21/2017 9:30:00 PM,1,BURGLARY
7/21/2017 9:51:00 PM,1,BURGLARY
7/21/2017 11:55:00 PM,1,BURGLARY
7/22/2017 3:00:00 AM,1,BURGLARY
7/22/2017 5:00:00 AM,1,BURGLARY
7/22/2017 5:19:00 AM,1,BURGLARY
7/22/2017 9:30:00 AM,1,BURGLARY
7/22/2017 9:45:00 AM,1,BURGLARY
7/22/2017 2:00:00 PM,1,BURGLARY
7/22/2017 2:00:00 PM,1,BURGLARY
7/22/2017 2:25:00 PM,1,BURGLARY
7/22/2017 2:30:00 PM,1,BURGLARY
7/22/2017 4:00:00 PM,1,BURGLARY
7/22/2017 4:00:00 PM,1,BURGLARY
7/22/2017 7:00:00 PM,1,BURGLARY
7/22/2017 10:00:00 PM,1,BURGLARY
7/23/2017 2:29:00 AM,1,BURGLARY
7/23/2017 2:45:00 AM,1,BURGLARY
7/23/2017 4:35:00 AM,1,BURGLARY
7/23/2017 4:48:00 AM,1,BURGLARY
7/23/2017 5:00:00 AM,1,BURGLARY
7/23/2017 5:05:00 AM,1,BURGLARY
7/23/2017 10:00:00 AM,1,BURGLARY
7/23/2017 10:00:00 AM,1,BURGLARY
7/23/2017 3:00:00 PM,1,BURGLARY
7/23/2017 6:00:00 PM,1,BURGLARY
7/23/2017 8:00:00 PM,1,BURGLARY
7/23/2017 9:00:00 PM,1,BURGLARY
7/24/2017 8:00:00 AM,1,BURGLARY
7/24/2017 8:00:00 AM,1,BURGLARY
7/24/2017 8:20:00 AM,1,BURGLARY
7/24/2017 12:00:00 PM,1,BURGLARY
7/24/2017 12:30:00 PM,1,BURGLARY
7/24/2017 12:45:00 PM,1,BURGLARY
7/24/2017 1:25:00 PM,1,BURGLARY
7/24/2017 2:00:00 PM,1,BURGLARY
7/24/2017 5:00:00 PM,1,BURGLARY
7/24/2017 8:00:00 PM,1,BURGLARY
7/25/2017 1:20:00 AM,1,BURGLARY
7/25/2017 1:30:00 AM,1,BURGLARY
7/25/2017 2:30:00 AM,1,BURGLARY
7/25/2017 8:10:00 AM,1,BURGLARY
7/25/2017 9:00:00 AM,1,BURGLARY
7/25/2017 11:36:00 AM,1,BURGLARY
7/25/2017 12:00:00 PM,1,BURGLARY
7/25/2017 3:00:00 PM,1,BURGLARY
7/25/2017 5:00:00 PM,1,BURGLARY
7/25/2017 5:17:00 PM,1,BURGLARY
7/25/2017 6:00:00 PM,1,BURGLARY
7/25/2017 10:00:00 PM,1,BURGLARY
7/26/2017 3:12:00 AM,1,BURGLARY
7/26/2017 10:00:00 AM,1,BURGLARY
7/26/2017 11:30:00 AM,1,BURGLARY
7/26/2017 8:00:00 PM,1,BURGLARY
7/26/2017 8:00:00 PM,1,BURGLARY
7/26/2017 9:00:00 PM,1,BURGLARY
7/26/2017 9:19:00 PM,1,BURGLARY
7/26/2017 9:53:00 PM,1,BURGLARY
7/27/2017 12:30:00 AM,1,BURGLARY
7/27/2017 1:30:00 AM,1,BURGLARY
7/27/2017 2:50:00 AM,1,BURGLARY
7/27/2017 7:30:00 AM,1,BURGLARY
7/27/2017 11:00:00 AM,1,BURGLARY
7/27/2017 11:00:00 AM,1,BURGLARY
7/27/2017 1:00:00 PM,1,BURGLARY
7/27/2017 1:00:00 PM,1,BURGLARY
7/27/2017 2:30:00 PM,1,BURGLARY
7/27/2017 6:20:00 PM,1,BURGLARY
7/27/2017 7:15:00 PM,1,BURGLARY
7/27/2017 10:00:00 PM,1,BURGLARY
7/28/2017 12:45:00 AM,1,BURGLARY
7/28/2017 3:45:00 AM,1,BURGLARY
7/28/2017 5:30:00 AM,1,BURGLARY
7/28/2017 7:20:00 AM,1,BURGLARY
7/28/2017 10:30:00 AM,1,BURGLARY
7/28/2017 12:30:00 PM,1,BURGLARY
7/28/2017 4:30:00 PM,1,BURGLARY
7/28/2017 6:00:00 PM,1,BURGLARY
7/28/2017 11:00:00 PM,1,BURGLARY
7/29/2017 12:00:00 AM,1,BURGLARY
7/29/2017 12:15:00 AM,1,BURGLARY
7/29/2017 12:30:00 AM,1,BURGLARY
7/29/2017 6:00:00 AM,1,BURGLARY
7/29/2017 1:00:00 PM,1,BURGLARY
7/29/2017 7:15:00 PM,1,BURGLARY
7/29/2017 8:00:00 PM,1,BURGLARY
7/29/2017 9:00:00 PM,1,BURGLARY
7/30/2017 1:30:00 AM,1,BURGLARY
7/30/2017 4:00:00 AM,1,BURGLARY
7/30/2017 4:00:00 AM,1,BURGLARY
7/30/2017 5:19:00 AM,1,BURGLARY
7/30/2017 2:30:00 PM,1,BURGLARY
7/30/2017 4:30:00 PM,1,BURGLARY
7/30/2017 9:00:00 PM,1,BURGLARY
7/30/2017 10:00:00 PM,1,BURGLARY
7/30/2017 11:00:00 PM,1,BURGLARY
7/31/2017 12:01:00 AM,1,BURGLARY
7/31/2017 2:09:00 AM,1,BURGLARY
7/31/2017 2:09:00 AM,1,BURGLARY
7/31/2017 3:00:00 AM,1,BURGLARY
7/31/2017 5:30:00 AM,1,BURGLARY
7/31/2017 9:45:00 AM,1,BURGLARY
7/31/2017 11:00:00 AM,1,BURGLARY
7/31/2017 1:15:00 PM,1,BURGLARY
7/31/2017 3:00:00 PM,1,BURGLARY
7/31/2017 4:15:00 PM,1,BURGLARY
7/31/2017 6:01:00 PM,1,BURGLARY
7/31/2017 9:06:00 PM,1,BURGLARY
7/31/2017 10:46:00 PM,1,BURGLARY
8/1/2017 5:30:00 AM,1,BURGLARY
8/1/2017 6:00:00 AM,1,BURGLARY
8/1/2017 7:45:00 AM,1,BURGLARY
8/1/2017 8:30:00 AM,1,BURGLARY
8/1/2017 9:30:00 AM,1,BURGLARY
8/1/2017 11:10:00 AM,1,BURGLARY
8/1/2017 11:30:00 AM,1,BURGLARY
8/1/2017 12:00:00 PM,1,BURGLARY
8/1/2017 2:55:00 PM,1,BURGLARY
8/1/2017 5:00:00 PM,1,BURGLARY
8/1/2017 6:00:00 PM,1,BURGLARY
8/1/2017 8:00:00 PM,1,BURGLARY
8/1/2017 9:00:00 PM,1,BURGLARY
8/1/2017 9:00:00 PM,1,BURGLARY
8/2/2017 1:00:00 AM,1,BURGLARY
8/2/2017 2:00:00 AM,1,BURGLARY
8/2/2017 6:50:00 AM,1,BURGLARY
8/2/2017 9:30:00 AM,1,BURGLARY
8/2/2017 12:00:00 PM,1,BURGLARY
8/2/2017 6:00:00 PM,1,BURGLARY
8/2/2017 10:00:00 PM,1,BURGLARY
8/3/2017 12:10:00 AM,1,BURGLARY
8/3/2017 1:18:00 AM,1,BURGLARY
8/3/2017 3:00:00 AM,1,BURGLARY
8/3/2017 7:02:00 AM,1,BURGLARY
8/3/2017 8:00:00 AM,1,BURGLARY
8/3/2017 8:15:00 AM,1,BURGLARY
8/3/2017 12:00:00 PM,1,BURGLARY
8/3/2017 12:00:00 PM,1,BURGLARY
8/3/2017 3:30:00 PM,1,BURGLARY
8/3/2017 3:30:00 PM,1,BURGLARY
8/3/2017 4:30:00 PM,1,BURGLARY
8/3/2017 7:00:00 PM,1,BURGLARY
8/3/2017 10:00:00 PM,1,BURGLARY
8/3/2017 11:18:00 PM,1,BURGLARY
8/4/2017 6:00:00 AM,1,BURGLARY
8/4/2017 6:00:00 AM,1,BURGLARY
8/4/2017 8:30:00 AM,1,BURGLARY
8/4/2017 8:30:00 AM,1,BURGLARY
8/4/2017 11:00:00 AM,1,BURGLARY
8/4/2017 12:00:00 PM,1,BURGLARY
8/4/2017 12:00:00 PM,1,BURGLARY
8/4/2017 5:00:00 PM,1,BURGLARY
8/4/2017 5:30:00 PM,1,BURGLARY
8/4/2017 7:00:00 PM,1,BURGLARY
8/4/2017 7:00:00 PM,1,BURGLARY
8/4/2017 8:00:00 PM,1,BURGLARY
8/4/2017 9:30:00 PM,1,BURGLARY
8/4/2017 10:00:00 PM,1,BURGLARY
8/5/2017 1:00:00 AM,1,BURGLARY
8/5/2017 1:00:00 AM,1,BURGLARY
8/5/2017 2:40:00 AM,1,BURGLARY
8/5/2017 9:00:00 AM,1,BURGLARY
8/5/2017 10:00:00 AM,1,BURGLARY
8/5/2017 10:00:00 AM,1,BURGLARY
8/5/2017 11:30:00 AM,1,BURGLARY
8/5/2017 12:00:00 PM,1,BURGLARY
8/5/2017 12:00:00 PM,1,BURGLARY
8/5/2017 6:00:00 PM,1,BURGLARY
8/6/2017 12:01:00 AM,1,BURGLARY
8/6/2017 4:02:00 AM,1,BURGLARY
8/6/2017 6:45:00 AM,1,BURGLARY
8/6/2017 1:00:00 PM,1,BURGLARY
8/6/2017 2:00:00 PM,1,BURGLARY
8/6/2017 4:30:00 PM,1,BURGLARY
8/6/2017 5:00:00 PM,1,BURGLARY
8/6/2017 7:00:00 PM,1,BURGLARY
8/6/2017 11:25:00 PM,1,BURGLARY
8/7/2017 12:15:00 AM,1,BURGLARY
8/7/2017 2:56:00 AM,1,BURGLARY
8/7/2017 5:42:00 AM,1,BURGLARY
8/7/2017 6:14:00 AM,1,BURGLARY
8/7/2017 7:00:00 AM,1,BURGLARY
8/7/2017 8:30:00 AM,1,BURGLARY
8/7/2017 9:00:00 AM,1,BURGLARY
8/7/2017 12:00:00 PM,1,BURGLARY
8/7/2017 3:00:00 PM,1,BURGLARY
8/7/2017 4:00:00 PM,1,BURGLARY
8/7/2017 7:00:00 PM,1,BURGLARY
8/8/2017 12:00:00 AM,1,BURGLARY
8/8/2017 1:30:00 AM,1,BURGLARY
8/8/2017 3:42:00 AM,1,BURGLARY
8/8/2017 4:00:00 AM,1,BURGLARY
8/8/2017 5:30:00 AM,1,BURGLARY
8/8/2017 8:45:00 AM,1,BURGLARY
8/8/2017 11:00:00 AM,1,BURGLARY
8/8/2017 1:00:00 PM,1,BURGLARY
8/8/2017 1:00:00 PM,1,BURGLARY
8/8/2017 8:45:00 PM,1,BURGLARY
8/9/2017 12:01:00 AM,1,BURGLARY
8/9/2017 12:30:00 PM,1,BURGLARY
8/9/2017 1:00:00 PM,1,BURGLARY
8/9/2017 9:20:00 PM,1,BURGLARY
8/9/2017 10:00:00 PM,1,BURGLARY
8/9/2017 10:00:00 PM,1,BURGLARY
8/10/2017 1:33:00 AM,1,BURGLARY
8/10/2017 5:00:00 AM,1,BURGLARY
8/10/2017 5:00:00 AM,1,BURGLARY
8/10/2017 8:30:00 AM,1,BURGLARY
8/10/2017 9:27:00 AM,1,BURGLARY
8/10/2017 9:30:00 AM,1,BURGLARY
8/10/2017 10:50:00 AM,1,BURGLARY
8/10/2017 11:31:00 AM,1,BURGLARY
8/10/2017 4:00:00 PM,1,BURGLARY
8/10/2017 5:00:00 PM,1,BURGLARY
8/10/2017 5:00:00 PM,1,BURGLARY
8/10/2017 6:44:00 PM,1,BURGLARY
8/10/2017 7:50:00 PM,1,BURGLARY
8/10/2017 9:11:00 PM,1,BURGLARY
8/11/2017 1:30:00 AM,1,BURGLARY
8/11/2017 7:00:00 AM,1,BURGLARY
8/11/2017 8:00:00 AM,1,BURGLARY
8/11/2017 8:00:00 AM,1,BURGLARY
8/11/2017 2:05:00 PM,1,BURGLARY
8/11/2017 4:00:00 PM,1,BURGLARY
8/11/2017 5:00:00 PM,1,BURGLARY
8/11/2017 5:00:00 PM,1,BURGLARY
8/11/2017 7:00:00 PM,1,BURGLARY
8/11/2017 9:30:00 PM,1,BURGLARY
8/11/2017 10:00:00 PM,1,BURGLARY
8/11/2017 11:00:00 PM,1,BURGLARY
8/12/2017 12:00:00 AM,1,BURGLARY
8/12/2017 3:00:00 AM,1,BURGLARY
8/12/2017 7:30:00 AM,1,BURGLARY
8/12/2017 8:00:00 AM,1,BURGLARY
8/12/2017 8:00:00 AM,1,BURGLARY
8/12/2017 11:00:00 AM,1,BURGLARY
8/12/2017 12:00:00 PM,1,BURGLARY
8/12/2017 1:00:00 PM,1,BURGLARY
8/12/2017 2:00:00 PM,1,BURGLARY
8/12/2017 5:00:00 PM,1,BURGLARY
8/12/2017 7:00:00 PM,1,BURGLARY
8/12/2017 7:24:00 PM,1,BURGLARY
8/12/2017 8:00:00 PM,1,BURGLARY
8/13/2017 12:00:00 AM,1,BURGLARY
8/13/2017 12:45:00 AM,1,BURGLARY
8/13/2017 4:30:00 AM,1,BURGLARY
8/13/2017 8:00:00 AM,1,BURGLARY
8/13/2017 1:44:00 PM,1,BURGLARY
8/13/2017 2:00:00 PM,1,BURGLARY
8/13/2017 4:00:00 PM,1,BURGLARY
8/13/2017 5:00:00 PM,1,BURGLARY
8/13/2017 9:00:00 PM,1,BURGLARY
8/13/2017 10:00:00 PM,1,BURGLARY
8/13/2017 10:00:00 PM,1,BURGLARY
8/13/2017 10:30:00 PM,1,BURGLARY
8/14/2017 12:01:00 AM,1,BURGLARY
8/14/2017 5:35:00 AM,1,BURGLARY
8/14/2017 6:30:00 AM,1,BURGLARY
8/14/2017 7:00:00 AM,1,BURGLARY
8/14/2017 8:00:00 AM,1,BURGLARY
8/14/2017 9:00:00 AM,1,BURGLARY
8/14/2017 9:00:00 AM,1,BURGLARY
8/14/2017 2:00:00 PM,1,BURGLARY
8/14/2017 7:00:00 PM,1,BURGLARY
8/14/2017 9:00:00 PM,1,BURGLARY
8/14/2017 10:00:00 PM,1,BURGLARY
8/14/2017 11:00:00 PM,1,BURGLARY
8/15/2017 1:50:00 AM,1,BURGLARY
8/15/2017 10:00:00 AM,1,BURGLARY
8/15/2017 10:30:00 AM,1,BURGLARY
8/15/2017 12:00:00 PM,1,BURGLARY
8/15/2017 2:00:00 PM,1,BURGLARY
8/15/2017 3:00:00 PM,1,BURGLARY
8/15/2017 3:30:00 PM,1,BURGLARY
8/15/2017 5:00:00 PM,1,BURGLARY
8/15/2017 6:00:00 PM,1,BURGLARY
8/15/2017 6:00:00 PM,1,BURGLARY
8/15/2017 10:00:00 PM,1,BURGLARY
8/16/2017 12:00:00 AM,1,BURGLARY
8/16/2017 12:11:00 AM,1,BURGLARY
8/16/2017 1:00:00 AM,1,BURGLARY
8/16/2017 3:12:00 AM,1,BURGLARY
8/16/2017 6:00:00 AM,1,BURGLARY
8/16/2017 9:00:00 AM,1,BURGLARY
8/16/2017 3:00:00 PM,1,BURGLARY
8/16/2017 8:00:00 PM,1,BURGLARY
8/16/2017 9:00:00 PM,1,BURGLARY
8/16/2017 9:30:00 PM,1,BURGLARY
8/16/2017 10:15:00 PM,1,BURGLARY
8/17/2017 2:45:00 AM,1,BURGLARY
8/17/2017 4:00:00 AM,1,BURGLARY
8/17/2017 5:00:00 AM,1,BURGLARY
8/17/2017 8:00:00 AM,1,BURGLARY
8/17/2017 8:15:00 AM,1,BURGLARY
8/17/2017 8:30:00 AM,1,BURGLARY
8/17/2017 9:00:00 AM,1,BURGLARY
8/17/2017 12:00:00 PM,1,BURGLARY
8/17/2017 12:34:00 PM,1,BURGLARY
8/17/2017 12:40:00 PM,1,BURGLARY
8/17/2017 3:30:00 PM,1,BURGLARY
8/17/2017 5:00:00 PM,1,BURGLARY
8/17/2017 6:00:00 PM,1,BURGLARY
8/18/2017 12:01:00 AM,1,BURGLARY
8/18/2017 2:22:00 AM,1,BURGLARY
8/18/2017 3:15:00 AM,1,BURGLARY
8/18/2017 8:30:00 AM,1,BURGLARY
8/18/2017 10:00:00 AM,1,BURGLARY
8/18/2017 12:00:00 PM,1,BURGLARY
8/18/2017 3:30:00 PM,1,BURGLARY
8/18/2017 4:00:00 PM,1,BURGLARY
8/18/2017 4:10:00 PM,1,BURGLARY
8/18/2017 4:45:00 PM,1,BURGLARY
8/18/2017 5:30:00 PM,1,BURGLARY
8/18/2017 6:00:00 PM,1,BURGLARY
8/18/2017 8:00:00 PM,1,BURGLARY
8/18/2017 8:00:00 PM,1,BURGLARY
8/18/2017 10:15:00 PM,1,BURGLARY
8/19/2017 10:00:00 AM,1,BURGLARY
8/19/2017 10:10:00 AM,1,BURGLARY
8/19/2017 3:45:00 PM,1,BURGLARY
8/19/2017 6:15:00 PM,1,BURGLARY
8/19/2017 8:00:00 PM,1,BURGLARY
8/20/2017 2:36:00 AM,1,BURGLARY
8/20/2017 3:06:00 AM,1,BURGLARY
8/20/2017 1:00:00 PM,1,BURGLARY
8/20/2017 2:00:00 PM,1,BURGLARY
8/20/2017 4:53:00 PM,1,BURGLARY
8/20/2017 5:30:00 PM,1,BURGLARY
8/20/2017 6:00:00 PM,1,BURGLARY
8/20/2017 7:00:00 PM,1,BURGLARY
8/20/2017 8:00:00 PM,1,BURGLARY
8/20/2017 9:00:00 PM,1,BURGLARY
8/20/2017 11:00:00 PM,1,BURGLARY
8/20/2017 11:40:00 PM,1,BURGLARY
8/21/2017 2:42:00 AM,1,BURGLARY
8/21/2017 4:18:00 AM,1,BURGLARY
8/21/2017 4:30:00 AM,1,BURGLARY
8/21/2017 4:53:00 AM,1,BURGLARY
8/21/2017 1:10:00 PM,1,BURGLARY
8/21/2017 3:00:00 PM,1,BURGLARY
8/21/2017 7:00:00 PM,1,BURGLARY
8/21/2017 9:00:00 PM,1,BURGLARY
8/22/2017 1:00:00 AM,1,BURGLARY
8/22/2017 3:59:00 AM,1,BURGLARY
8/22/2017 4:58:00 AM,1,BURGLARY
8/22/2017 8:00:00 AM,1,BURGLARY
8/22/2017 8:00:00 AM,1,BURGLARY
8/22/2017 10:15:00 AM,1,BURGLARY
8/22/2017 11:45:00 AM,1,BURGLARY
8/22/2017 12:00:00 PM,1,BURGLARY
8/22/2017 1:00:00 PM,1,BURGLARY
8/22/2017 3:00:00 PM,1,BURGLARY
8/22/2017 3:50:00 PM,1,BURGLARY
8/22/2017 7:00:00 PM,1,BURGLARY
8/22/2017 7:45:00 PM,1,BURGLARY
8/22/2017 8:00:00 PM,1,BURGLARY
8/22/2017 9:00:00 PM,1,BURGLARY
8/23/2017 1:00:00 AM,1,BURGLARY
8/23/2017 1:00:00 AM,1,BURGLARY
8/23/2017 6:00:00 AM,1,BURGLARY
8/23/2017 2:00:00 PM,1,BURGLARY
8/23/2017 3:30:00 PM,1,BURGLARY
8/23/2017 5:00:00 PM,1,BURGLARY
8/23/2017 6:00:00 PM,1,BURGLARY
8/24/2017 12:01:00 AM,1,BURGLARY
8/24/2017 2:30:00 AM,1,BURGLARY
8/24/2017 4:00:00 AM,1,BURGLARY
8/24/2017 4:45:00 AM,1,BURGLARY
8/24/2017 8:50:00 AM,1,BURGLARY
8/24/2017 10:00:00 AM,1,BURGLARY
8/24/2017 11:00:00 AM,1,BURGLARY
8/24/2017 11:00:00 AM,1,BURGLARY
8/24/2017 1:00:00 PM,1,BURGLARY
8/24/2017 5:00:00 PM,1,BURGLARY
8/24/2017 8:00:00 PM,1,BURGLARY
8/24/2017 10:00:00 PM,1,BURGLARY
8/25/2017 8:30:00 AM,1,BURGLARY
8/25/2017 9:15:00 AM,1,BURGLARY
8/25/2017 12:00:00 PM,1,BURGLARY
8/25/2017 12:45:00 PM,1,BURGLARY
8/25/2017 4:35:00 PM,1,BURGLARY
8/25/2017 7:58:00 PM,1,BURGLARY
8/26/2017 1:00:00 PM,1,BURGLARY
8/26/2017 5:00:00 PM,1,BURGLARY
8/26/2017 6:30:00 PM,1,BURGLARY
8/26/2017 7:25:00 PM,1,BURGLARY
8/26/2017 8:30:00 PM,1,BURGLARY
8/26/2017 9:00:00 PM,1,BURGLARY
8/26/2017 10:00:00 PM,1,BURGLARY
8/27/2017 12:01:00 AM,1,BURGLARY
8/27/2017 1:00:00 AM,1,BURGLARY
8/27/2017 5:30:00 AM,1,BURGLARY
8/27/2017 5:50:00 AM,1,BURGLARY
8/27/2017 9:00:00 AM,1,BURGLARY
8/27/2017 9:30:00 AM,1,BURGLARY
8/27/2017 5:00:00 PM,1,BURGLARY
8/28/2017 1:00:00 AM,1,BURGLARY
8/28/2017 4:08:00 AM,1,BURGLARY
8/28/2017 4:30:00 AM,1,BURGLARY
8/28/2017 8:00:00 AM,1,BURGLARY
8/28/2017 8:30:00 AM,1,BURGLARY
8/28/2017 3:00:00 PM,1,BURGLARY
8/28/2017 8:00:00 PM,1,BURGLARY
8/29/2017 5:20:00 AM,1,BURGLARY
8/29/2017 9:30:00 AM,1,BURGLARY
8/29/2017 4:00:00 PM,1,BURGLARY
8/29/2017 9:00:00 PM,1,BURGLARY
